22565,valparaiso,1987,Mid-Cont,0.429,65.4,Marc Massa,8,0,0,0.273,0.167,0.4,0,1.1,0.1,0,0,0,1,Tom Smith 
22566,brown,1987,Ivy,0.231,77.5,Marc Rudolph,26,0,0,0.332,0.377,0.243,0.735,2.2,3.7,0.9,0.1,0,6.9,Mike Cingiser 
22567,marshall,1987,Southern,0.75,83.8,Marc Toler,8,0,0,0.429,0.429,0,1,0.5,0.1,0.4,0,0,1.5,Rick Huckabay 
22568,iowa-state,1987,Big 8,0.625,90.2,Marc Urquhart,26,4,0,0.458,0.458,0,0.8,1.6,1.1,0.3,0,0.6,2.3,Johnny Orr 
22569,mississippi,1987,SEC,0.448,68.1,Marc Wilson,19,0,5.1,0.222,0.222,0,0.5,1.1,0.1,0,0,0.4,0.7,Ed Murphy 
22570,loyola-marymount,1987,WCAC,0.875,110.3,Marcellus Lee,15,0,7.3,0.333,0.341,0,0.659,2.3,0.1,0.3,0.4,0.7,3.8,Paul Westhead 
22571,oregon-state,1987,Pac-10,0.645,67.5,Marcellus Wright,9,0,0,0.6,0.6,0,0,0.2,0.2,0,0,0,1.3,Ralph Miller 
22572,st-johns-ny,1987,Big East,0.586,71.3,Marco Baldi,29,0,0,0.488,0.488,0,0.714,2.4,0.2,0.3,0.4,0,3.9,Lou Carnesecca 
22573,long-beach-state,1987,PCAA,0.586,81.9,Marco Fleming,15,0,0,0.485,0.485,0,0.692,1.1,0.2,0.1,0,0,3.3,Joe Harrington 
22574,texas-state,1987,Southland,0.29,74.5,Marcus Bolden,0,0,0,0,0,0,0,0,0,0,0,0,0,Harry Larrabee 
22575,st-johns-ny,1987,Big East,0.586,71.3,Marcus Broadnax,2,0,0,0.5,0.5,0,0,0.5,1,1,0,0,2,Lou Carnesecca 
22576,loyola-md,1987,ECACM,0.267,69,Marcus Elam,4,0,16,0.333,0.3,1,0.8,3,0.5,0.5,0,3.3,5.8,Mark Amatucci 
22577,coppin-state,1987,MEAC,0.481,75.7,Marcus Hammond,15,2,8.5,0.588,0.588,0,0.222,1.8,0,0.9,0.7,0.9,1.5,Fang Mitchell 
22578,morgan-state,1987,MEAC,0.433,75.9,Marcus Sheffield,29,22,23.9,0.493,0.493,0,0.641,6.9,0.5,0.7,0.4,1.5,8.2,Nathaniel Frazier 
22579,loyola-marymount,1987,WCAC,0.875,110.3,Marcus Slater,19,0,4.7,0.323,0.357,0,0.563,0.7,0,0.1,0.1,0.5,1.5,Paul Westhead 
22580,brown,1987,Ivy,0.231,77.5,Marcus Thompson,26,0,0,0.431,0.466,0.333,0.748,5.3,1.4,0.9,0.3,0,19.3,Mike Cingiser 
22581,arkansas,1987,SWC,0.7,75.5,Mario Credit,30,15,23.1,0.585,0.585,0,0.669,4.7,0.7,0.9,0.5,1.7,9.8,Nolan Richardson 
22582,minnesota,1987,Big Ten,0.357,72.3,Mario Green,8,0,2.8,0.333,0.333,0,0.5,0.8,1.1,0.3,0.1,0.4,0.5,Clem Haskins 
22583,michigan-state,1987,Big Ten,0.357,69.5,Mario Izzo,6,0,2,1,1,0,1,0.7,0,0,0,0.2,1,Jud Heathcote 
22584,nevada,1987,Big Sky,0.536,81.6,Mario Martin,28,0,0,0.516,0.52,0,0.631,6.3,0.7,1.5,1.1,0,12.4,Len Stevens 
22585,northern-arizona,1987,Big Sky,0.357,69.1,Mark Anderson,27,19,27.3,0.447,0.444,0.449,0.743,3.8,2.6,1.7,0.1,2.7,17.2,Jay Arnote 
22586,marquette,1987,Ind,0.357,67.6,Mark Anglavar,28,0,0,0.429,0.434,0.426,0.667,2.4,2.8,1.3,0.2,0,7.7,Bob Dukiet 
22587,loyola-marymount,1987,WCAC,0.875,110.3,Mark Armstrong,32,32,26.3,0.505,0.505,0,0.729,8.1,1,1.4,0.2,1.3,7.5,Paul Westhead 
22588,stephen-f-austin,1987,Southland,0.357,67,Mark Arnold,10,0,0,0.565,0.565,0,0.697,4.5,0.5,0.4,0.1,0,7.5,Harry Miller 
22589,william-mary,1987,CAA,0.345,71.1,Mark Batzel,29,0,0,0.475,0.475,0.5,0.634,7.2,1.5,1.2,0.1,0,12.6,Chuck Swenson 
22590,iowa-state,1987,Big 8,0.625,90.2,Mark Baugh,30,3,0,0.443,0.481,0.37,0.905,1.8,0.3,0.4,0.2,0.6,3.3,Johnny Orr 
22591,arizona-state,1987,Pac-10,0.448,76.8,Mark Becker,27,0,0,0.526,0.526,0,0.757,5.5,2.3,1.3,0.3,0,9.4,Steve Patterson 
22592,central-michigan,1987,MAC,0.594,74.5,Mark Bowens,8,0,0,0.125,0.125,0,0.8,1.3,0.3,0.3,0,0,1.3,Charlie Coles 
22593,central-michigan,1987,MAC,0.594,74.5,Mark Brisker,21,0,0,0.456,0.434,0.75,0.6,1.1,0.5,0.2,0,0,3.2,Charlie Coles 
22594,western-michigan,1987,MAC,0.414,74.8,Mark Brown,23,0,33.6,0.485,0.492,0.473,0.785,2.3,2.3,0.8,0.1,0,19.6,Vern Payne 
22595,seton-hall,1987,Big East,0.629,79.1,Mark Bryant,34,30,32.5,0.564,0.565,0.5,0.748,9.1,0.9,1.1,0.9,2.4,20.5,P.J. Carlesimo 
22596,arizona-state,1987,Pac-10,0.448,76.8,Mark Carlino,24,0,0,0.381,0.385,0.333,0.577,2.6,0.7,0.3,0.2,0,2,Steve Patterson 
22597,brigham-young,1987,WAC,0.813,85.5,Mark Clausen,3,0,2.3,0.333,0.333,0,0,1.7,0,0,0,0.3,0.7,Ladell Andersen 
22598,army,1987,MAAC,0.321,69,Mark Clouse,21,0,5.2,0.31,0.3,0.313,0.667,0.5,0.1,0,0,0.3,2.7,Les Wothke 
22599,virginia,1987,ACC,0.419,66.8,Mark Cooke,11,2,3.6,0.417,0.455,0,0.286,1,0,0,0.1,0.4,1.1,Terry Holland 
22600,virginia-military-institute,1987,Southern,0.433,69.3,Mark Craft,30,1,21.1,0.458,0.458,0,0.688,5.1,0.7,0.9,0.5,1.7,7.6,Joey Cantafio 
22601,kansas-state,1987,Big 8,0.735,75.4,Mark Dobbins,34,0,0,0.643,0.694,0.286,0.618,2.6,0.6,0.5,0.1,0,2.8,Lon Kruger 
22602,st-bonaventure,1987,A-10,0.464,67.9,Mark Erb,10,0,0,0.8,0.8,0,0,0.9,0.1,0.3,0.1,0,0.8,Ron DeCarli 
22603,south-florida,1987,Sun Belt,0.214,68,Mark Flamme,1,0,0,0,0,0,0,1,0,0,0,0,0,Bobby Paschal 
22604,eastern-illinois,1987,Mid-Cont,0.607,77.3,Mark Fowler,28,17,24.7,0.473,0.478,0,0.653,5.5,1.6,0.7,0.3,1.6,7.8,Rick Samuels 
22605,weber-state,1987,Big Sky,0.3,70.5,Mark Frazier,1,0,6,0,0,0,0,0,0,0,0,0,0,Larry Farmer 
22606,north-carolina-wilmington,1987,CAA,0.517,67,Mark Gary,29,0,0,0.379,0.463,0.326,0.8,1.6,1.7,0.4,0.1,0.6,5.9,Robert McPherson 
22607,toledo,1987,MAC,0.556,70,Mark German,27,0,0,0.477,0.509,0.46,0.75,3.1,0.7,0.6,0.3,0,7.4,Jay Eck 
22608,tennessee,1987,SEC,0.552,73.2,Mark Griffin,29,9,20.1,0.371,0.4,0.344,0.773,3.2,1.1,0.5,0.1,1.1,4.9,Don DeVoe 
22609,delaware,1987,ECC,0.679,76.5,Mark Haughton,23,1,12,0.333,0.339,0.313,0.667,1.5,1.3,0.6,0,1.5,3.2,Steve Steinwedel 
22610,niagara,1987,ECACN,0.5,73.9,Mark Henry,30,0,0,0.478,0.476,0.5,0.845,5.4,1.5,0.8,2.4,0,13.5,Andy Walker 
22611,michigan,1987,Big Ten,0.765,87.4,Mark Hughes,34,15,21,0.528,0.528,0,0.605,3.9,1,0.7,0.5,0.8,4.6,Bill Frieder 
22612,iowa,1987,Big Ten,0.706,93.6,Mark Jewell,31,0,7,0.444,0.471,0,0.688,1.7,0.3,0.1,0.1,0.5,1.4,Tom Davis 
22613,western-michigan,1987,MAC,0.414,74.8,Mark Judge,3,0,7,0.25,0.25,0,0.75,1.7,0,0,0,0,1.7,Vern Payne 
22614,maryland,1987,ACC,0.581,75.8,Mark Karver,12,0,4.3,0.313,0.333,0.25,0.727,0.8,0.8,0.3,0,0.4,1.6,Bob Wade 
22615,toledo,1987,MAC,0.556,70,Mark Kynard,3,0,0,0.333,0.333,0,0,0,0.3,0,0,0,1.3,Jay Eck 
22616,east-tennessee-state,1987,Southern,0.483,75.4,Mark Larkey,25,0,6.3,0.154,0.16,0,0.444,1.3,0.4,0.1,0,0.4,0.5,Les Robinson 
22617,temple,1987,A-10,0.941,76.8,Mark Macon,34,34,35.4,0.454,0.464,0.422,0.771,5.6,2.9,1.8,0.1,1.4,20.6,John Chaney 
22618,vermont,1987,ECACN,0.111,70.6,Mark Madden,27,0,0,0.509,0.509,0,0.3,1.9,1.9,0.8,0.1,0,2.2,Tom Brennan 
22619,texas-el-paso,1987,WAC,0.697,70.3,Mark McCall,13,0,4.5,0.273,0.286,0.25,0.5,0.4,0,0.1,0.2,0.1,0.9,Don Haskins 
22620,san-francisco,1987,WCAC,0.464,76.3,Mark McCathrion,25,23,30.5,0.536,0.543,0.444,0.856,5.9,1.8,1.2,0.4,2.4,14.8,Jim Brovelli 
22621,florida-am,1987,MEAC,0.733,82.3,Mark McGraw,27,0,25.6,0.461,0.465,0,0.526,5,1.5,0.9,0.4,1.6,9,Willie Booker 
22622,kansas-state,1987,Big 8,0.735,75.4,Mark Nelson,24,0,0,0.333,0.25,0.5,0.636,0.5,0.8,0,0,0,0.5,Lon Kruger 
22623,rutgers,1987,A-10,0.241,67.1,Mark Peterson,26,10,11.2,0.4,0.4,0,0.636,2.3,0.5,0.2,0.3,0.7,3.3,Craig Littlepage 
22624,villanova,1987,Big East,0.649,71.9,Mark Plansky,37,0,0,0.491,0.507,0.466,0.809,5.6,3.7,1,0.1,0,13.2,Rollie Massimino 
22625,san-diego-state,1987,WAC,0.414,67.9,Mark Pollard,16,0,0,0.25,0.25,0,0.429,0.5,0,0.1,0.1,0,0.3,Jim Brandenburg 
22626,miami-fl,1987,Ind,0.548,79.1,Mark Richardson,23,1,7.2,0.412,0.42,0,0.65,1.3,0.2,0,0.1,0.7,2.4,Bill C. Foster 
22627,montana,1987,Big Sky,0.621,67.9,Mark Schultz,2,0,2,0,0,0,0,0,0,0.5,0,0,0,Stew Morrill 
22628,illinois,1987,Big Ten,0.697,82.6,Mark Shapland,6,0,3.7,0.333,0.333,0,0,1.5,0.2,0,0,0.2,0.7,Lou Henson 
22629,old-dominion,1987,Sun Belt,0.6,76.8,Mark Siciliano,5,0,0,0,0,0,0,0.2,0,0,0,0,0,Tom Young 
22630,air-force,1987,WAC,0.393,67.1,Mark Slimko,28,0,0,0.456,0.455,0.5,0.643,3.4,0.9,0.4,0.2,0,4.8,Reggie Minton 
22631,notre-dame,1987,Ind,0.69,73,Mark Stevenson,24,0,0,0.493,0.495,0,0.741,3.9,1.4,0.7,0.2,0,10.5,Digger Phelps 
22632,fordham,1987,MAAC,0.545,69.3,Mark Taylor,33,0,0,0.42,0.38,0.449,0.784,2,4.1,1.3,0,0,5.2,Nick Macarchuk 
22633,mcneese-state,1987,Southland,0.241,69.3,Mark Thompson,24,0,0,0.544,0.551,0,0.25,3.4,0.5,0.3,0.4,0,3.9,Steve Welch 
22634,georgetown,1987,Big East,0.667,71.9,Mark Tillmon,30,24,24.3,0.471,0.515,0.402,0.594,3.1,1.8,1,0.2,1.7,13.8,John Thompson 
22635,georgia-southern,1987,A-Sun,0.774,63.9,Mark Voitik,26,0,0,0.424,0.556,0.375,0.611,1.1,1.2,0.4,0,0,3.3,Frank Kerns 
22636,washington,1987,Pac-10,0.345,70.1,Mark West,28,0,0,0.522,0.522,0,0.732,6.8,1.6,0.6,0.3,0,14,Andy Russo 
22637,alcorn-state,1987,SWAC,0.276,72.4,Mark White,28,17,20.3,0.408,0.405,0.5,0.75,3.8,0.8,1,0.1,1.5,5.6,Davey Whitney 
22638,minnesota,1987,Big Ten,0.357,72.3,Marlon Maxey,13,2,8.3,0.281,0.281,0,0.619,3.2,0.2,0,0.1,0.7,2.4,Clem Haskins 
22639,saint-josephs,1987,A-10,0.517,68.6,Marlon Miller,24,8,8.9,0.333,0.339,0,0.75,2,0.3,0.1,0.1,0.9,2.3,Jim Boyle 
22640,cal-state-fullerton,1987,PCAA,0.414,67.6,Marlon Vaughn,25,2,8.8,0.34,0.406,0.222,0.619,0.5,1.1,0.6,0,1.4,2,George McQuarn 
22641,gonzaga,1987,WCAC,0.571,72.6,Marlon Wadlington,28,0,0,0.427,0.437,0.387,0.704,2.6,2.9,1,0,0,6.6,Dan Fitzgerald 
22642,green-bay,1987,Mid-Cont,0.667,64.5,Marquis Hines,14,0,4,0.5,0.462,0.667,0.333,0.2,0.5,0.4,0,0.3,1.4,Dick Bennett 
22643,loyola-md,1987,ECACM,0.267,69,Marqus Hamwright,3,3,16.7,0.455,0.455,0,1,3.3,0.3,1.3,0,2.3,4,Mark Amatucci 
22644,centenary-la,1987,A-Sun,0.464,80.5,Marro Hawkins,28,0,0,0.682,0.682,0,0.619,6.1,0.5,0.5,0.3,0,11.5,Tommy Canterbury 
22645,austin-peay,1987,OVC,0.567,77.2,Marshall Ayers,18,0,0,0.4,0.5,0.375,0.6,0.8,1.3,0.4,0.1,0,0.9,Lake Kelly 
22646,texas-state,1987,Southland,0.29,74.5,Marshall Sanders,14,0,0,0.556,0.556,0,0.5,0.9,0.6,0.3,0,0,1.5,Harry Larrabee 
22647,gonzaga,1987,WCAC,0.571,72.6,Martin Dioli,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Fitzgerald 
22648,virginia-commonwealth,1987,Sun Belt,0.657,79.2,Martin Henlan,35,9,16,0.48,0.48,0,0.475,5.6,0.3,0.1,0.7,0,4,Mike Pollio 
22649,stetson,1987,A-Sun,0.464,75.6,Martin Jenkins,26,6,19.7,0.567,0.567,0,0.747,4.5,0.6,0.6,0.3,1.7,9.5,Glenn Wilkes 
22650,seton-hall,1987,Big East,0.629,79.1,Martin Salley,35,35,27,0.447,0.449,0,0.584,4.5,2.4,0.7,0.2,1.3,5.9,P.J. Carlesimo 
22651,central-florida,1987,Ind,0.321,77,Marty Collier,27,23,21.9,0.433,0.446,0.396,0.78,2.4,1.7,0.6,0.1,1.4,8.4,Phil Carter 
22652,brigham-young,1987,WAC,0.813,85.5,Marty Haws,32,32,27.6,0.541,0.55,0.5,0.757,1.9,4.1,1.4,0.2,2,8.4,Ladell Andersen 
22653,towson,1987,ECC,0.467,72.6,Marty Johnson,30,0,0,0.449,0.472,0.328,0.751,3.3,5,4.1,0.5,0,17.6,Terry Truax 
22654,ohio,1987,MAC,0.533,78.8,Marty Lehmann,30,6,17.7,0.436,0.439,0,0.775,3.4,0.5,0.3,0.1,1,5.7,Billy Hahn 
22655,san-diego,1987,WCAC,0.393,68,Marty Munn,28,9,28.8,0.438,0.505,0.361,0.579,5.4,1,0.8,0.3,2.2,14.5,Hank Egan 
22656,evansville,1987,MW Coll,0.724,81.9,Marty Simmons,29,0,0,0.55,0.588,0.447,0.814,6.8,4.2,0.9,0.1,0,25.9,Jim Crews 
22657,maryland-baltimore-county,1987,Ind,0.464,75.7,Marty Stevenson,23,0,0,0.448,0.448,0,0.486,1.6,1.4,0.5,0.3,0,3.3,Jeff Bzdelik 
22658,pepperdine,1987,WCAC,0.567,81.9,Marty Wilson,17,17,31.8,0.361,0.417,0,0.773,3.6,6.5,1.2,0.3,2.5,5.5,Jim Harrick 
22659,memphis,1987,Metro,0.625,78.4,Marvin Alexander,5,5,28.4,0.5,0.5,0,0.846,5.8,2.6,1,1,2.2,8.6,Larry Finch 
22660,saint-peters,1987,MAAC,0.69,69.5,Marvin Andrews,17,2,12.9,0.576,0.586,0,0.667,2,1.2,0.4,0.7,1.2,5.1,Ted Fiore 
22661,canisius,1987,ECACN,0.259,69,Marvin Bailey,25,0,0,0.516,0.516,0,0.632,7.2,0.6,0.6,0.6,0,13.1,Marty Marbach 
22662,maryland-eastern-shore,1987,MEAC,0.259,73.9,Marvin Blye,19,17,33.1,0.456,0.479,0.28,0.747,5.9,2.1,1.6,0.4,2.6,13.7,Steve Williams 
22663,kansas,1987,Big 8,0.711,75.3,Marvin Branch,14,14,21.8,0.487,0.487,0,0.695,6.1,0.9,0.5,0.8,2.3,8.4,Larry Brown 
22664,texas-southern,1987,SWAC,0.724,83.1,Marvin Harvey,8,0,0,0.3,0.3,0,0,0.5,0.1,0.4,0.1,0.4,0.8,Robert Moreland 
22665,kansas,1987,Big 8,0.711,75.3,Marvin Mattox,8,0,1.4,0.25,0.25,0,0,0.8,0,0.1,0,0,0.3,Larry Brown 
22666,new-mexico,1987,WAC,0.611,75.7,Marvin McBurrows,10,0,0,0.2,0.4,0,0,0.3,0.2,0.1,0.1,0,0.4,Gary Colson 
22667,virginia-tech,1987,Metro,0.655,91.2,Marvin Miles,13,0,4,0.5,0.538,0,0.333,1.1,0.3,0.1,0.1,0.4,1.2,Frankie Allen 
22668,hartford,1987,ECACN,0.484,71.8,Marvin Powell,28,0,0,0.461,0.461,0,0.657,7.2,0.8,1.1,0.4,0,11.3,Jack Phelan 
22669,purdue,1987,Big Ten,0.879,84.6,Marvin Rea,11,0,1.6,0,0,0,0.5,0.4,0,0,0,0.2,0.1,Gene Keady 
22670,fairfield,1987,MAAC,0.286,63.7,Marvin Walters,28,22,28.8,0.406,0.388,0.462,0.5,3.8,4.3,0.5,0.1,3.9,6.9,Mitch Buonaguro 
22671,idaho,1987,Big Sky,0.633,65.3,Marvin Washington,19,0,0,0.583,0.583,0,0,5.7,0.9,1.3,0.8,0,2.9,Tim Floyd 
22672,oral-roberts,1987,Ind,0.276,77.6,Marvin Washington,27,23,26,0.447,0.449,0,0.526,7.5,0.4,1,2,1.5,7.7,Ken Trickey 
22673,la-salle,1987,MAAC,0.706,77.4,Marvin Woods,8,0,3,0.167,0.2,0,1,0.4,0,0.1,0,0.3,0.5,Speedy Morris 
22674,new-orleans,1987,ASC,0.656,76.9,Marvin Wynn,27,0,0,0.385,0.385,0,0.615,1.4,0.4,0.3,0.1,0,1,Art Tolis 
22675,texas-southern,1987,SWAC,0.724,83.1,Mason Bryant,28,26,0,0.592,0.596,0,0.721,5.9,1.2,0.7,0.4,0.9,10,Robert Moreland 
22676,youngstown-state,1987,OVC,0.25,63.8,Matt Anderson,10,0,0,0.4,0.4,0,0.533,3.3,0.2,0.3,0.2,0,3.2,Jim Cleamons 
22677,saint-marys-ca,1987,WCAC,0.679,65.6,Matt Bair,9,0,3.9,0.2,0.333,0,0.6,0.6,0.1,0.4,0,0.8,0.9,Lynn Nance 
22678,california,1987,Pac-10,0.31,63.9,Matt Beeuwsaert,25,0,0,0.468,0.485,0.4,0.754,7,2.8,1.2,0.2,0,13.9,Lou Campanelli 
22679,virginia,1987,ACC,0.419,66.8,Matt Blundin,17,1,5.2,0.12,0.12,0,0.538,1.6,0.1,0,0.1,0.4,0.8,Terry Holland 
22680,sam-houston-state,1987,Southland,0.5,68.1,Matt Bohan,15,0,3.6,0.231,0.25,0,0,0.3,0.3,0.3,0,0.3,0.4,Gary Moss 
22681,st-johns-ny,1987,Big East,0.586,71.3,Matt Brust,29,0,0,0.503,0.519,0.125,0.816,5.4,2.3,1.2,0.5,0,9.8,Lou Carnesecca 
22682,auburn,1987,SEC,0.633,77.4,Matt Geiger,30,0,19.9,0.513,0.513,0,0.66,4.1,0.8,0.4,0.3,2.1,6.4,Sonny Smith 
22683,northern-illinois,1987,Ind,0.286,77.5,Matt Hardy,19,0,0,0.417,0.417,0,0.571,1.1,0.3,0.1,0.1,0,0.9,Jim Rosborough 
22684,princeton,1987,Ivy,0.654,64.8,Matt Henson,7,0,0,0.75,0.75,0,0,0.1,0.1,0,0,0,0.9,Pete Carril 
22685,wright-state,1987,Ind,0.593,83.2,Matt Horstman,26,0,0,0.465,0.418,0.489,0.794,1.5,0.9,0.5,0,0,10.6,Ralph Underhill 
22686,louisville,1987,Metro,0.686,82.7,Matt Hughes,5,0,0,0,0,0,0,0.6,0.2,0,0,0,0,Denny Crum 
22687,vermont,1987,ECACN,0.111,70.6,Matt Johnson,24,0,0,0.412,0.52,0.298,0.667,1.4,1.3,0.7,0.1,0,4.5,Tom Brennan 
22688,princeton,1987,Ivy,0.654,64.8,Matt Lapin,22,0,0,0.385,0.346,0.462,0.667,1.5,0.6,0.2,0,0,2.1,Pete Carril 
22689,iowa-state,1987,Big 8,0.625,90.2,Matt Margenthaler,1,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Orr 
22690,saint-peters,1987,MAAC,0.69,69.5,Matt McKenna,12,0,4.8,0.333,0.333,0.333,0.667,0.9,0.2,0.3,0,0.5,0.9,Ted Fiore 
22691,colorado-state,1987,WAC,0.629,62.9,Matt Michael,25,0,0,0.423,0.423,0,0.429,1.6,0.5,0.4,0.1,0,1.4,Tiny Grant 
22692,arizona,1987,Pac-10,0.921,85.1,Matt Muehlebach,28,0,0,0.324,0.235,0.4,0.769,0.8,0.5,0.3,0,0,1.5,Lute Olson 
22693,navy,1987,CAA,0.429,66.5,Matt Nordmann,28,0,0,0.52,0.518,1,0.759,5.9,1.6,0.9,0.5,0,11.3,Pete Herrmann 
22694,william-mary,1987,CAA,0.345,71.1,Matt OReilly,29,0,0,0.333,0.318,0.357,0.917,1.6,3,0.9,0,0,2.8,Chuck Swenson 
22695,lafayette,1987,ECC,0.655,70.2,Matt Roberts,29,29,34.7,0.505,0.507,0,0.827,4.7,3.4,1.2,0.4,2,9.8,Butch van Breda Kolff 
22696,syracuse,1987,Big East,0.743,84.7,Matt Roe,35,31,24.3,0.422,0.461,0.407,0.789,2.5,2,0.5,0.1,1,9.2,Jim Boeheim 
22697,creighton,1987,MVC,0.5,72.7,Matt Roggenburk,28,0,0,0.392,0.414,0.38,0.778,2.4,2.5,0.8,0.1,1.8,6.9,Tony Barone 
22698,maine,1987,ECACN,0.464,76,Matt Rossignol,28,0,0,0.411,0.403,0.423,0.856,2.3,3.9,1,0.1,0,11.8,Skip Chappelle 
22699,marist,1987,ECACM,0.667,72,Matt Schoenfeld,9,0,3,0.286,0.4,0,0,0.2,0.6,0,0,0.6,0.4,Dave Magarity 
22700,columbia,1987,Ivy,0.231,64.4,Matt Shannon,26,0,0,0.392,0.366,0.425,0.773,3.3,3.3,1.6,0.2,0,17.4,Wally Halas 
22701,air-force,1987,WAC,0.393,67.1,Matt Sobolewski,27,0,0,0.514,0.514,0,0.615,3,0.6,0.4,0.1,0,2.3,Reggie Minton 
22702,nebraska,1987,Big 8,0.419,71.2,Matt Svehla,4,0,3.8,0,0,0,1,0.8,0,0.8,0,0.5,0.5,Danny Nee 
22703,illinois-state,1987,MVC,0.581,69.7,Matt Taphorn,26,0,24.7,0.508,0.506,0.509,0.82,3.1,2.8,0.8,0.1,2,11.5,Bob Donewald 
22704,hofstra,1987,ECC,0.222,66.2,Matt Tucker,22,0,0,0.438,0.438,0,0.484,2.1,0.2,0.2,0.1,0,2.6,Dick Berg 
22705,yale,1987,Ivy,0.462,69.6,Matt Whitehead,10,0,24.8,0.406,0.423,0.348,0.73,2.5,1.2,0.5,0,2,11.7,Dick Kuchen 
22706,nevada,1987,Big Sky,0.536,81.6,Matt Williams,28,0,0,0.51,0.517,0,0.689,6.2,2.4,1.4,1.3,0,6.9,Len Stevens 
22707,south-florida,1987,Sun Belt,0.214,68,Matt Yobe,26,0,0,0.421,0.444,0,0.318,1.1,3.7,0.5,0,0,1.5,Bobby Paschal 
22708,rider,1987,ECC,0.345,80.8,Matt Zaleski,17,0,6.8,0.359,0.441,0.267,0.5,1.2,0.5,0.3,0.1,0.8,3.3,John Carpenter 
22709,texas-tech,1987,SWC,0.321,65.5,Maurice Artis,26,0,0,0.533,0.533,0,0.5,0.9,0.2,0.1,0.2,0,2.3,Gerald Myers 
22710,centenary-la,1987,A-Sun,0.464,80.5,Maurice Barr,17,0,0,0.319,0.319,0,0.5,2.8,0.1,0.4,0.2,0,2.9,Tommy Canterbury 
22711,marshall,1987,Southern,0.75,83.8,Maurice Bryson,31,0,0,0.564,0.568,0,0.615,3.8,0.8,0.6,0.5,0,6.7,Rick Huckabay 
22712,north-carolina-asheville,1987,Big South,0.464,75.9,Maurice Caldwell,28,0,0,0.483,0.486,0.455,0.697,2.6,3.8,1.5,0.3,0,9.1,Jerry Green 
22713,nevada,1987,Big Sky,0.536,81.6,Maurice Gavin,14,0,0,0.333,0.333,0,0.485,4.6,0.5,0.1,0.1,0,3.1,Len Stevens 
22714,davidson,1987,Southern,0.536,73.9,Maurice Gray,28,0,0,0.418,0.421,0.333,0.673,2.9,1.4,0.4,0.3,0,7.8,Bobby Hussey 
22715,drake,1987,MVC,0.5,73.6,Maurice Hart,2,0,1,0.5,0.5,0,0,1,0,0,0,0,1,Gary Garner 
22716,western-carolina,1987,Southern,0.296,73.2,Maurice Johnson,27,8,17.3,0.448,0.481,0,0.524,1.1,2.5,0.5,0,1.7,2.3,Herb Krusen 
22717,illinois-chicago,1987,Mid-Cont,0.286,68.8,Maurice Nelson,5,1,10.6,0.346,0.4,0.167,0.6,1.4,1.2,0.4,0,1,4.4,Bob Hallberg 
22718,northern-iowa,1987,Mid-Cont,0.357,77.6,Maurice Newby,27,0,0,0.398,0.436,0.32,0.836,1.6,1.7,0.5,0,0,9.4,Eldon Miller 
22719,chicago-state,1987,Ind,0.286,67.7,Maurice Thornton,16,0,38.2,0.443,0.427,0.48,0.564,4.6,3.8,1.6,0.4,3.4,12.1,Tommy Suitts 
22720,south-florida,1987,Sun Belt,0.214,68,Maurice Webster,27,0,0,0.323,0.339,0,0.636,1.1,2.1,0.5,0,0,2.3,Bobby Paschal 
22721,george-washington,1987,A-10,0.464,70.6,Max Blank,28,0,0,0.442,0.444,0,0.73,4.7,4.2,0.4,0.6,0,10,John Kuester 
22722,navy,1987,CAA,0.429,66.5,Mel Davis,27,0,0,0.52,0.531,0,0.62,1.9,3.1,1,0.1,0,3.1,Pete Herrmann 
22723,rider,1987,ECC,0.345,80.8,Mel Edwards,27,26,30,0.445,0.454,0.364,0.765,2.7,3.8,1.1,0.1,2.5,5,John Carpenter 
22724,fairleigh-dickinson,1987,ECACM,0.767,76.7,Mel Hawkins,28,0,0,0.442,0.474,0.2,0.636,0.6,1.4,0.3,0,0,1.6,Tom Green 
22725,virginia,1987,ACC,0.419,66.8,Mel Kennedy,23,23,34,0.467,0.502,0.363,0.789,5.9,0.9,0.4,0.1,1.8,19.2,Terry Holland 
22726,alabama,1987,SEC,0.452,66.3,Melvin Cheatum,31,26,33.7,0.434,0.441,0,0.737,6.3,0.4,0.9,1,2,9.5,Wimp Sanderson 
22727,baylor,1987,SWC,0.676,70.4,Melvin Hunt,31,0,0,0.308,0.28,1,0.75,0.4,0.6,0.2,0,0,0.8,Gene Iba 
22728,purdue,1987,Big Ten,0.879,84.6,Melvin McCants,33,33,27.4,0.573,0.573,0,0.677,5,0.5,0.5,0.5,1.4,14.2,Gene Keady 
22729,minnesota,1987,Big Ten,0.357,72.3,Melvin Newbern,28,17,22.2,0.457,0.461,0.417,0.727,3.7,2.4,1.5,0.3,2.7,10.6,Clem Haskins 
22730,morgan-state,1987,MEAC,0.433,75.9,Melvin Thomas,8,0,6.1,0.6,0.667,0,1,0.9,1.8,0.3,0,0.8,2.4,Nathaniel Frazier 
22731,texas-pan-american,1987,ASC,0.5,66.8,Melvin Thomas,28,0,0,0.498,0.5,0,0.628,6.5,1.3,0.8,1,0,11.4,Kevin Wall 
