team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
central-michigan,1995,MAC,0.231,68.7,"Curtis Gilleylen",25,0,0,0.36,0.375,0,0.667,1.7,0.2,0,0.5,0,1.3,"Leonard Drake "
tennessee-state,1995,OVC,0.536,74.5,"Curtis Jenkins",27,0,0,0.399,0.406,0.372,0.824,2.3,4,1.4,0.1,0,9.4,"Frankie Allen "
north-carolina-state,1995,ACC,0.484,81.2,"Curtis Marshall",31,31,25.7,0.419,0.441,0.405,0.705,2.4,3.5,1.1,0,1.8,7.7,"Les Robinson "
george-mason,1995,CAA,0.407,90.5,"Curtis McCants",27,0,0,0.442,0.491,0.312,0.833,4,8.3,1.3,0,0,22,"Paul Westhead "
eastern-washington,1995,"Big Sky",0.115,65.3,"Curtis Porter",25,0,0,0.404,0.429,0.273,0.768,3.8,1.6,0.5,0.4,0,9,"Steve Aggers "
ohio,1995,MAC,0.533,74,"Curtis Simmons",27,0,0,0.547,0.56,0.182,0.605,7.9,2.8,1.5,1.3,0,16.7,"Larry Hunter "
texas-san-antonio,1995,Southland,0.5,76.8,"Curtis Slater",13,0,0,0.4,0.429,0,0.5,0.3,0.2,0.3,0,0,1.1,"Tim Carter "
virginia,1995,ACC,0.444,69.4,"Curtis Staples",27,27,35.4,0.374,0.5,0.329,0.8,3.6,2.1,0.9,0.1,1.6,14,"Jeff Jones "
tennessee-tech,1995,OVC,0.464,79.3,"Curtis Wiggins",28,0,0,0.653,0.658,0,0.587,2.9,0.5,0.6,0.1,0,7.4,"Frank Harrell "
rhode-island,1995,A-10,0.588,76.4,"Cuttino Mobley",2,0,17.5,0.643,0.571,0.714,0.5,0,2.5,2,0,2,12,"Al Skinner "
west-virginia,1995,"Big East",0.444,79.7,"Cyrus Jones",26,0,0,0.456,0.55,0.353,0.698,3.2,1.8,1,0,0,12.1,"Gale Catlett "
kent-state,1995,MAC,0.519,76,"D.J. Bosse",26,0,0,0.459,0.513,0.402,0.829,4.5,1,0.7,0.3,0,12.3,"Dave Grube "
michigan-state,1995,"Big Ten",0.5,62.1,"Daimon Beathea",32,0,0,0.362,0.379,0.31,0.632,3.1,1,0.4,0.2,0,5.5,"Tom Izzo "
st-bonaventure,1995,A-10,0.357,63.4,"Daks Williams",18,0,0,0.387,0.438,0.333,0.75,1.2,0.7,0.2,0.1,0,2.3,"Jim Baron "
hartford,1995,NAC,0.214,72.9,"Dale Landrith",26,0,0,0.528,0.528,0,0.667,2.2,0.3,0.2,0.6,0,2.3,"Paul Brazeau "
nevada,1995,"Big West",0.552,73.1,"Dallas Spears",28,0,0,0.373,0.38,0,0.623,4.1,1.4,0.9,0.4,0,5.8,"Pat Foster "
florida,1995,SEC,0.429,66.8,"Damen Maddox",20,0,0,0.571,0.571,0,0.167,1,0.1,0.1,0.2,0,0.5,"Lon Kruger "
southern-mississippi,1995,CUSA,0.444,68.4,"Damen Roberts",21,0,0,0.413,0.413,0,0.579,1.5,0,0.2,0.1,0,2.3,"M.K. Turk "
northwestern-state,1995,Southland,0.192,67.7,"Dameon McQuarters",23,0,0,0.444,0.444,0,0.55,1,0,0,0,0,2.2,"J.D. Barnett "
saint-josephs,1995,A-10,0.594,73.6,"Dameon Page",12,0,0,0.417,0.5,0.3,0.75,0.5,0.2,0.2,0,0,2.4,"Phil Martelli "
texas-state,1995,Southland,0.423,61.6,"Dameon Sansom",26,0,0,0.349,0.345,0.357,0.851,2.7,2.9,1.3,0,0,11,"Mike Miller "
florida,1995,SEC,0.429,66.8,"Dametri Hill",28,0,0,0.489,0.512,0.318,0.671,7.8,0.9,1.1,0.8,0,17.6,"Lon Kruger "
wagner,1995,NEC,0.37,73.9,"Damian McClimont",9,0,0,1,0,1,0.6,0.6,0.2,0.2,0,0,1.3,"Tim Capstraw "
west-virginia,1995,"Big East",0.444,79.7,"Damian Owens",27,0,0,0.513,0.552,0.298,0.586,8.3,3.6,1.7,1.2,0,14.6,"Gale Catlett "
nevada-las-vegas,1995,"Big West",0.385,67,"Damian Smith",4,0,0,0.316,0.313,0.318,0,1.3,1.3,1.3,0,0,7.8,"Bill Bayno "
weber-state,1995,"Big Sky",0.667,84.1,"Damien Baskerville",29,0,0,0.477,0.5,0.389,0.761,2.7,1.2,0.9,0.1,0,4.3,"Ron Abegglen "
robert-morris,1995,NEC,0.179,64.7,"Damien Delts",28,0,0,0.381,0.378,1,0.644,5.1,0.4,0.2,0.5,0,7,"Jarrett Durham "
nevada,1995,"Big West",0.552,73.1,"Damien Edwards",29,0,0,0.515,0.539,0.389,0.755,5.2,1.6,0.9,0.2,0,11,"Pat Foster "
tennessee-state,1995,OVC,0.536,74.5,"Damien Hodge",2,0,0,0,0,0,0.5,2,4,3,0,0,1,"Frankie Allen "
cal-poly,1995,AWC,0.552,80.3,"Damien Levesque",29,0,0,0.51,0.516,0,0.478,6.8,0.9,1.1,0.3,0,10.7,"Jeff Schneider "
penn-state,1995,"Big Ten",0.75,74.8,"Damien McKnight",27,0,0,0.418,0.613,0.167,0.5,0.6,1.4,0.3,0.1,0,2.2,"Jerry Dunn "
temple,1995,A-10,0.606,60,"Damien Reid",6,0,0,1,1,0,0,0.2,0,0,0,0,0.7,"John Chaney "
southern-mississippi,1995,CUSA,0.444,68.4,"Damien Smith",23,0,0,0.381,0.409,0.311,0.741,4.4,3.2,1.7,0.1,0,17.3,"M.K. Turk "
texas-southern,1995,SWAC,0.423,78.9,"Damiene Humphrey",24,0,0,0.341,0.377,0.227,0.714,2.2,1.4,0.6,0.4,0,3.8,"Robert Moreland "
louisville,1995,CUSA,0.647,76.5,"Damion Dantzler",34,0,0,0.461,0.569,0.246,0.598,5,1.1,0.6,0.4,0,7.6,"Denny Crum "
holy-cross,1995,Patriot,0.552,77.2,"Damion Ezell",27,0,12.2,0.36,0.467,0.262,0.613,1.4,0.9,0.7,0.3,1.3,4.7,"William Raynor "
rutgers,1995,"Big East",0.333,71.3,"Damion Haskett",12,0,0,0.25,0.28,0,0,1.2,0.4,0.1,0.2,0,1.2,"Bob Wenzel "
cal-state-northridge,1995,AWC,0.259,67.7,"Damion Morbley",11,0,0,0.484,0.47,0.8,0.701,6.3,0.6,0.5,0.1,0,15.4,"Pete Cassidy "
texas-christian,1995,SWC,0.5,84,"Damion Walker",30,0,0,0.503,0.504,0,0.768,8.8,0.8,0.8,1.3,0,20.5,"Billy Tubbs "
ohio,1995,MAC,0.533,74,"Damion Washington",26,0,0,0.339,0.403,0.225,0.792,3.3,0.8,0.5,0,0,4,"Larry Hunter "
alabama,1995,SEC,0.594,72,"Damon Bacote",20,1,8.3,0.294,0.351,0.143,0.55,1.9,0.5,0.4,0.1,0.7,2.2,"David Hobbs "
towson,1995,NAC,0.571,75.1,"Damon Cason",3,0,0,0.333,0.5,0,0,0,0,0,0,0,0.7,"Terry Truax "
alabama-birmingham,1995,CUSA,0.533,69,"Damon Cobb",30,4,16.1,0.307,0.333,0.294,0.75,1.6,1,0.9,0.2,1.2,7.1,"Gene Bartow "
cincinnati,1995,CUSA,0.848,79.6,"Damon Flint",33,30,32.5,0.433,0.53,0.346,0.696,3,3.5,1.4,0.4,1.7,12.8,"Bob Huggins "
miami-oh,1995,MAC,0.724,74.8,"Damon Frierson",29,0,0,0.447,0.45,0.441,0.842,3.4,1.2,1.3,0.1,0,11.1,"Herb Sendek "
holy-cross,1995,Patriot,0.552,77.2,"Damon Hart",29,13,24,0.416,0.416,0,0.547,6.3,0.8,1.4,0.9,1.7,6.4,"William Raynor "
tennessee,1995,SEC,0.483,62.5,"Damon Johnson",28,26,33.4,0.411,0.418,0,0.677,7.2,2.5,1.3,0.3,3.2,9.3,"Kevin ONeill "
texas-arlington,1995,Southland,0.423,71.8,"Damon Johnson",26,0,0,0.544,0.546,0.333,0.539,6.9,0.9,0.4,0.3,0,14.5,"Eddie McCarter "
houston,1995,SWC,0.63,77.1,"Damon Jones",27,0,31.7,0.432,0.586,0.341,0.667,4.1,3.9,1.4,0,3.1,11.9,"Alvin Brooks "
southern-illinois,1995,MVC,0.379,71.8,"Damon Jones",29,0,12.7,0.5,0.495,1,0.452,3.1,0.7,0.7,0.3,1.2,3.9,"Rich Herrin "
louisiana-monroe,1995,Southland,0.533,77.3,"Damon Marceaux",8,0,0,0.667,0.333,0.833,0.5,0.4,0.1,0.1,0,0,2.3,"Mike Vining "
arkansas-state,1995,"Sun Belt",0.333,69.1,"Damon Nicholas",23,6,12.4,0.538,0.538,0,0.385,3.4,0.3,0.4,0.1,1.4,3.9,"Dickey Nutt "
tennessee-state,1995,OVC,0.536,74.5,"Damon Page",26,0,0,0.364,0.416,0.231,0.735,2.8,1.6,0.8,0.4,0,5.7,"Frankie Allen "
hampton,1995,MEAC,0.346,74.5,"Damon Pigrom",25,0,0,0.432,0.432,0,0.595,2.3,0.2,0.3,0.1,0,2.3,"Byron Samuels "
texas-tech,1995,SWC,0.938,82.2,"DaMon Roberts",22,0,6.6,0.548,0.548,0,0.556,1.5,0.3,0.3,0.1,0.4,1.8,"James Dickey "
rutgers,1995,"Big East",0.333,71.3,"Damon Santiago",27,0,0,0.421,0.41,0.438,0.723,3.5,3,0.9,0.1,0,17.2,"Bob Wenzel "
northeastern,1995,NAC,0.143,65.1,"Damon Singletary",28,0,0,0.363,0.4,0.263,0.638,4.1,2.1,0.9,0.1,0,9.3,"Dave Leitao "
ohio-state,1995,"Big Ten",0.37,67,"Damon Stringer",27,0,0,0.354,0.376,0.318,0.742,2.5,4.6,1.5,0,0,11.3,"Randy Ayers "
virginia-tech,1995,A-10,0.793,70.2,"Damon Watlington",29,0,0,0.445,0.429,0.465,0.815,2.4,2.6,0.7,0.5,0,12.8,"Bill C. Foster "
baylor,1995,SWC,0.333,74.4,"Damond Mannon",27,27,31.5,0.398,0.385,0.421,0.551,4,3.6,1.1,0.1,3,12.6,"Harry Miller "
east-carolina,1995,CAA,0.607,69,"Damond Van Weedhuizen",24,0,0,0.296,0.364,0.25,0.545,0.6,1.1,0.5,0,0,1.1,"Joe Dooley "
memphis,1995,CUSA,0.733,73.5,"Damonn Fuller",8,0,0,0,0,0,0.333,0.4,0,0,0,0,0.3,"Larry Finch "
cal-poly,1995,AWC,0.552,80.3,"DaMonn Sanders",29,0,0,0.373,0.403,0.182,0.591,3.4,1.4,1,0.2,0,5.2,"Jeff Schneider "
south-carolina,1995,SEC,0.613,78.3,"Damous Anderson",5,0,0,0.333,0.5,0,0.5,0.6,0.6,0.2,0,0,1,"Eddie Fogler "
robert-morris,1995,NEC,0.179,64.7,"Dan Alcorn",28,0,0,0.372,0.396,0.36,0.821,1.3,1,0.3,0,0,5.9,"Jarrett Durham "
bucknell,1995,Patriot,0.607,70.8,"Dan Ash",6,0,0,1,1,0,0,0,0.2,0,0,0,0.3,"Pat Flannery "
california-irvine,1995,"Big West",0.556,75,"Dan Augulis",27,0,0,0.475,0.475,0,0.409,2.1,0.2,0.2,0.5,0,1.7,"Rod Baker "
saint-francis-pa,1995,NEC,0.481,65.7,"Dan DiSabato",13,0,0,0.294,0.375,0.222,0.5,0,0,0,0,0,1.1,"Tom McConnell "
butler,1995,"MW Coll",0.704,71.2,"Dan Dudukovich",25,0,0,0.476,0.529,0.25,0.368,0.8,0.8,0.2,0.1,0,1.1,"Barry Collier "
penn-state,1995,"Big Ten",0.75,74.8,"Dan Earl",28,0,0,0.476,0.548,0.417,0.681,2.6,5.4,1.9,0.1,0,11.7,"Jerry Dunn "
brown,1995,Ivy,0.385,62.8,"Dan Forbes",4,0,0,0,0,0,0,0,0,0,0,0,0,"Frank Dobbs "
lehigh,1995,Patriot,0.148,68,"Dan Handerhan",24,0,0,0.435,0.446,0.333,0.619,1.4,0.3,0.2,0.1,0,3.4,"Dave Duke "
seton-hall,1995,"Big East",0.429,73.4,"Dan Hurley",26,0,0,0.391,0.484,0.283,0.769,2.7,5.2,2.3,0.1,0,14.3,"George Blaney "
drake,1995,MVC,0.444,69.5,"Dan Knuckey",27,0,0,0.5,0.568,0.25,0.422,3,4.1,2.4,0.3,0,5.7,"Rudy Washington "
northwestern,1995,"Big Ten",0.259,64,"Dan Kreft",24,2,11,0.435,0.435,0,0.576,2.2,0.1,0.1,0.6,0.8,2.5,"Ricky Byrdsong "
illinois-state,1995,MVC,0.647,71.8,"Dan Muller",34,0,0,0.427,0.518,0.352,0.75,5.7,2.1,1,0.5,0,11.1,"Kevin Stallings "
campbell,1995,A-Sun,0.607,65.7,"Dan Pogue",23,0,0,0.288,0.327,0,0.522,2.8,8,2,0.5,0,2,"Billy Lee "
central-michigan,1995,MAC,0.231,68.7,"Dan Schell",8,0,0,0,0,0,0,0.5,0.1,0,0,0,0,"Leonard Drake "
wagner,1995,NEC,0.37,73.9,"Dan Seigle",27,0,0,0.41,0.431,0.37,0.764,5,1.1,0.9,0.6,0,14.9,"Tim Capstraw "
montana-state,1995,"Big Sky",0.7,80.8,"Dan Sullivan",30,0,0,0.447,0.517,0.404,0.813,1.4,0.8,0.3,0.1,0,3.3,"Mick Durham "
cornell,1995,Ivy,0.385,64.4,"Dan Wendt",21,0,0,0.384,0.377,0.396,0.778,4.2,1.6,1,0.5,0,6.5,"Al Walker "
florida,1995,SEC,0.429,66.8,"Dan Williams",28,0,0,0.383,0.333,0.424,0.818,1.3,1,0.5,0,0,2.5,"Lon Kruger "
massachusetts,1995,A-10,0.946,74.8,"Dana Dingle",37,37,32.5,0.465,0.468,0.333,0.608,7.4,1.5,1,0,1.8,10.1,"John Calipari "
lafayette,1995,Patriot,0.259,67.9,"Dana Doran",27,0,0,0.538,0.568,0,0.531,3.4,0.5,0.3,0.3,0,2.2,"Fran OHanlon "
penn-state,1995,"Big Ten",0.75,74.8,"Dana Fritz",1,0,0,0,0,0,0,0,0,0,0,0,0,"Jerry Dunn "
delaware-state,1995,MEAC,0.393,70.7,"Dana McCullough",22,0,0,0.39,0.435,0.339,0.545,1.5,0.6,0.5,0,0,5.3,"Fred Goodman "
southern,1995,SWAC,0.607,90,"Danan Tasby",19,0,0,0.467,0.467,0,0.5,2.9,0.4,0.5,0.2,0,4.2,"Ben Jobe "
california-santa-barbara,1995,"Big West",0.423,69.7,"Danee Prince",26,0,0,0.381,0.394,0.378,0.759,1.5,1.5,0.3,0,0,8.1,"Jerry Pimm "
yale,1995,Ivy,0.308,61.5,"Daniel Okonkwo",26,0,0,0.455,0.459,0.385,0.73,8.2,1.5,1.9,0.2,0,10.6,"Dick Kuchen "
furman,1995,Southern,0.37,73.5,"Daniel Quigley",27,0,0,0.433,0.467,0.373,0.833,3.9,0.2,0.4,0.3,0,5.8,"Joey Cantafio "
new-mexico,1995,WAC,0.848,77.8,"Daniel Santiago",33,0,6.8,0.706,0.706,0,0.729,1.5,0.1,0.1,0.5,0,3.2,"Dave Bliss "
tulane,1995,CUSA,0.688,77.4,"Daniel Smith",0,0,0,0.25,0.4,0,0.75,0,0,0,0,0,0,"Perry Clark "
nevada,1995,"Big West",0.552,73.1,"Daniel Watts",29,0,0,0.656,0.656,0,0.703,8.1,0.9,0.9,1.6,0,14.2,"Pat Foster "
missouri,1995,"Big 8",0.545,77.7,"Danny Allouche",27,0,0,0.355,0.393,0.297,0.813,1.8,0.8,0.4,0,0,4.3,"Norm Stewart "
marist,1995,NEC,0.759,72.2,"Danny Basile",29,0,0,0.368,0.447,0.313,0.847,3,3.1,1.2,0.1,0,16,"Dave Magarity "
california-irvine,1995,"Big West",0.556,75,"Danny Fernandez",23,0,0,0.353,0.308,0.381,0.5,0.5,0.1,0.2,0,0,1.5,"Rod Baker "
cincinnati,1995,CUSA,0.848,79.6,"Danny Fortson",33,33,27.5,0.538,0.539,0,0.753,9.6,1.4,1.2,0.4,2.5,20.1,"Bob Huggins "
hawaii,1995,WAC,0.357,76.8,"Danny Furlong",26,0,0,0.526,0.526,0,0.621,4,0.5,0.6,0.3,0,4.5,"Riley Wallace "
clemson,1995,ACC,0.621,68,"Danny Johnson",16,0,8.1,0.543,0.565,0.5,0.778,1.5,0.3,0.1,0.3,0.4,3.2,"Rick Barnes "
st-francis-ny,1995,NEC,0.333,66.9,"Danny Manning",27,0,0,0.544,0.549,0,0.629,7,1,1.1,1.1,0,10.7,"Ron Ganulin "
montana-state,1995,"Big Sky",0.7,80.8,"Danny Sprinkle",29,0,0,0.482,0.535,0.437,0.792,1.6,1.3,0.7,0,0,9.8,"Mick Durham "
north-carolina-state,1995,ACC,0.484,81.2,"Danny Strong",31,31,25.5,0.435,0.488,0.386,0.741,4.7,1,1.2,0.3,1,13.1,"Les Robinson "
north-carolina,1995,ACC,0.656,77.6,"Dante Calabria",32,32,35.1,0.425,0.472,0.395,0.709,4.3,4.2,1,0,2.2,12.7,"Dean Smith "
boston-college,1995,"Big East",0.633,78.2,"Danya Abrams",30,0,0,0.471,0.483,0.321,0.705,9.6,1.5,1.3,0.7,0,19.6,"Jim OBrien "
missouri-kansas-city,1995,Mid-Cont,0.444,69.9,"Darecko Rawlins",27,0,0,0.455,0.502,0.226,0.724,8.9,1.7,1.6,1.3,0,15.5,"Lee Hunt "
louisiana-lafayette,1995,"Sun Belt",0.571,75.5,"Darell Chapper",2,0,0,0.5,0.5,0,0,1.5,0,0,0,0,1,"Marty Fletcher "
toledo,1995,MAC,0.563,73.6,"Darell Sizemore",24,0,0,0.522,0.522,0,0.5,0.7,0.2,0.1,0,0,1.1,"Larry Gipson "
northern-iowa,1995,MVC,0.519,77.1,"Darian DeVries",27,0,0,0.436,0.486,0.39,0.865,3.1,1.7,1.4,0,0,9.6,"Eldon Miller "
evansville,1995,MVC,0.481,72,"Darick Loving",11,0,0,0.4,0.389,0.444,0.533,2.2,0.7,0.3,0.1,0,4.4,"Jim Crews "
george-washington,1995,A-10,0.724,78,"Darin Green",29,0,0,0.432,0.457,0.364,0.735,2.2,0.9,0.6,0.2,0,5,"Mike Jarvis "
wichita-state,1995,MVC,0.276,61,"Darin Miller",29,0,0,0.496,0.505,0.433,0.792,4.7,0.7,0.4,0.1,0,9.7,"Scott Thompson "
texas-am,1995,SWC,0.407,67.2,"Dario Quesada",27,0,0,0.435,0.456,0.34,0.855,5.9,1.8,1,0.2,0,11,"Tony Barone "
texas-state,1995,Southland,0.423,61.6,"Darius Buggs",25,0,0,0.465,0.54,0.171,0.544,4.8,2.3,1.2,0.2,0,8.9,"Mike Miller "
hofstra,1995,NAC,0.333,68.3,"Darius Burton",27,0,0,0.43,0.439,0.273,0.727,3.3,6.3,2.6,0,0,10.4,"Jay Wright "
san-diego-state,1995,WAC,0.517,75.9,"Darius Rutledge",29,0,0,0.377,0.367,0.5,0.7,3.7,0.4,1.1,0.1,0,5.6,"Fred Trenkle "
north-carolina-at,1995,MEAC,0.37,66.6,"Darius Stinson",8,0,0,0.235,0.222,0.25,0.571,0.8,0.3,0.3,0.3,0,1.8,"Roy Thomas "
rutgers,1995,"Big East",0.333,71.3,"Darko Matijasevic",5,0,0,0.1,0.125,0,0,0.6,0,0.2,0,0,0.4,"Bob Wenzel "
cincinnati,1995,CUSA,0.848,79.6,"Darnell Burton",31,0,26.4,0.443,0.496,0.414,0.671,2.6,1.9,1.4,0.1,1.2,14,"Bob Huggins "
dayton,1995,A-10,0.517,70.5,"Darnell Hahn",29,0,0,0.354,0.438,0.27,0.644,2.4,2.1,0.4,0.2,0,9.3,"Oliver Purnell "
wisconsin,1995,"Big Ten",0.531,66.1,"Darnell Hoskins",9,0,0,0.456,0.567,0.333,0.774,2,3.9,1.7,0,0,9.4,"Dick Bennett "
fresno-state,1995,WAC,0.667,80.4,"Darnell McColloch",33,0,0,0.58,0.641,0.071,0.591,6.9,1,0.9,0.6,0,11.3,"Jerry Tarkanian "
arkansas,1995,SEC,0.606,77.6,"Darnell Robinson",20,16,25,0.457,0.473,0.318,0.532,7,0.9,0.8,1.4,2.4,12.7,"Nolan Richardson "
xavier,1995,A-10,0.464,75.4,"Darnell Williams",28,0,0,0.508,0.53,0.4,0.713,4.3,0.9,0.8,0.5,0,12.3,"Skip Prosser "
northwestern,1995,"Big Ten",0.259,64,"Darreion Dean",1,0,1,0,0,0,0,0,0,0,0,4,0,"Ricky Byrdsong "
canisius,1995,MAAC,0.633,65.8,"Darrell Barley",24,0,0,0.512,0.535,0.404,0.681,7.6,2.4,1.7,0.3,0,20.3,"John Beilein "
southern,1995,SWAC,0.607,90,"Darrell Barlow",24,0,0,0.727,0.727,0,0.405,3.6,0.7,0.6,0.4,0,4,"Ben Jobe "
sam-houston-state,1995,Southland,0.407,73.2,"Darrell Rogan",21,0,0,0.378,0.355,0.5,0.583,3.3,1.7,0.5,0.1,0,2.1,"Jerry Hopkins "
stanford,1995,Pac-10,0.69,75.2,"Darren Allaway",29,0,0,0.529,0.529,0,0.704,5,0.4,0.4,0.5,0,5,"Mike Montgomery "
murray-state,1995,OVC,0.655,80.2,"Darren Dawson",29,0,0,0.31,0.457,0.279,0.852,2.6,1,0.6,0.2,0,6.7,"Mark Gottfried "
fordham,1995,A-10,0.148,60.3,"Darren Deschryver",27,0,0,0.489,0.497,0,0.703,5.4,1.1,0.3,0.8,0,8.9,"Nick Macarchuk "
san-jose-state,1995,"Big West",0.433,72,"Darren Greene",30,0,0,0.526,0.588,0.211,0.545,3.9,1.2,0.4,0.2,0,5,"Stan Morrison "
liberty,1995,"Big South",0.586,68.3,"Darren Hall",8,0,0,0.3,0.222,1,1,1.9,0.4,0,0,0,1.1,"Jeff Meyer "
princeton,1995,Ivy,0.759,59.1,"Darren Hite",9,0,0,0.444,0.5,0,1,0.3,0.1,0,0.2,0,1.1,"Pete Carril "
james-madison,1995,CAA,0.333,68.4,"Darren McLinton",30,0,0,0.425,0.44,0.415,0.857,2.2,2.9,1.7,0.1,0,22.7,"Lefty Driesell "
north-carolina-wilmington,1995,CAA,0.448,57.4,"Darren Moore",28,0,0,0.441,0.473,0.34,0.707,6.1,0.9,0.4,0.3,0,9.7,"Jerry Wainwright "
harvard,1995,Ivy,0.577,68,"Darren Rankin",24,0,0,0.288,0.341,0.167,0.727,1.3,0.3,0.3,0.2,0,1.9,"Frank Sullivan "
texas-san-antonio,1995,Southland,0.5,76.8,"Darren Webber",23,0,0,0.449,0.508,0.292,0.741,3.3,0.7,0.3,0,0,4.7,"Tim Carter "
alabama-state,1995,SWAC,0.333,73.9,"Darrick McGriff",26,0,31.7,0.415,0.457,0.363,0.779,4.2,2.7,2.3,0.2,2,18.7,"John L. Williams "
delaware,1995,NAC,0.556,74.2,"Darrin Anderson",14,0,0,0.6,0.6,0,0.6,1.1,0.1,0.1,0,0,1.9,"Mike Brey "
fresno-state,1995,WAC,0.667,80.4,"Darrnaryl Stamps",31,0,0,0.45,0.5,0,0.484,2.6,0.7,0.7,0.6,0,2.2,"Jerry Tarkanian "
northwestern-state,1995,Southland,0.192,67.7,"Darron Garner",11,0,0,0.091,0.091,0,0.75,0.8,0.1,0,0,0,0.5,"J.D. Barnett "
american,1995,CAA,0.444,74.8,"Darry Franklin",27,0,0,0.393,0.463,0.268,0.792,3.3,4.5,1.7,0.1,0,15.4,"Chris Knoche "
iowa,1995,"Big Ten",0.719,79.6,"Darryl Moore",3,0,0,0.364,0.4,0,0.667,1,0.3,0,0.3,0,3.3,"Tom Davis "
virginia,1995,ACC,0.444,69.4,"Darryl Presley",10,0,4.7,0.154,0.167,0,0.5,1.7,0.2,0,0.1,0.5,0.6,"Jeff Jones "
mississippi-state,1995,SEC,0.765,73.1,"Darryl Wilson",34,0,0,0.446,0.5,0.409,0.796,4.2,2.8,1.5,0.2,0,18,"Richard Williams "
texas-tech,1995,SWC,0.938,82.2,"Darvin Ham",32,32,23.5,0.581,0.584,0,0.442,5.7,1,0.6,0.3,1.7,9.1,"James Dickey "
southern-utah,1995,AWC,0.536,74.6,"Daryl Christopher",26,0,0,0.426,0.504,0.35,0.778,1.9,2.2,1,0,0,12.5,"Bill Evans "
richmond,1995,CAA,0.286,68.8,"Daryl Oliver",12,0,0,0.357,0.404,0.304,0.891,3.1,2.3,1.6,0.2,0,10.4,"Bill Dooley "
southern-illinois,1995,MVC,0.379,71.8,"Dashonn Ford",28,0,7,0.182,0.125,0.333,0.438,0.9,1,0.5,0,0.5,0.6,"Rich Herrin "
monmouth,1995,NEC,0.667,68.8,"Dave Boff",8,0,0,0.167,0.25,0,0.5,0.3,0.3,0,0,0,0.4,"Wayne Szoke "
charleston-southern,1995,"Big South",0.536,73,"Dave Bradley",7,0,0,0.667,0.667,0,0.5,2,0.4,0,0.6,0,3,"Gary Edwards "
georgia-southern,1995,Southern,0.115,56.5,"Dave Coradini",24,0,0,0.45,0.45,0,0.609,3,0.8,0.3,0,0,2.8,"Gregg Polinsky "
lafayette,1995,Patriot,0.259,67.9,"Dave Klaus",9,0,0,0.444,0.571,0,0.667,1.3,0.1,0.1,0.1,0,1.3,"Fran OHanlon "
long-island-university,1995,NEC,0.321,77.1,"Dave Masciale",28,0,0,0.385,0.446,0.31,0.784,5.1,5.1,2.4,0.1,0,17.1,"Ray Haskins "
american,1995,CAA,0.444,74.8,"Dave Small",27,5,18.2,0.455,0.459,0,0.757,3.7,0.3,0.6,0.2,1,5.7,"Chris Knoche "
bucknell,1995,Patriot,0.607,70.8,"Dave Steigerwald",28,0,0,0.436,0.563,0.381,0.696,3.3,1,0.4,0.3,0,10,"Pat Flannery "
rider,1995,NEC,0.633,74.6,"Dave Wahl",3,0,0,0.4,0.333,0.5,0.5,2,0,0,0.7,0,2,"Kevin Bannon "
south-florida,1995,CUSA,0.429,65.4,"David Adler",25,0,0,0.328,0.455,0.262,0.571,1.4,0.9,0.4,0.1,0,2.4,"Bobby Paschal "
canisius,1995,MAAC,0.633,65.8,"David Allen",3,0,0,0.667,1,0,0,0,0.3,0,0,0,1.3,"John Beilein "
rhode-island,1995,A-10,0.588,76.4,"David Arigbabu",34,0,0,0.444,0.451,0,0.582,3.7,0.6,0.4,0.4,0,5.3,"Al Skinner "
siena,1995,MAAC,0.185,62.3,"David Attewell",27,0,0,0.398,0.402,0,0.629,3,0.5,0.4,0.6,0,3.4,"Bob Beyer "
south-alabama,1995,"Sun Belt",0.444,57.3,"David Augustine",21,0,0,0.359,0.4,0.333,0.813,1.1,0.9,0.6,0,0,3.4,"Bill Musselman "
prairie-view,1995,SWAC,0.148,82,"David Beck",27,0,0,0.355,0.365,0,0.714,2,0.2,0.4,0.1,0,2.4,"Elwood Plummer "
louisiana-state,1995,SEC,0.414,78.1,"David Bosley",23,0,0,0.422,0.56,0.25,0.64,1.2,1.4,0.2,0,0,2.6,"Dale Brown "
wisconsin,1995,"Big Ten",0.531,66.1,"David Burkemper",3,0,0,0,0,0,0,0,0,0,0,0,0,"Dick Bennett "
davidson,1995,Southern,0.833,84.3,"David Burns",19,0,0,0.372,0.286,0.455,0.714,0.7,0.1,0.2,0,0,2.5,"Bob McKillop "
st-bonaventure,1995,A-10,0.357,63.4,"David Capers",6,0,0,0.385,0.409,0.25,0.75,3.5,0.5,0.5,0.3,0,4,"Jim Baron "
grambling,1995,SWAC,0.429,75.1,"David Colley",27,0,0,0.625,0.625,0,0.778,2.4,0.1,0.2,0.2,0,2.7,"Larry Reynolds "
vermont,1995,NAC,0.444,74.5,"David Conlon",27,0,0,0.483,0.5,0,0.629,2.3,0.6,0.6,0.1,0,2.9,"Tom Brennan "
william-mary,1995,CAA,0.385,74,"David Cully",25,0,0,0.518,0.521,0,0.619,9.8,1.2,0.3,3.4,0,11.5,"Charles Woollum "
north-carolina-asheville,1995,"Big South",0.643,72.7,"David de Haan",0,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0,"Randy Wiel "
