team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
southern-utah,1999,Mid-Cont,0.552,72.8,"Aaron Miles",19,0,0,0.333,0.3,0.5,0.5,0.4,0.1,0.2,0,0,0.5,"Bill Evans "
memphis,1999,CUSA,0.484,73.2,"Aaron Mulvagh",22,0,0,0.39,0.467,0.346,0.706,1.4,0.7,0.4,0.1,0,2.4,"Johnny Jones "
eastern-washington,1999,"Big Sky",0.556,74.1,"Aaron Olson",26,0,0,0.467,0.506,0.44,0.786,2.5,2.1,0.5,0.1,0,10.3,"Steve Aggers "
murray-state,1999,OVC,0.719,79.4,"Aaron Page",32,0,0,0.345,0.373,0.33,0.778,2.5,0.9,0.7,0.1,0,4.6,"Tevester Anderson "
stephen-f-austin,1999,Southland,0.222,67.9,"Aaron Radl",27,0,0,0.421,0.494,0.385,0.712,2.7,2.4,1,0,0,11.3,"Derek Allister "
montana-state,1999,"Big Sky",0.414,76.7,"Aaron Rich",29,0,0,0.503,0.542,0.333,0.824,5.9,2.6,1.1,0.6,0,9,"Mick Durham "
north-carolina-at,1999,MEAC,0.483,75.4,"Aaron Taylor",7,0,0,0.435,0.5,0.364,0.5,1.7,0.6,0,0,0,4.3,"Curtis Hunter "
drake,1999,MVC,0.379,62.2,"Aaron Thomas",28,0,0,0.351,0.375,0.333,0.688,2.5,1.6,0.7,0,0,3.3,"Kurt Kanaskie "
valparaiso,1999,Mid-Cont,0.594,66.5,"Aaron Thomason",27,0,0,0.429,0.429,0,0.5,1.4,0.2,0.1,0,0,1.3,"Homer Drew "
virginia-military-institute,1999,Southern,0.207,71.2,"Aaron Trombley",28,0,0,0.311,0.237,0.365,0.75,1.9,0.3,0.4,0,0,3.1,"Bart Bellairs "
xavier,1999,A-10,0.636,75.2,"Aaron Turner",25,0,0,0.522,0.522,0,0.605,5.4,1,0.6,0.4,0,4.7,"Skip Prosser "
bradley,1999,MVC,0.467,65.6,"Aba Koita",30,18,19,0.557,0.557,0,0.571,4,0.4,0.3,0.5,0.9,5.2,"Jim Molinari "
indiana-state,1999,MVC,0.688,66.8,"Abasi Thompson",32,0,0,0.401,0.421,0.28,0.582,3.6,0.8,0.8,0.4,0,6.1,"Royce Waltman "
florida-am,1999,MEAC,0.29,64.5,"Abdelkhadre Cisse",31,0,0,0.378,0.393,0.2,0.509,2.8,0.4,0.4,0.5,0,4,"Mickey Clayton "
hofstra,1999,AEC,0.774,74.4,"Abdou Sylla",20,0,0,0.568,0.568,0,0.5,4.3,0.5,0.8,0.1,0,3.1,"Jay Wright "
providence,1999,"Big East",0.367,64.2,"Abdul Mills",30,0,22.2,0.345,0.374,0.3,0.672,2.5,2.2,1.2,0.1,0,7.7,"Tim Welsh "
southern-california,1999,Pac-10,0.533,78.1,"Abdullah Elmagbari",10,0,0,0,0,0,0,0.2,0,0.1,0,0,0,"Henry Bibby "
boise-state,1999,"Big West",0.444,62.2,"Abe Jackson",27,0,0,0.41,0.472,0.36,0.833,4.4,0.8,1.1,0.1,0,16.2,"Rod Jensen "
auburn,1999,SEC,0.706,71.3,"Abe Smith",11,1,2.8,0.278,0.222,0.333,0.75,1.1,0.2,0.3,0.1,0.3,1.5,"Cliff Ellis "
southern-illinois,1999,MVC,0.606,71.1,"Abel Schrader",33,5,21.6,0.414,0.423,0.4,0.763,3.5,1.7,0.8,0.2,2.2,8,"Bruce Weber "
north-carolina-at,1999,MEAC,0.483,75.4,"Abraham Traore",9,0,0,0,0,0,0.5,0.7,0,0.1,0,0,0.2,"Curtis Hunter "
clemson,1999,ACC,0.333,64.4,"Adam Allenspach",29,0,0,0.457,0.47,0,0.74,7.1,0.7,0.4,0.4,0,11.4,"Larry Shyatt "
michigan-state,1999,"Big Ten",0.821,74.1,"Adam Ballinger",37,0,0,0.644,0.644,0,0.789,1.7,0.3,0.2,0.4,0,2,"Tom Izzo "
william-mary,1999,CAA,0.393,68.6,"Adam Duggins",28,0,0,0.471,0.474,0,0.667,5.5,0.9,0.3,1.9,0,8.1,"Charles Woollum "
north-carolina-asheville,1999,"Big South",0.367,69.1,"Adam Earnhardt",30,0,0,0.541,0.541,0,0.774,6,1,0.5,1.9,0,8.2,"Eddie Biedenbach "
campbell,1999,A-Sun,0.429,62.9,"Adam Fellers",28,0,0,0.412,0.439,0.4,0.867,2.7,1.9,1,0,0,15.7,"Billy Lee "
army,1999,Patriot,0.179,52.9,"Adam Glosier",28,0,0,0.37,0.37,0,0.479,6.4,0.6,1.5,0.5,0,4.7,"Pat Harris "
virginia,1999,ACC,0.613,81.5,"Adam Hall",30,0,0,0.509,0.612,0.321,0.511,4.8,1.4,1.6,0.2,0,10.1,"Pete Gillen "
eastern-michigan,1999,MAC,0.536,71.9,"Adam Hess",26,0,0,0.404,0.458,0.337,0.778,4,1.6,0.7,0.2,0,9.5,"Milton Barnes "
ohio,1999,MAC,0.606,72.3,"Adam Howell",24,0,0,0.286,0.125,0.35,0.5,0.3,0.3,0.1,0,0,1,"Larry Hunter "
loyola-md,1999,MAAC,0.25,65.5,"Adam Irish",2,0,0,0,0,0,0,0,0,0,0,0,0,"Dino Gaudio "
northern-arizona,1999,"Big Sky",0.645,73.5,"Adam Lopez",31,0,0,0.399,0.468,0.357,0.838,2.7,3.9,1,0,0,8.8,"Mike Adras "
oregon-state,1999,Pac-10,0.448,69.1,"Adam Masten",26,0,0,0.382,0.513,0.302,0.618,2.1,1.8,1.1,0.2,0,4.5,"Eddie Payne "
idaho,1999,"Big West",0.414,68.9,"Adam Miller",29,0,0,0.326,0.267,0.357,0.7,0.5,1.3,0.3,0,0,1.6,"David Farrar "
northwestern,1999,"Big Ten",0.167,51.5,"Adam Robinson",16,0,7.1,0.474,0.5,0,0,1.1,0.3,0.3,0.2,0.5,1.1,"Kevin ONeill "
rice,1999,WAC,0.185,57.6,"Adam Robinson",19,0,0,0.174,0.333,0.118,0.714,0.7,0.2,0.2,0.1,0,0.8,"Willis Wilson "
evansville,1999,MVC,0.6,69,"Adam Seitz",30,0,0,0.513,0.525,0.419,0.752,4.3,2.2,1.5,0.2,0,13.8,"Jim Crews "
utah,1999,MWC,0.719,70.4,"Adam Sharp",28,0,0,0.519,0.588,0.4,0.444,0.8,0.8,0.4,0.1,0,1.3,"Rick Majerus "
california-irvine,1999,"Big West",0.5,67,"Adam Stetson",15,0,0,0.289,0.333,0.269,0.444,1.5,0.6,0.1,0.1,0,2.2,"Pat Douglass "
virginia-military-institute,1999,Southern,0.207,71.2,"Adam Trombley",29,0,0,0.41,0.474,0.24,0.66,4,0.6,0.4,0.2,0,6.7,"Bart Bellairs "
purdue,1999,"Big Ten",0.706,73.7,"Adam Wetzel",25,0,5.1,0.536,0.536,0,0.5,1.5,0.1,0.1,0.3,0.8,1.5,"Gene Keady "
northern-iowa,1999,MVC,0.483,62,"Adam Wilde",2,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Weaver "
california-santa-barbara,1999,"Big West",0.5,66.8,"Adama NDiaye",28,0,0,0.497,0.5,0,0.673,7.5,0.7,0.5,1.7,0,9.3,"Bob Williams "
southern,1999,SWAC,0.621,74.6,"Adarrial Smylie",28,0,0,0.485,0.503,0.19,0.739,7,1.4,1.7,1.5,0,18.2,"Tommy Green "
tennessee-tech,1999,OVC,0.571,81.4,"Adonis Hart",17,0,0,0.612,0.612,0,0.8,4.6,0.4,0.2,0.4,0,5.9,"Jeff Lebo "
arkansas-little-rock,1999,"Sun Belt",0.143,67.3,"Adrian Brown",23,17,17.3,0.351,0.361,0.333,0.625,1.3,1.1,0.3,0,1.2,2.3,"Sidney Moncrief "
milwaukee,1999,"MW Coll",0.517,70.7,"Adrian Coffey",28,0,0,0.319,0.412,0.077,0.515,2.9,1,0.3,0,0,1.7,"Bo Ryan "
florida-state,1999,ACC,0.414,64.6,"Adrian Crawford",15,0,0,0.319,0.372,0.271,0.615,1.4,0.9,0.2,0.1,0,5.3,"Steve Robinson "
northwestern-state,1999,Southland,0.567,66.3,"Adrian Hill",7,0,0,0,0,0,1,0.1,0.3,0.3,0,0,0.3,"Mike McConathy "
mcneese-state,1999,Southland,0.222,65.6,"Adrian Johnson",5,0,0,0.289,0.333,0.167,0.8,2.4,1.4,1,0.4,0,8,"Ron Everhart "
georgia,1999,SEC,0.333,71.6,"Adrian Jones",30,0,0,0.413,0.459,0.342,0.651,4.4,2.7,0.6,0.6,0,7.8,"Jim Harrick "
nevada,1999,"Big West",0.31,64.6,"Adrian McCullough",29,0,0,0.336,0.375,0.273,0.808,3.6,3.9,1.3,0,0,12.3,"Trent Johnson "
east-tennessee-state,1999,Southern,0.483,69.1,"Adrian Meeks",29,0,0,0.547,0.547,0,0.536,6.9,1,1,0.4,0,8.9,"Ed DeChellis "
maryland-eastern-shore,1999,MEAC,0.414,66.2,"Adrian Pryce",27,0,0,0.347,0.31,0.375,0.72,1.1,1,0.4,0,0,4,"Lonnie Williams "
winthrop,1999,"Big South",0.7,73.1,"Adrian Stockman",30,0,0,0.306,0.267,0.333,0.743,1.7,2,0.9,0,0,3.9,"Gregg Marshall "
florida,1999,SEC,0.784,83.8,"Adriel Davis",4,0,0,0.667,0.667,0,0,0.5,0,0,0.5,0,1,"Billy Donovan "
manhattan,1999,MAAC,0.444,77,"Aeneas Middleton",20,0,0,0.474,0.48,0.462,0.25,1.6,0.2,0.4,0.1,0,2.2,"Bobby Gonzalez "
quinnipiac,1999,NEC,0.643,73.5,"Ahmad Allahgholi",15,0,0,0.333,0.25,0.417,0.8,0.6,0.3,0.1,0.3,0,1.7,"Joe DeSantis "
george-mason,1999,CAA,0.633,71.1,"Ahmad Dorsett",28,0,0,0.411,0.49,0.387,0.846,2.7,1.4,0.8,0.3,0,9.9,"Jim Larranaga "
cal-state-fullerton,1999,"Big West",0.296,71.9,"Ahmad Shurdim",12,0,0,0.545,0.6,0,0.636,1.2,0.5,0.2,0.2,0,1.6,"Bob Hawking "
princeton,1999,Ivy,0.633,61.7,"Ahmed El-Nokali",30,0,0,0.445,0.565,0.349,0.703,2.3,2.2,1.1,0.1,0,6.5,"Bill Carmody "
cornell,1999,Ivy,0.37,65.3,"Aj Mcguire",0,0,0,0,0,0,0,0,0,0,0,0,0,"Scott Thompson "
connecticut,1999,"Big East",0.714,74.6,"Ajou Deng",35,0,0,0.48,0.52,0.261,0.476,3.5,0.8,0.2,1.3,0,4.5,"Jim Calhoun "
south-alabama,1999,"Sun Belt",0.667,69.4,"Akbar Stepford",16,0,0,0.333,0.31,0.364,0,1.3,0.8,0.3,0.1,0,2.6,"Bob Weltlich "
colorado-state,1999,MWC,0.6,70.2,"Aki Palmer",30,0,0,0.477,0.25,0.49,0.747,1.8,2.6,1,0,0,9,"Ritchie McKay "
colorado,1999,"Big 12",0.563,75.2,"Aki Thomas",29,0,0,0.339,0.339,0,0.5,2.4,0.3,0.4,0.2,0,1.9,"Ricardo Patton "
seton-hall,1999,"Big East",0.688,71.7,"Al Harris",26,0,0,0.509,0.569,0,0.5,2.1,0.1,0.2,0.3,0,2.8,"Tommy Amaker "
central-florida,1999,A-Sun,0.438,71.7,"Al Miller",32,0,0,0.402,0.423,0.2,0.486,2.5,4.1,0.8,0.1,0,5.3,"Kirk Speraw "
pepperdine,1999,WCC,0.735,73,"Al Minahan",27,0,0,0.311,0.2,0.343,0.667,0.6,0.4,0.3,0,0,1.7,"Jan Van Breda Kolff "
kent-state,1999,MAC,0.742,75.7,"Al Moore",23,0,0,0.5,0.692,0.222,0.5,0.7,0.3,0.2,0,0,1.1,"Gary Waters "
brown,1999,Ivy,0.296,68,"Alai Nuualiitia",27,0,0,0.49,0.492,0,0.643,6.6,1,1,1,0,13.3,"Glen Miller "
arkansas-little-rock,1999,"Sun Belt",0.143,67.3,"Alan Barksdale",24,22,32.1,0.383,0.385,0.383,0.833,3.6,3.5,1,0,2,13.5,"Sidney Moncrief "
creighton,1999,MVC,0.697,73,"Alan Huss",33,0,0,0.491,0.524,0,0.614,2.3,0.9,0.4,0.3,0,4.1,"Dana Altman "
montana-state,1999,"Big Sky",0.414,76.7,"Alan Persinger",26,0,0,0.346,0.382,0.278,0.6,1.7,0.5,0.3,0.4,0,1.9,"Mick Durham "
citadel,1999,Southern,0.31,65.2,"Alan Puckett",29,0,0,0.439,0.461,0.428,0.733,3.3,2.2,1.2,0.1,0,12.3,"Pat Dennis "
northwestern-state,1999,Southland,0.567,66.3,"Alann Polk",29,0,0,0.354,0.449,0.298,0.706,2.7,1.5,1.1,0.1,0,9.1,"Mike McConathy "
youngstown-state,1999,Mid-Cont,0.429,67,"Albert Crockett",28,0,0,0.393,0.458,0.28,0.683,2.7,4.3,1.2,0.3,0,8.6,"John Robic "
connecticut,1999,"Big East",0.714,74.6,"Albert Mouring",35,0,0,0.429,0.386,0.478,0.843,3.5,2.3,1,0.4,0,13.9,"Jim Calhoun "
george-washington,1999,A-10,0.5,80.6,"Albert Roma",25,0,0,0.438,0.438,0,0.769,1.4,0.3,0.3,0.7,0,1.5,"Tommy Penders "
toledo,1999,MAC,0.581,70.9,"Albert Wilson",31,0,0,0.489,0.506,0.2,0.78,2.4,0.7,0.3,0.3,0,4.3,"Stan Joplin "
mercer,1999,A-Sun,0.364,68.5,"Aleem Muhammad",32,0,0,0.397,0.433,0.297,0.686,2.8,1,0.7,0.1,0,4.9,"Mark Slonaker "
fordham,1999,A-10,0.483,75.5,"Alejandro Olivares",25,0,0,0.466,0.519,0.148,0.773,3.7,1,0.4,0.4,0,8.6,"Bob Hill "
west-virginia,1999,"Big East",0.5,70.5,"Ales Chan",6,0,0,0.4,0.4,0,1,1.2,0.2,0,0.2,0,1.2,"Gale Catlett "
rice,1999,WAC,0.185,57.6,"Alex Bougaieff",24,0,0,0.439,0.47,0.25,0.726,7.8,1.1,0.7,1,0,12.8,"Willis Wilson "
arkansas-little-rock,1999,"Sun Belt",0.143,67.3,"Alex Finger",23,5,9.7,0.391,0.5,0.273,0.875,0.7,1,0.6,0.1,1.2,1.2,"Sidney Moncrief "
stanford,1999,Pac-10,0.871,78.9,"Alex Gelbard",16,0,0,0.412,0.385,0.5,0.25,0.4,0.1,0.1,0.1,0,1.1,"Mike Montgomery "
rider,1999,MAAC,0.533,70.5,"Alex Iseghohi",29,0,0,0.4,0.423,0,0.44,2.4,0.7,0.2,0.4,0,2.3,"Don Harnum "
utah,1999,MWC,0.719,70.4,"Alex Jensen",32,0,0,0.542,0.605,0.46,0.702,7.5,3.1,0.9,0.3,0,13.1,"Rick Majerus "
william-mary,1999,CAA,0.393,68.6,"Alex Klein",11,0,0,0.385,0.273,1,0.833,0.8,0.9,0.4,0.1,0,1.5,"Charles Woollum "
harvard,1999,Ivy,0.444,65.9,"Alex Lowder",19,0,0,0.273,0.267,0.286,0.778,0.8,0.1,0.2,0.1,0,1.1,"Frank Sullivan "
eastern-washington,1999,"Big Sky",0.556,74.1,"Alex Mckie",25,0,0,0.35,0.413,0.143,0.708,1.2,0.7,0.3,0.1,0,2.4,"Steve Aggers "
oregon,1999,Pac-10,0.733,75.6,"Alex Scales",30,0,32,0.455,0.536,0.338,0.78,4.3,2.5,1.4,0.4,0,16.3,"Ernie Kent "
oklahoma-state,1999,"Big 12",0.794,77.1,"Alex Webber",33,14,14.8,0.594,0.594,0,0.781,3,0.5,0.5,0.2,1.2,4.4,"Eddie Sutton "
temple,1999,A-10,0.818,68.5,"Alex Wesby",23,0,0,0.405,0.609,0.314,0.5,1,0.2,0.1,0.1,0,3.4,"John Chaney "
la-salle,1999,A-10,0.393,65.9,"Alexsandar Pavlovic",23,0,0,0.294,0.333,0.273,0.615,0.9,0.3,0.1,0,0,1.5,"Speedy Morris "
southeastern-louisiana,1999,Southland,0.37,59.5,"Alfrado Jackson",27,0,0,0.494,0.548,0.095,0.651,5.5,2.3,0.9,0,0,10.1,"Billy Kennedy "
alabama,1999,SEC,0.448,72.2,"Alfred Moss",23,0,0,0.613,0.613,0,0.5,1.7,0.1,0.1,0.4,0,2.2,"Mark Gottfried "
grambling,1999,SWAC,0.032,72.6,"Alfred Parker",31,0,0,0.354,0.471,0.294,0.602,2.3,6,2,0,0,12.4,"Larry Wright "
san-francisco,1999,WCC,0.679,71.6,"Ali Thomas",28,0,0,0.41,0.488,0.385,0.808,1.8,2.5,0.7,0.1,0,8.6,"Philip Mathews "
maryland-eastern-shore,1999,MEAC,0.414,66.2,"Ali Trotman",10,0,0,0.4,0.4,0,0,0.6,0,0,0,0,0.4,"Lonnie Williams "
syracuse,1999,"Big East",0.813,75,"Allen Griffin",32,0,0,0.435,0.493,0.143,0.741,1.1,1.7,0.5,0,0,3,"Jim Boeheim "
missouri-state,1999,MVC,0.676,66.4,"Allen Phillips",34,0,0,0.406,0.414,0.399,0.781,4.1,2.3,1.1,0.4,0,13,"Barry Hinson "
arkansas,1999,SEC,0.559,74.4,"Alonzo Lane",34,10,11.1,0.56,0.56,0,0.5,4.1,0.8,0.6,1,0.9,7.9,"Nolan Richardson "
michigan-state,1999,"Big Ten",0.821,74.1,"Aloysius Anagonye",34,0,0,0.556,0.556,0,0.63,3,0.3,0.5,0.6,0,2.9,"Tom Izzo "
quinnipiac,1999,NEC,0.643,73.5,"Alphah East",28,0,0,0.683,0.683,0,0.55,3.3,0.2,0.4,0.5,0,4.1,"Joe DeSantis "
east-carolina,1999,CAA,0.357,64.2,"Alphons van Ierland",21,0,0,0.571,0.58,0,0.385,2.8,0.3,0.1,0.4,0,4,"Bill Herrion "
arizona-state,1999,Pac-10,0.594,79.3,"Alton Mason",32,0,0,0.418,0.455,0.351,0.807,1.6,2.6,1.4,0.1,0,6.2,"Rob Evans "
south-florida,1999,CUSA,0.548,77.2,"Altron Jackson",31,0,0,0.517,0.545,0.39,0.63,4.6,1.8,1.6,0.5,0,18.2,"Seth Greenberg "
xavier,1999,A-10,0.636,75.2,"Alvin Brown",33,0,0,0.399,0.444,0.269,0.638,2.1,1.9,0.7,0.1,0,6.5,"Skip Prosser "
georgia-tech,1999,ACC,0.433,70.6,"Alvin Jones",30,0,30.4,0.444,0.446,0,0.615,8,1.4,0.8,2.5,3.3,9.7,"Bobby Cremins "
alabama-state,1999,SWAC,0.464,66.7,"Alvin Pettway",25,0,0,0.413,0.418,0,0.481,5.9,1,0.7,0.4,0,6.7,"Rob Spivery "
rutgers,1999,"Big East",0.484,70.2,"Alvydas Tenys",23,0,0,0.486,0.486,0,0.654,1.8,0.8,0.3,0.7,0,2.2,"Kevin Bannon "
idaho-state,1999,"Big Sky",0.296,70.1,"Ammer Johnson",27,0,0,0.413,0.443,0.339,0.641,3.4,1.2,0.6,0.2,0,9.6,"Doug Oliver "
southeast-missouri-state,1999,OVC,0.774,69.5,"Amory Sanders",31,0,0,0.361,0.414,0.347,0.867,0.9,1,0.5,0,0,5.6,"Gary Garner "
tennessee-martin,1999,OVC,0.345,68.2,"Andrae Betts",29,0,0,0.407,0.478,0.31,0.802,3.7,4.3,2.6,0.1,0,11.6,"Bret Campbell "
vermont,1999,AEC,0.571,71.6,"Andre Anderson",23,0,0,0.276,0.333,0.235,0.727,0.4,0.7,0.3,0,0,1.2,"Tom Brennan "
new-orleans,1999,"Sun Belt",0.379,59.9,"Andre Blackmon",29,0,0,0.361,0.3,0.419,0.818,0.8,0.6,0.2,0,0,3,"Joey Stiebing "
santa-clara,1999,WCC,0.613,66.1,"Andre Bobbitt",0,0,0,0,0,0,0.429,0,0,0,0,0,0,"Dick Davey "
duke,1999,ACC,0.853,88,"Andre Buckner",20,0,0,0.5,0,0.75,0.588,0.5,0.4,0.3,0,0,1,"Mike Krzyzewski "
bradley,1999,MVC,0.467,65.6,"Andre Corbitt",12,0,6.2,0.346,0.412,0.222,0.8,1.3,0.4,0.3,0,0.8,2.3,"Jim Molinari "
saint-josephs,1999,A-10,0.448,70.4,"Andre Howard",29,0,0,0.441,0.442,0,0.735,6.6,1.9,1,0.4,0,9.5,"Phil Martelli "
michigan-state,1999,"Big Ten",0.821,74.1,"Andre Hutson",39,0,0,0.586,0.588,0,0.669,6.2,1.5,0.7,0.3,0,10.2,"Tom Izzo "
xavier,1999,A-10,0.636,75.2,"Andre Johnson",0,0,0,0,0,0,0,0,0,0,0,0,0,"Skip Prosser "
cal-state-northridge,1999,"Big Sky",0.667,77.6,"Andre Larry",25,0,0,0.51,0.584,0.342,0.605,4.8,1.8,1.2,0.9,0,12.8,"Bobby Braswell "
san-diego,1999,WCC,0.69,70.7,"Andre Laws",29,0,0,0.401,0.449,0.35,0.752,3.4,2.4,1.1,0.2,0,12.9,"Brad Holland "
utah-state,1999,"Big West",0.824,70.5,"Andre Mahorn",23,0,0,0.538,0.532,0.6,0.5,1.9,0.3,0.1,0,0,3.3,"Stew Morrill "
delaware-state,1999,MEAC,0.214,62.8,"Andre Matthews",28,0,0,0.599,0.617,0.3,0.7,4.8,1.3,0.9,0.2,0,9,"Tony Sheals "
old-dominion,1999,CAA,0.367,64.7,"Andre McCullum",30,0,0,0.513,0.539,0.31,0.784,6.9,0.9,1,0.6,0,12.9,"Jeff Capel "
virginia-military-institute,1999,Southern,0.207,71.2,"Andre Quarles",29,0,0,0.392,0.443,0.304,0.623,2.8,3.3,1.6,0,0,11,"Bart Bellairs "
virginia-tech,1999,A-10,0.516,64.4,"Andre Ray",31,0,0,0.413,0.481,0.289,0.593,4.5,2.3,0.6,0.3,0,4.8,"Ricky Stokes "
north-carolina-asheville,1999,"Big South",0.367,69.1,"Andre Smith",30,0,0,0.422,0.438,0.377,0.796,2.9,2.5,1.7,0.2,0,11.3,"Eddie Biedenbach "
centenary-la,1999,Ind,0.357,63.6,"Andre Speed",8,0,0,0.423,0.417,0.5,0.9,1.3,0.8,0.4,0.1,0,4,"Kevin Johnson "
san-diego-state,1999,MWC,0.179,62.3,"Andre Torres",0,0,0,0,0,0,0,0,0,0,0,0,0,"Steve Fisher "
chicago-state,1999,Mid-Cont,0.357,65.4,"Andre Wiggins",27,0,0,0.452,0.484,0.273,0.52,2.3,0.9,0.4,0.1,0,3,"Bo Ellis "
maryland-baltimore-county,1999,NEC,0.379,64.8,"Andre Williams",24,0,0,0.449,0.449,0,0.739,2.6,0.3,0.1,0.1,0,2.5,"Tom Sullivan "
oklahoma-state,1999,"Big 12",0.794,77.1,"Andre Williams",28,0,11.5,0.569,0.569,0,0.51,4.1,0.5,0.2,1.3,0.6,3.5,"Eddie Sutton "
fresno-state,1999,WAC,0.706,82.3,"Andrea Bona",17,0,0,0.25,0.375,0.167,1,1.2,0.1,0.3,0,0,0.8,"Jerry Tarkanian "
charleston-southern,1999,"Big South",0.276,64.9,"Andres Amaya",26,0,0,0.375,0.4,0.167,0.526,1.9,0.4,0.5,0,0,2,"Tom Conrad "
louisville,1999,CUSA,0.613,73.2,"Andres Rodriguez",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denny Crum "
canisius,1999,MAAC,0.333,73,"Andrew Bush",30,0,0,0.388,0.395,0.2,0.625,2.7,0.7,0.4,0.5,0,4,"Mike MacDonald "
boston-college,1999,"Big East",0.367,68.3,"Andrew Dudley",14,0,0,0.625,0.625,0,0,0.9,0.1,0,0.1,0,0.7,"Al Skinner "
harvard,1999,Ivy,0.444,65.9,"Andrew Gellert",27,0,0,0.378,0.398,0.317,0.553,4.4,3.6,2.7,0.1,0,6.8,"Frank Sullivan "
