team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
syracuse,1991,"Big East",0.688,74.5,"Lucious Jackson",19,0,6.9,0.345,0.278,0.455,0.667,1.2,0.4,0.5,0.2,0.7,1.6,"Jim Boeheim "
california-santa-barbara,1991,"Big West",0.69,70.3,"Lucius Davis",29,0,0,0.564,0.571,0,0.752,6.1,0.8,0.7,0.7,0,22.2,"Jerry Pimm "
marshall,1991,Southern,0.241,72.2,"Luke Gross",29,22,21.6,0.543,0.543,0,0.566,4.9,0.9,0.4,0.4,1.8,6.7,"Dwight Freeman "
hartford,1991,NAC,0.222,63.1,"Luke Reilly",27,19,28.9,0.288,0.333,0.258,0.719,1.7,3.3,0.7,0,2.2,4.3,"Jack Phelan "
la-salle,1991,MAAC,0.645,80.1,"Luteke Kalombo",30,0,13.4,0.371,0.42,0.319,0.735,2.1,0.7,0.2,0.1,1.1,3.7,"Speedy Morris "
seton-hall,1991,"Big East",0.719,74.8,"Luther Wright",30,0,11.2,0.517,0.517,0,0.625,2.8,0.3,0.3,1.4,0.9,4.8,"P.J. Carlesimo "
santa-clara,1991,WCC,0.483,67.8,"Lyman Casey",4,0,0,0.4,0.4,0,1,0.3,0.3,0.3,0,0,1.3,"Carroll Williams "
arizona-state,1991,Pac-10,0.576,68.4,"Lynn Collins",29,27,31.3,0.397,0.442,0.244,0.557,2.8,6.1,1.3,0,3,6.9,"Bill Frieder "
st-francis-ny,1991,NEC,0.517,71.4,"Lynn Smith",28,0,0,0.475,0.531,0.239,0.544,4.2,4.1,2.6,0.3,0,10.6,"Ron Ganulin "
colorado-state,1991,WAC,0.452,66.7,"Lynn Tryon",25,25,31.6,0.389,0.393,0.384,0.473,4.1,2,1.1,0.1,2.2,9.9,"Stew Morrill "
prairie-view,1991,SWAC,0,64.6,"M. Jackson",2,0,0,0.667,0.5,1,1,1,0,0.5,0,1.5,3,"Elwood Plummer "
creighton,1991,MVC,0.321,64.5,"M. Moore",20,0,4.4,0.348,0.25,0.571,0.889,0.6,0.3,0.2,0,0.3,1.4,"Rich Johnson "
kansas,1991,"Big 8",0.844,84.5,"Macolm Nash",32,1,6,0.618,0.606,1,0.41,1.3,0.4,0.2,0.1,0.6,1.8,"Roy Williams "
robert-morris,1991,NEC,0.613,74.3,"Magdi Bilall",31,0,0,0.505,0.515,0,0.5,3.5,0.4,0.3,0.6,0,4.2,"Jarrett Durham "
sacramento-state,1991,Ind,0.143,74.3,"Major Whitlock",28,23,29.3,0.392,0.464,0.244,0.636,3.1,3,1.6,0,3.4,10,"Joe Anders "
tulane,1991,Metro,0.71,82.1,"Makeba Perry",29,0,0,0.434,0.434,0,0.5,3.2,0.3,0.7,0.4,0,4,"Perry Clark "
dayton,1991,"MW Coll",0.5,71.7,"Makor Shayok",30,0,0,0.467,0.502,0.242,0.721,5.9,0.7,0.6,0.2,0,9.5,"Jim OBrien "
boston-college,1991,"Big East",0.548,75.5,"Malcolm Huckaby",31,0,0,0.455,0.452,0.46,0.576,3.5,2.9,1.8,0,0,13.5,"Jim OBrien "
new-mexico-state,1991,"Big West",0.758,78,"Malcolm Leak",32,22,28.1,0.469,0.492,0.2,0.62,7.5,0.8,0.8,0.3,1.5,9.9,"Neil McCarthy "
georgia-tech,1991,ACC,0.657,80.4,"Malcolm Mackey",35,35,34.6,0.546,0.548,0,0.683,9,1.5,0.5,1.2,2.4,15.8,"Bobby Cremins "
austin-peay,1991,OVC,0.393,79.9,"Malcolm McCormick",26,1,11.3,0.425,0.431,0,0.677,1.8,0.4,0.6,0.3,0.8,3.2,"Dave Loos "
sacramento-state,1991,Ind,0.143,74.3,"Malcolm Merriman",28,10,21.5,0.46,0.475,0.125,0.662,5.8,0.5,0.9,0.7,1.8,7.8,"Joe Anders "
vanderbilt,1991,SEC,0.5,74.8,"Malik Evans",23,0,0,0.286,0.261,0.333,0.667,0.8,0.3,0.1,0,0,1.4,"Eddie Fogler "
marshall,1991,Southern,0.241,72.2,"Malik Hightower",29,20,26.8,0.437,0.473,0.26,0.789,2.9,1.9,1,0.3,2.5,11.9,"Dwight Freeman "
brown,1991,Ivy,0.423,68.2,"Malik Nagel",11,0,5.2,0.364,0.364,0,0.391,2.2,0.1,0.6,0.3,0.4,1.5,"Frank Dobbs "
notre-dame,1991,Ind,0.545,69.8,"Malik Russell",30,0,0,0.5,0.5,0,0.524,1.7,1.2,0.2,0.2,0,1.8,"John MacLeod "
st-johns-ny,1991,"Big East",0.633,71.4,"Malik Sealy",30,0,38.7,0.472,0.491,0.302,0.793,6.8,1.7,2,0.6,2.3,22.6,"Lou Carnesecca "
utah-state,1991,"Big West",0.571,77.3,"Malloy Nesmith",28,0,0,0.394,0.423,0.25,0.75,3.2,4.8,1.3,0,0,11.4,"Kohn Smith "
charlotte,1991,Metro,0.719,76.6,"Malru Dottin",32,23,0,0.484,0.484,0,0.514,6.3,0.8,0.8,0.2,1.4,6.7,"Jeff Mullins "
texas-state,1991,Southland,0.259,63.4,"Manny Adderly",27,0,0,0.447,0.494,0.328,0.7,2.8,3.3,1.2,0.2,0,10.7,"Jim Wooldridge "
gonzaga,1991,WCC,0.667,72.2,"Marc Armstead",30,0,0,0.512,0.512,0,0.312,4.9,0.8,0.4,0.9,0,4.9,"Dan Fitzgerald "
wake-forest,1991,ACC,0.586,74.6,"Marc Blucas",15,10,13,0.378,0.455,0.346,0.25,1.3,0.9,0.3,0,0.5,2.5,"Dave Odom "
illinois,1991,"Big Ten",0.464,70.9,"Marc Davidson",26,0,8.4,0.333,0.364,0.143,0.381,1.2,0.3,0.2,0,0.8,1.7,"Lou Henson "
villanova,1991,"Big East",0.483,68.2,"Marc Dowdell",29,0,0,0.444,0.464,0.3,0.725,5.2,2.5,0.7,0.4,0,7.7,"Rollie Massimino "
north-carolina-state,1991,ACC,0.4,77.2,"Marc Lewis",21,1,5.5,0.6,0.643,0,0.714,0.8,0.3,0.1,0,0.5,1.3,"Les Robinson "
milwaukee,1991,Ind,0.714,79.9,"Marc Mitchell",25,25,32,0.485,0.543,0.284,0.733,3.9,6.2,3.1,0.2,3.3,15.8,"Steve Antrim "
boston-college,1991,"Big East",0.548,75.5,"Marc Molinsky",31,0,0,0.444,0.455,0.437,0.833,1.1,0.5,0.4,0,0,5.4,"Jim OBrien "
central-connecticut-state,1991,ECC,0.25,73.5,"Marc Rybczyk",27,10,24.1,0.362,0.344,0.367,0.781,2.3,1.4,1,0.1,1.6,11.3,"Mark Adams "
portland,1991,WCC,0.357,80.9,"Marc Stuckey",26,0,0,0.527,0.527,0,0.803,4.7,0.8,0.4,0.3,0,5.6,"Larry Steele "
new-mexico-state,1991,"Big West",0.758,78,"Marc Thompson",33,1,14.5,0.5,0.53,0.333,0.627,1.5,1.2,1,0,0.9,4.4,"Neil McCarthy "
tennessee-state,1991,OVC,0.143,68.1,"Marc Whaley",20,0,4.3,0.441,0.441,0,0.25,1.1,0,0.2,0.1,0.5,1.6,"Frankie Allen "
george-washington,1991,A-10,0.571,73.3,"Marc Withers",21,0,4.5,0.524,0.636,0.4,0.429,0.7,0.4,0.1,0,0.5,1.4,"Mike Jarvis "
georgia,1991,SEC,0.517,76,"Marcel Kon",8,0,5.9,0.333,0.333,0,0.267,1.9,0.3,0.4,0.1,0.8,1,"Hugh Durham "
southern-illinois,1991,MVC,0.733,74.2,"Marcelo Da Silva",30,22,17.7,0.491,0.494,0,0.5,6.2,0.4,0.7,1.3,1.3,7.2,"Rich Herrin "
south-alabama,1991,"Sun Belt",0.5,86.1,"Marcus Cohen",27,15,17.2,0.371,0.385,0.111,0.756,2.3,1,0.4,0.1,1.1,5.9,"Ronnie Arrow "
texas-state,1991,Southland,0.259,63.4,"Marcus Cooper",19,0,0,0.576,0.576,0,0.528,3.2,0.4,0.4,0.2,0,3,"Jim Wooldridge "
new-hampshire,1991,NAC,0.25,63.2,"Marcus Crosby",27,0,0,0.497,0.51,0.333,0.667,2.6,1.4,1.3,0.3,0,8.7,"Jim Boylan "
george-washington,1991,A-10,0.571,73.3,"Marcus Ford",26,10,18.8,0.413,0.432,0.4,0.25,1.9,0.8,0.3,0.1,1,3.9,"Mike Jarvis "
mississippi-state,1991,SEC,0.536,77,"Marcus Grant",21,0,0,0.407,0.558,0.271,0.462,2.1,1.5,0.9,0.3,0,4.7,"Richard Williams "
coppin-state,1991,MEAC,0.536,80.3,"Marcus Hammond",7,0,11,0.476,0.476,0,1,2.4,0,0.6,0.4,0.7,3.7,"Fang Mitchell "
indiana-state,1991,MVC,0.464,60.6,"Marcus Johnson",27,23,23.4,0.488,0.488,0,0.889,3.6,0.7,0.2,1.2,1.4,5.3,"Tates Locke "
saint-louis,1991,GMWC,0.179,70.5,"Marcus Jones",27,2,7,0.318,0.364,0.303,0.864,0.6,0.8,0.3,0,0.7,2.1,"Rich Grawer "
alabama-state,1991,SWAC,0.5,88.3,"Marcus Little",24,1,9,0.442,0.478,0.294,0.692,1.1,1.5,0.4,0,1.3,4.1,"James Oliver "
stanford,1991,Pac-10,0.621,75.7,"Marcus Lollie",29,29,34.6,0.435,0.414,0.491,0.79,3.1,6.5,1.4,0.2,2.3,8.2,"Mike Montgomery "
wright-state,1991,Mid-Cont,0.536,78.6,"Marcus Mumphrey",28,24,28.2,0.458,0.865,0.031,0.658,2.5,1.3,0.8,0.1,2.3,11.8,"Ralph Underhill "
memphis,1991,GMWC,0.676,74.3,"Marcus Nolan",30,0,0,0.372,0.5,0.176,0.571,0.7,0.8,0.5,0.1,0,1.6,"Larry Finch "
alcorn-state,1991,SWAC,0.517,82.3,"Marcus Pittman",28,26,23.7,0.542,0.544,0,0.779,5,1.8,0.7,0.4,2.1,11,"Lonnie Walker "
coppin-state,1991,MEAC,0.536,80.3,"Marcus Robinson",19,10,14.5,0.424,0.475,0.308,0.762,1.6,0.7,1.4,0.1,1.1,5.1,"Fang Mitchell "
mississippi,1991,SEC,0.393,80.5,"Marcus Spencer",4,0,3.3,0,0,0,0.5,0.8,0.8,0.3,0,0,0.3,"Ed Murphy "
louisiana-lafayette,1991,"Sun Belt",0.656,80.2,"Marcus Stokes",32,0,0,0.561,0.564,0,0.562,11.6,1.5,0.8,0.9,0,9.8,"Marty Fletcher "
southern-illinois,1991,MVC,0.733,74.2,"Marcus Timmons",30,29,27,0.461,0.497,0.27,0.417,5.9,2.2,1.2,0.7,2.8,8.7,"Rich Herrin "
alcorn-state,1991,SWAC,0.517,82.3,"Marcus Walton",29,28,30.1,0.41,0.429,0.364,0.712,3.6,5.4,2.1,0.2,3.4,12.9,"Lonnie Walker "
college-of-charleston,1991,Ind,0.704,72.1,"Marcus Woods",15,0,0,0.471,0.533,0,0.5,0.6,0.7,0.7,0,0,1.4,"John Kresse "
kansas-state,1991,"Big 8",0.533,71.6,"Marcus Zeigler",25,20,31.8,0.33,0.375,0.275,0.776,1.8,5.4,1,0.1,1.4,4.3,"Dana Altman "
akron,1991,Mid-Cont,0.571,69,"Mario Bell",28,0,0.2,0.533,0.531,1,0.732,4.9,0.8,0.4,0.4,0,8.9,"Coleman Crawford "
arizona-state,1991,Pac-10,0.576,68.4,"Mario Bennett",33,25,26.9,0.574,0.596,0.318,0.614,6.8,0.8,1.2,1.7,2.4,12.5,"Bill Frieder "
chicago-state,1991,Ind,0.25,78.7,"Mario Clark",27,17,27.6,0.431,0.519,0.286,0.705,3.1,3.1,2.2,0.3,2.8,13.9,"Rick Pryor "
oregon-state,1991,Pac-10,0.484,75,"Mario Jackson",22,20,27.5,0.517,0.544,0.35,0.792,4.4,2.8,1.2,0.3,2.1,8.9,"Jim Anderson "
north-carolina-asheville,1991,"Big South",0.321,68.5,"Mario Joyner",25,0,0,0.484,0.484,0,0.533,1.4,0.1,0.2,0.1,0,1.5,"Don Doucette "
stephen-f-austin,1991,Southland,0.536,68.5,"Mario Love",28,5,14.6,0.462,0.462,0,0.59,3.8,0.7,0.4,0.9,1.5,6,"Ned Fowler "
alcorn-state,1991,SWAC,0.517,82.3,"Mario Montgomery",29,20,17.3,0.385,0.447,0.313,0.75,2.4,2,0.7,0.1,2,8.7,"Lonnie Walker "
college-of-charleston,1991,Ind,0.704,72.1,"Marion Busby",27,0,0,0.41,0.397,0.426,0.676,1.9,2.3,1,0.1,0,6.2,"John Kresse "
akron,1991,Mid-Cont,0.571,69,"Mark Alberts",28,0,0,0.437,0.487,0.43,0.898,1.9,2,0.5,0,0,14.7,"Coleman Crawford "
green-bay,1991,Mid-Cont,0.833,68.8,"Mark Andres",15,0,4.3,0.182,0.2,0,0.667,0.6,0.5,0.1,0,0.2,0.5,"Dick Bennett "
montana-state,1991,"Big Sky",0.5,77.6,"Mark Aubry",23,0,6.7,0.412,0.429,0.4,0.7,1,1.3,0.2,0.1,1.4,2.2,"Mick Durham "
bradley,1991,MVC,0.233,55.3,"Mark Bailey",16,0,4.1,0.286,0.286,0,0,0.3,0.1,0.1,0,0.4,0.3,"Jim Molinari "
ohio-state,1991,"Big Ten",0.813,80.6,"Mark Baker",32,32,31.8,0.486,0.496,0.2,0.698,2.8,5.2,1.7,0.2,2.2,11.8,"Randy Ayers "
western-kentucky,1991,"Sun Belt",0.656,79.9,"Mark Bell",32,32,24.9,0.429,0.449,0.4,0.75,2.5,3.8,1.8,0,2.4,11.8,"Ralph Willard "
michigan-state,1991,"Big Ten",0.733,74,"Mark Bluem",7,0,1,1,1,0,0,0.3,0,0,0,0,0.6,"Jud Heathcote "
southern-california,1991,Pac-10,0.8,79.4,"Mark Boyd",28,27,23.6,0.535,0.535,0,0.62,3.8,0.6,1.2,0.3,1.8,6.1,"George Raveling "
milwaukee,1991,Ind,0.714,79.9,"Mark Briggs",13,0,8.7,0.459,0.5,0.2,0.565,1.9,1.1,0.2,0.1,0.9,3.7,"Steve Antrim "
stetson,1991,A-Sun,0.393,77.9,"Mark Brisker",28,0,0,0.434,0.493,0.34,0.773,6.2,1.6,1.1,0.1,0,22.6,"Glenn Wilkes "
mississippi-valley-state,1991,SWAC,0.533,82.8,"Mark Buford",30,0,0,0.453,0.453,0,0.618,5.8,0.2,0.6,0.8,0,4.9,"Lafayette Stribling "
alabama-state,1991,SWAC,0.5,88.3,"Mark Cain",10,0,5.1,0.233,0.25,0.214,1,0.7,0.2,0.4,0,0.4,1.9,"James Oliver "
air-force,1991,WAC,0.31,62.7,"Mark Cozad",21,0,0,0.359,0.472,0.214,0.875,1.4,0.4,0.2,0.1,0,3.1,"Reggie Minton "
boston-university,1991,NAC,0.357,68.9,"Mark Daly",28,22,32.4,0.419,0.403,0.429,0.761,2.8,3.1,1.2,0.1,2.1,14,"Bob Brown "
north-carolina-state,1991,ACC,0.4,77.2,"Mark Davis",30,29,27.9,0.461,0.512,0.413,0.542,4.2,1.7,0.6,0.1,1.7,11,"Les Robinson "
colorado,1991,"Big 8",0.464,71.2,"Mark Dean",28,10,24,0.506,0.509,0,0.753,6,0.6,0.6,0.2,1.3,8.6,"Joe Harrington "
louisiana-tech,1991,"Sun Belt",0.71,80.4,"Mark Dick",27,0,0,0.361,0.263,0.471,0.588,0.7,1.1,0.7,0,0,1.6,"Jerry Loyd "
northwestern-state,1991,Southland,0.536,95,"Mark Dillon",28,12,18.6,0.453,0.5,0.436,0.436,1.6,2.5,0.8,0,2.1,5.3,"Dan Bell "
columbia,1991,Ivy,0.385,70.8,"Mark Dumolien",23,0,10.5,0.485,0.5,0.333,0.412,0.7,0.9,0.2,0.3,0.9,1.7,"Jack Rohan "
north-carolina-wilmington,1991,CAA,0.464,74.3,"Mark Eaton",27,0,29,0.429,0.475,0.313,0.785,4.2,3.1,1.4,0.1,1.8,10.1,"Kevin Eastman "
wake-forest,1991,ACC,0.586,74.6,"Mark Forester",10,1,2.5,1,0,1,0.5,0.9,0.1,0,0,0.1,0.4,"Dave Odom "
cleveland-state,1991,Mid-Cont,0.552,70.3,"Mark Gannon",11,0,0,0,0,0,0,0.2,0.3,0,0,0,0,"Mike Boyd "
duquesne,1991,A-10,0.464,78,"Mark Gilbert",26,0,0,0.565,0.58,0.417,0.622,4.8,2,1,0.1,0,7.8,"John Carroll "
winthrop,1991,"Big South",0.214,60.6,"Mark Hailey",28,27,32.2,0.505,0.507,0,0.713,5.3,1.5,1.8,0.6,2.6,15.1,"Steve Vacendak "
ball-state,1991,MAC,0.727,68.9,"Mark Hardwick",17,0,0,0.472,0.5,0.444,0.824,0.4,0.6,0.4,0,0,3.3,"Dick Hunsaker "
brooklyn,1991,ECC,0.179,66.8,"Mark Hayward",20,0,9.8,0.571,0.571,0,0.75,2.1,0.1,0.1,0.1,0.6,4.9,"Ron Kestenbaum "
brigham-young,1991,WAC,0.781,80.2,"Mark Heslop",32,32,27.2,0.448,0.436,0.457,0.824,3,2.3,0.6,0.1,1.3,9.9,"Roger Reid "
evansville,1991,"MW Coll",0.8,78.5,"Mark Hisle",26,0,0,0.473,0.6,0.441,0.788,1.2,1.4,0.4,0,0,4.7,"Jim Crews "
sacramento-state,1991,Ind,0.143,74.3,"Mark Jones",7,3,23.3,0.484,0.5,0.333,0.4,4.4,1.7,1.4,0.1,2.6,4.7,"Joe Anders "
western-michigan,1991,MAC,0.7,70.2,"Mark Judge",30,0,14.3,0.5,0.5,0,0.472,2.4,0.6,0.5,0.4,0.9,1.8,"Bob Donewald "
northern-illinois,1991,Mid-Cont,0.393,75,"Mark Layton",12,10,25.8,0.308,0.328,0.267,0.75,3.3,3.8,2,0,2.8,7.3,"Brian Hammel "
navy,1991,Patriot,0.214,73.5,"Mark Majick",26,0,0,0.352,0.273,0.386,0.844,2.4,2.2,0.8,0,0,9.2,"Pete Herrmann "
bucknell,1991,Patriot,0.7,81.4,"Mark Matthews",3,0,0,0.4,0,0.4,0,0.7,0,0,0,0,2,"Charles Woollum "
hartford,1991,NAC,0.222,63.1,"Mark Matthews",6,6,23.7,0.5,0.542,0,0.5,3.5,1,0.7,0.2,2.5,4.5,"Jack Phelan "
charleston-southern,1991,"Big South",0.533,68.4,"Mark Meyer",27,0,0,0.538,0.543,0.5,0.654,0.9,0.8,0.2,0,0,2.8,"Gary Edwards "
campbell,1991,"Big South",0.613,69.3,"Mark Mocnik",31,31,31.5,0.453,0.511,0.419,0.711,3.7,1.4,1.4,0.5,1.6,16,"Billy Lee "
michigan-state,1991,"Big Ten",0.733,74,"Mark Montgomery",30,30,33.2,0.437,0.519,0.231,0.684,3.7,6.3,1.6,0.3,3,7,"Jud Heathcote "
tulsa,1991,MVC,0.567,73.3,"Mark Morse",30,29,32.4,0.409,0.45,0.344,0.712,3.5,5.1,2.2,0,2.8,15,"Tubby Smith "
texas-christian,1991,SWC,0.676,72.4,"Mark Moton",34,0,0,0.502,0.529,0.366,0.739,6.3,1.8,0.8,0.2,0,10.2,"Moe Iba "
delaware,1991,NAC,0.871,81.3,"Mark Murray",31,30,30.5,0.521,0.545,0.424,0.78,4.6,2.4,1.1,0.4,2.8,13.9,"Steve Steinwedel "
middle-tennessee,1991,OVC,0.593,77.3,"Mark Newman",4,0,5.8,0.333,0.333,0.333,1,1.8,1.3,0.3,0.5,1.3,2.3,"David Farrar "
washington,1991,Pac-10,0.414,65.9,"Mark Pope",29,29,30.1,0.579,0.568,0.857,0.804,8.1,2,0.9,0.6,2.5,10.3,"Lynn Nance "
xavier,1991,"MW Coll",0.556,78.3,"Mark Poynter",21,0,0,0.563,0.579,0.538,0.588,1.2,0.4,0.3,0,0,2.5,"Pete Gillen "
drake,1991,MVC,0.222,59.3,"Mark Prylow",24,10,21.5,0.344,0.362,0.33,0.625,2.2,1,0.4,0.1,1.2,6.8,"Rudy Washington "
rutgers,1991,A-10,0.516,78.7,"Mark Redden",26,14,17.7,0.333,0.5,0.259,0.675,2.4,2.1,0.5,0.2,1.5,3.8,"Bob Wenzel "
brigham-young,1991,WAC,0.781,80.2,"Mark Santiago",31,1,9.5,0.379,0.25,0.429,0.692,0.9,1.3,0.5,0,0.8,1.6,"Roger Reid "
santa-clara,1991,WCC,0.483,67.8,"Mark Schmitz",29,0,0,0.419,0.488,0.356,0.8,1.3,1.2,0.4,0,0,3.6,"Carroll Williams "
loyola-md,1991,MAAC,0.5,71.7,"Mark Sparzak",25,0,9.1,0.361,0.353,0.5,0.556,2,0.2,0.2,0,0.6,1.7,"Tom Schneider "
louisiana-tech,1991,"Sun Belt",0.71,80.4,"Mark Spradling",29,0,0,0.509,0.528,0,0.679,1.8,0.6,0.2,0.3,0,2.6,"Jerry Loyd "
pepperdine,1991,WCC,0.774,75.8,"Mark Sterbens",10,0,1.5,0,0,0,0.5,0.3,0.4,0,0,0.3,0.1,"Tom Asbury "
temple,1991,A-10,0.567,70.5,"Mark Strickland",30,30,32.9,0.531,0.531,0,0.429,6,0.2,1,2.4,1.4,9.8,"John Chaney "
georgia-state,1991,A-Sun,0.533,84.2,"Mark Thompson",29,1,15.6,0.372,0.424,0.35,0.784,1.7,0.7,0.9,0,0.9,8.1,"Bob Reinhart "
rider,1991,ECC,0.552,70.8,"Mark Wilcox",29,29,32.5,0.409,0.4,0.417,0.756,2,4.3,1.3,0,3.5,10.6,"Kevin Bannon "
american,1991,CAA,0.379,73.8,"Marko Krivokapic",27,6,13.5,0.415,0.442,0.364,0.783,1.4,0.6,0.3,0,0.9,3,"Chris Knoche "
maryland-eastern-shore,1991,MEAC,0.107,65.8,"Marlin Kimbrew",27,21,26.6,0.401,0.424,0.338,0.695,4.5,0.9,0.9,0.5,1.3,13.8,"Robert Hopkins "
northern-illinois,1991,Mid-Cont,0.393,75,"Marlin Simms",28,2,17.1,0.372,0.423,0.313,0.75,2.8,1,0.5,0.3,1.6,6.5,"Brian Hammel "
citadel,1991,Southern,0.357,69.8,"Marlon Jemerson",18,0,5.3,0.564,0.576,0.5,0.5,1.1,0.5,0.2,0.2,0.7,2.7,"Randy Nesbit "
saint-peters,1991,MAAC,0.276,64.9,"Marlon Lewis",25,0,11,0.382,0.382,0,0.654,2.4,0.2,0.4,0.3,0.7,2.8,"Ted Fiore "
texas-el-paso,1991,WAC,0.794,72.9,"Marlon Maxey",25,20,28.4,0.521,0.521,0,0.727,7.4,0.4,0.5,0.9,1.4,15.2,"Don Haskins "
providence,1991,"Big East",0.452,76.2,"Marques Bragg",31,0,28,0.539,0.539,0,0.541,8,1.4,1.2,0.6,0,11,"Rick Barnes "
alabama-state,1991,SWAC,0.5,88.3,"Marquis Davis",28,26,29.3,0.461,0.467,0.442,0.758,6.4,1.6,0.5,0.1,2.8,15.4,"James Oliver "
west-virginia,1991,A-10,0.625,79.8,"Marsalis Basey",26,16,20.7,0.445,0.488,0.383,0.695,2.5,5.3,1.4,0.1,2.4,7.5,"Gale Catlett "
saint-marys-ca,1991,WCC,0.433,65.6,"Martell Bland",27,6,21.1,0.421,0.462,0.372,0.839,2.5,1.1,0.7,0.3,1,4.5,"Ernie Kent "
mississippi-valley-state,1991,SWAC,0.533,82.8,"Martell Willis",30,0,0,0.367,0.427,0.31,0.677,4.1,2.2,1.8,0.4,0,13.8,"Lafayette Stribling "
morehead-state,1991,OVC,0.483,88.4,"Martez Ballard",28,0,0,0.393,0.454,0.283,0.673,3.5,1.2,1.3,0.4,0,6.5,"Dick Fick "
howard,1991,MEAC,0.548,70.3,"Martin Huckaby",30,12,14.9,0.333,0.364,0.302,0.81,1.4,1,0.6,0,1.3,7,"Butch Beard "
florida,1991,SEC,0.576,68.5,"Martti Kuisma",30,0,0,0.465,0.471,0.333,0.467,1.7,0.2,0.1,0.2,0,2.7,"Lon Kruger "
virginia-military-institute,1991,Southern,0.357,68.8,"Marty Chadwick",3,3,23,0.583,0.667,0.5,0.5,2.3,3.3,1.3,0,2.3,6,"Joey Cantafio "
duke,1991,ACC,0.944,88,"Marty Clark",34,0,7.9,0.541,0.488,0.667,0.778,0.8,0.6,0.2,0.1,0.6,2.9,"Mike Krzyzewski "
maine,1991,NAC,0.531,66.8,"Marty Higgins",32,0,0,0.433,0.573,0.321,0.649,2,5.1,3,0.1,0,10,"Rudy Keeling "
north-carolina-greensboro,1991,Ind,0.25,60.9,"Marty Kornegay",28,18,29,0.561,0.564,0,0.671,4.3,0.9,0.6,0.3,1.6,9.3,"Mike Dement "
villanova,1991,"Big East",0.483,68.2,"Marty McCarthy",12,0,0,0,0,0,0.5,0.3,0,0,0,0,0.1,"Rollie Massimino "
western-kentucky,1991,"Sun Belt",0.656,79.9,"Marty Stone",10,0,3.1,0.25,0,0.333,0.333,0.3,0.4,0.2,0,0.1,0.5,"Ralph Willard "
east-tennessee-state,1991,Southern,0.774,86.1,"Marty Story",31,25,20.9,0.445,0.532,0.286,0.609,2.3,1.4,0.7,0.3,1.3,5.1,"Alan LeForce "
gonzaga,1991,WCC,0.667,72.2,"Marty Wall",8,0,0,0.5,0.5,0,0.667,0.4,0,0,0.3,0,1,"Dan Fitzgerald "
coastal-carolina,1991,"Big South",0.387,64.5,"Marty Whitfield",31,0,0,0.351,0.398,0.315,0.617,3.1,2.4,1.2,0.1,0,8.4,"Russ Bergman "
hawaii,1991,WAC,0.571,71.2,"Marty Winter",11,0,3.5,0.333,0.333,0,0.5,0.7,0,0,0,0.5,0.3,"Riley Wallace "
centenary-la,1991,A-Sun,0.357,84.7,"Marvin Bell",16,0,0,0.351,0.338,0.367,0.714,2.2,0.9,0.7,0.5,0,6.8,"Tommy Vardeman "
iona,1991,MAAC,0.483,74.1,"Marvin Goodwine",29,0,0,0.321,0.293,0.417,0.667,0.8,0.8,0.3,0,0,2.1,"Jerry Welsh "
drake,1991,MVC,0.222,59.3,"Marvin King",22,1,6.4,0.438,0.438,0,0.35,0.7,0.3,0.3,0.1,0.5,1,"Rudy Washington "
south-carolina-state,1991,MEAC,0.483,71.1,"Marvin Lucas",25,0,0,0.444,0.444,0,0.486,2.2,0.1,0.4,0.5,0,2.6,"Cy Alexander "
cleveland-state,1991,Mid-Cont,0.552,70.3,"Marvin McGrew",29,0,0,0.393,0.408,0,0.809,1.8,0.9,0.5,0.1,0,4.2,"Mike Boyd "
rice,1991,SWC,0.645,76.5,"Marvin Moore",31,12,26.3,0.449,0.462,0.43,0.811,2.5,2.2,1,0.1,1.1,11.6,"Scott Thompson "
southeastern-louisiana,1991,A-Sun,0.214,74.6,"Marvin Pierre",28,16,20.2,0.457,0.457,0,0.484,4.8,1.4,0.7,1.9,2,6.7,"Don Wilson "
idaho,1991,"Big Sky",0.563,73.1,"Marvin Ricks",22,20,31.3,0.439,0.481,0.352,0.78,3.5,3,1.5,0.2,3.1,15,"Larry Eustachy "
providence,1991,"Big East",0.452,76.2,"Marvin Saddler",21,0,12.7,0.413,0.413,0.4,0.786,3.4,0.6,0.2,0.3,0,4.3,"Rick Barnes "
notre-dame,1991,Ind,0.545,69.8,"Matt Adamson",0,0,0,0,0,0,0,0,0,0,0,0,0,"John MacLeod "
drexel,1991,NAC,0.533,72.3,"Matt Alexander",29,0,0,0.396,0.409,0.25,0.529,0.9,1.7,0.6,0,0,2,"Bill Herrion "
providence,1991,"Big East",0.452,76.2,"Matt Alosa",26,0,9.8,0.449,0.389,0.484,0.567,1,1.4,0.5,0,0,2.9,"Rick Barnes "
drexel,1991,NAC,0.533,72.3,"Matt Attar",18,0,0,0.556,0.556,0,0.538,1.6,0.1,0.1,0.2,0,1.5,"Bill Herrion "
indiana-state,1991,MVC,0.464,60.6,"Matt Burgess",23,2,14.8,0.571,0.571,0,0.692,2.3,0.3,0.1,0.1,0.6,3.9,"Tates Locke "
morgan-state,1991,MEAC,0.207,73.2,"Matt Burrell",28,0,16.5,0.467,0.473,0,0.607,4.1,1,0.6,0.3,1.5,6.9,"Michael Holmes "
