team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
baylor,2009,"Big 12",0.778,77,"A.J. Walton",36,4,17.6,0.495,0.517,0.459,0.558,2.3,2,1.2,0.1,1.3,3.8,"Scott Drew "
murray-state,2009,OVC,0.861,76.5,"A.J. Wilson",21,0,4.2,0.75,0.737,1,0.5,1.3,0,0,0.4,0.4,1.7,"Billy Kennedy "
florida-state,2009,ACC,0.688,68.2,"A.J. Yawn",4,0,1.3,0,0,0,0,0.3,0,0,0,0,0,"Leonard Hamilton "
san-jose-state,2009,WAC,0.452,73.8,"Aalim Moor",14,0,2.6,0.167,0.167,0,1,0.1,0.1,0.1,0,0.3,0.2,"George Nessman "
la-salle,2009,A-10,0.4,70.4,"Aaric Murray",30,27,27.5,0.447,0.478,0.36,0.65,6.6,1.1,0.7,2.3,2.1,12.2,"John Giannini "
virginia-military-institute,2009,"Big South",0.345,88.6,"Aaron Blosser",5,0,2,0.429,0.5,0.333,0,0.4,0,0,0,0,1.4,"Duggar Baucom "
davidson,2009,Southern,0.516,72.3,"Aaron Bond",2,0,2,0,0,0,0,0,0,0,0,0,0,"Bob McKillop "
indiana-state,2009,MVC,0.531,66,"Aaron Carter",31,3,17.7,0.461,0.477,0.444,0.791,2.4,0.7,0.3,0,0.9,7,"Kevin McKenna "
texas-southern,2009,SWAC,0.515,67.9,"Aaron Clayborn",31,18,19.3,0.525,0.525,0,0.639,3.6,0.4,0.6,0.4,1.2,4.9,"Tony Harvey "
saint-francis-pa,2009,NEC,0.367,62.5,"Aaron DeVane",6,0,2.5,0,0,0,0,0.3,0.2,0,0,0.2,0,"Don Friday "
louisiana-state,2009,SEC,0.355,61.5,"Aaron Dotson",29,17,18.5,0.294,0.397,0.152,0.535,1.7,1,0.4,0.4,1.1,3.2,"Trent Johnson "
wichita-state,2009,MVC,0.714,69.3,"Aaron Ellis",35,30,18.7,0.443,0.446,0,0.464,2.9,0.4,0.3,0.3,0.8,3.5,"Gregg Marshall "
utah-valley,2009,GWC,0.4,63.5,"Aaron England",30,9,16.4,0.412,0.435,0.391,0.958,1.5,0.7,0.3,0.1,0.8,5.3,"Dick Hunsaker "
iowa,2009,"Big Ten",0.313,60.5,"Aaron Fuller",30,22,24.4,0.477,0.521,0.2,0.676,6.2,0.7,0.4,0.3,1.5,9.7,"Todd Lickliter "
drake,2009,MVC,0.424,66.6,"Aaron Hawley",33,2,12.3,0.41,0.42,0.397,0.72,2,0.2,0.4,0.1,0.6,4.7,"Edward Phelps "
cal-state-northridge,2009,"Big West",0.344,71.3,"Aaron Henson",4,0,2,0,0,0,0.75,0,0,0,0,0,0.8,"Bobby Braswell "
tulane,2009,CUSA,0.267,62.1,"Aaron Holmes",21,16,20.2,0.328,0.347,0.267,0.694,3.1,1.2,1,0.3,1.6,6.3,"Dave Dickerson "
wake-forest,2009,ACC,0.645,72.8,"Aaron Ingle",2,0,2,0,0,0,0,0.5,0.5,0,0,0.5,0,"Dino Gaudio "
memphis,2009,CUSA,0.706,75.4,"Aaron Jacques",9,0,1.8,0.2,0.2,0,0.75,0.8,0.1,0,0,0,0.6,"Josh Pastner "
alabama-birmingham,2009,CUSA,0.735,66.9,"Aaron Johnson",34,34,35.5,0.458,0.504,0.373,0.732,2.5,4.8,1.6,0,2.7,9.6,"Mike Davis "
longwood,2009,Ind,0.387,74.1,"Aaron Mitchell",31,19,28.1,0.404,0.433,0.273,0.764,3.5,3.3,0.9,0.3,2.5,9,"Mike Gillian "
southern-illinois,2009,MVC,0.5,70.1,"Aaron Moise",6,0,1.2,0,0,0,0,0.2,0,0,0,0,0,"Chris Lowery "
vanderbilt,2009,SEC,0.727,76.9,"Aaron Noll",8,0,1.5,0,0,0,1,0.6,0,0,0,0,0.5,"Kevin Stallings "
cornell,2009,Ivy,0.853,76.4,"Aaron Osgood",15,0,2,0.667,0.667,0,0.5,0.9,0.2,0,0,0.2,0.7,"Steve Donahue "
stephen-f-austin,2009,Southland,0.719,66.4,"Aaron Patterson",3,0,1.7,0,0,0,0,0.3,0.3,0,0,0.3,0,"Danny Kaspar "
cleveland-state,2009,Horizon,0.485,69.2,"Aaron Pogue",33,33,22.2,0.547,0.547,0,0.522,5.4,1.2,0.5,0.5,2,6.3,"Gary Waters "
ipfw,2009,Summit,0.516,68.7,"Aaron Richie",7,0,4.6,0.714,1,0.333,0.5,0.4,0,0.3,0,0,1.7,"Dane Fife "
elon,2009,Southern,0.281,66.9,"Aaron Smith",1,0,1,0,0,0,0,0,0,1,0,0,0,"Matt Matheny "
stephen-f-austin,2009,Southland,0.719,66.4,"Aaron Smith",18,0,5.6,0.421,0.455,0.375,1,1.5,0.3,0.2,0,0.2,1.3,"Danny Kaspar "
cal-state-fullerton,2009,"Big West",0.516,74.3,"Aaron Thompson",31,28,32.3,0.49,0.511,0.461,0.707,6,2.3,1.1,0.7,2.5,11.2,"Bob Burton "
sam-houston-state,2009,Southland,0.758,79.3,"Aaron Thompson",17,0,7.2,0.471,0.5,0.429,1,1.6,0.4,0.1,0.4,0.5,2.3,"Bob Marlin "
texas-pan-american,2009,GWC,0.182,61.2,"Aaron Urbanus",33,20,23.6,0.386,0.405,0.376,0.786,1.7,1.5,0.7,0.1,1.5,8,"Ryan Marks "
george-washington,2009,A-10,0.516,70.3,"Aaron Ware",31,26,19.1,0.421,0.433,0.273,0.717,3.4,1,0.4,0,1.2,6.4,"Karl Hobbs "
morehead-state,2009,OVC,0.686,71.6,"Aaron Williams",12,0,2.3,0.286,0.5,0.2,1,0.2,0.4,0.1,0,0.3,0.6,"Donnie Tyndall "
texas-southern,2009,SWAC,0.515,67.9,"Abdallah Boune",16,0,7.1,0.362,0.444,0.342,0.333,1.3,0.3,0.3,0,0.3,3.1,"Tony Harvey "
western-illinois,2009,Summit,0.433,59,"Abdou Niang",18,2,9.6,0.3,0.471,0.174,0.5,0.9,0.1,0.1,0.2,0.7,1.7,"Jim Molinari "
new-mexico-state,2009,WAC,0.647,78.3,"Abdoulaye Ndoye",12,0,5.1,0.667,0.667,0,0.5,1,0.1,0.2,0.5,0.1,0.6,"Marvin Menzies "
washington,2009,Pac-10,0.722,79.2,"Abdul Gaddy",36,29,18.2,0.417,0.462,0.15,0.564,1.4,2.3,0.5,0.1,1.7,3.9,"Lorenzo Romar "
washington-state,2009,Pac-10,0.516,71.9,"Abe Lodwick",28,21,11.7,0.393,0.5,0.324,0.846,2.5,0.4,0.2,0.3,0.5,2.5,"Ken Bone "
eastern-washington,2009,"Big Sky",0.3,68.8,"Abebe Demissie",12,1,13.5,0.396,0.516,0.176,0.564,3.8,1.6,0.4,0.6,1.2,5.3,"Kirk Earlywine "
belmont,2009,A-Sun,0.613,73.1,"Adam Barnes",16,0,2.5,0.231,0.25,0,0,0.4,0.2,0,0.1,0.1,0.4,"Rick Byrd "
air-force,2009,MWC,0.323,57.2,"Adam Brakeville",3,0,2.7,0,0,0,0,0.3,0,0,0,0,0,"Jeff Reynolds "
morgan-state,2009,MEAC,0.73,76,"Adam Braswell",9,0,2.6,0.333,1,0,0.5,0.3,0.2,0.1,0,0.1,0.3,"Todd Bozeman "
houston,2009,CUSA,0.543,78.6,"Adam Brown",33,7,19.8,0.427,0.5,0.38,0.714,2,0.8,0.9,0.2,0.7,7.9,"Tommy Penders "
nevada,2009,WAC,0.618,79.5,"Adam Carp",14,0,2.9,0.286,0.333,0,0.5,0.6,0.2,0,0.1,0.1,0.4,"David Carter "
elon,2009,Southern,0.281,66.9,"Adam Constantine",32,32,28.6,0.589,0.591,0,0.568,8.1,0.8,0.7,1.4,1.8,12.1,"Matt Matheny "
miami-oh,2009,MAC,0.438,62.4,"Adam Fletcher",30,16,26.6,0.503,0.503,0,0.623,4.5,0.6,0.4,0.5,1.6,6.6,"Charlie Coles "
california-irvine,2009,"Big West",0.438,67.6,"Adam Folker",32,9,15.1,0.48,0.486,0,0.512,4.2,0.2,0.4,0.2,0.6,2.9,"Pat Douglass "
high-point,2009,"Big South",0.5,72.3,"Adam Hall",9,0,1.3,0,0,0,0.5,0,0.2,0.2,0,0,0.1,"Scott Cherry "
penn-state,2009,"Big Ten",0.355,64.9,"Adam Highberger",9,0,5.8,0.313,0.333,0.308,0,0.1,0.1,0.1,0,0.3,1.6,"Ed DeChellis "
northern-iowa,2009,MVC,0.857,63.3,"Adam Koch",35,35,24.9,0.473,0.513,0.362,0.835,4.9,1.4,0.6,0.3,1.9,11.7,"Ben Jacobson "
missouri-state,2009,MVC,0.667,71.4,"Adam Leonard",36,36,32.7,0.397,0.414,0.39,0.786,2.4,2.2,0.6,0,1.5,13,"Cuonzo Martin "
virginia-military-institute,2009,"Big South",0.345,88.6,"Adam Lonon",29,23,20.6,0.487,0.522,0.273,0.634,1.9,3,1.2,0,1.9,3.6,"Duggar Baucom "
california-davis,2009,"Big West",0.438,69.5,"Adam Malik",32,10,17.2,0.411,0.488,0.375,0.55,1.9,1.1,0.4,0.2,1,4.7,"Gary Stewart "
holy-cross,2009,Patriot,0.29,69.3,"Adam May",20,0,13.9,0.245,0.211,0.267,0.724,1.6,0.7,0.2,0.2,0.8,2.7,"Sean Kearney "
colorado-state,2009,MWC,0.5,66.3,"Adam Nigon",32,32,27.7,0.402,0.434,0.386,0.679,2.9,1.7,1.3,0.3,1.9,8.7,"Tim Miles "
delaware,2009,CAA,0.226,63.4,"Adam Pegg",30,14,18.1,0.466,0.47,0,0.771,2.6,0.5,0.1,0.3,0.9,5,"Monte Ross "
northern-iowa,2009,MVC,0.857,63.3,"Adam Rodenberg",14,0,3.6,0.429,0.5,0,0,0.6,0,0.1,0,0.4,0.4,"Ben Jacobson "
east-tennessee-state,2009,A-Sun,0.571,69.3,"Adam Sollazzo",35,1,14.2,0.43,0.45,0.143,0.687,1.9,1.7,0.7,0.1,1.7,4,"Murry Bartow "
arkansas-state,2009,"Sun Belt",0.548,69.7,"Adam Sterrenberg",21,0,10.8,0.397,0.458,0.353,0.526,1,0.7,0.4,0,0.5,3.2,"John Brady "
drake,2009,MVC,0.424,66.6,"Adam Templeton",33,33,30.1,0.475,0.509,0.444,0.759,7.4,1,0.5,0.3,1.1,9.8,"Edward Phelps "
miami-oh,2009,MAC,0.438,62.4,"Adam Thomas",5,0,2.4,0.333,0.5,0,0,0.2,0,0,0,0.2,0.4,"Charlie Coles "
wyoming,2009,MWC,0.323,70.6,"Adam Waddell",29,17,24,0.522,0.522,0,0.62,5.4,0.3,0.6,0.8,1,9.4,"Heath Schroyer "
howard,2009,MEAC,0.219,58.4,"Adam Walker",23,12,20.3,0.377,0.383,0.286,0.377,4.9,1.2,0.3,0.7,1.3,5.1,"Gil Jackson "
cornell,2009,Ivy,0.853,76.4,"Adam Wire",34,2,11.7,0.561,0.561,0,0.6,2.6,0.7,0.7,0,0.5,1.9,"Steve Donahue "
alabama-am,2009,SWAC,0.407,65.9,"Adam Young",27,22,19.5,0.346,0.37,0,0.595,3.9,0.5,0.6,0.8,0.7,3.6,"Vann Pettaway "
ohio,2009,MAC,0.595,74.7,"Adetunji Adedipe",16,0,1.9,0.5,0.5,0,1,0.4,0,0,0,0.1,0.4,"John Groce "
hawaii,2009,WAC,0.333,68.1,"Adhar Mayen",29,21,24.8,0.439,0.54,0.313,0.697,2.9,1.4,0.5,0.2,1.3,7.1,"Bobby Nash "
lipscomb,2009,A-Sun,0.567,79.1,"Adnan Hodzic",30,30,32.3,0.604,0.604,0,0.676,9.1,0.8,0.5,0.4,2.7,22.7,"Scott Sanderson "
maryland,2009,ACC,0.727,79.7,"Adrian Bowie",33,1,15.7,0.423,0.429,0.409,0.594,2.1,1.5,0.8,0.2,0.8,4.8,"Gary Williams "
western-carolina,2009,Southern,0.647,74.3,"Adrian Gailliard",34,8,13.7,0.546,0.546,0,0.646,2.2,0.3,0.4,0.3,1.1,4,"Larry Hunter "
san-jose-state,2009,WAC,0.452,73.8,"Adrian Oliver",31,31,36.1,0.437,0.446,0.408,0.887,5.3,2.9,1,0.5,3.2,22.5,"George Nessman "
north-carolina-at,2009,MEAC,0.333,67.9,"Adrian Powell",14,1,6.9,0.227,0.4,0.176,0,1.1,0.2,0.6,0.1,0.9,0.9,"Jerry Eaves "
maryland-baltimore-county,2009,AEC,0.133,63.1,"Adrian Satchell",30,29,24.1,0.512,0.516,0.333,0.5,5.1,0.5,0.6,0.5,0.8,6.3,"Randy Monroe "
miami-fl,2009,ACC,0.606,72.4,"Adrian Thomas",33,4,22,0.429,0.48,0.421,0.75,2.7,1.4,0.7,0.2,0.8,7.3,"Frank Haith "
brown,2009,Ivy,0.355,66.9,"Adrian Williams",31,19,24.2,0.335,0.405,0.313,0.621,2.4,1.5,0.4,0.1,1.3,5.7,"Jesse Agel "
nebraska,2009,"Big 12",0.455,66.5,"Adrien Coleman",6,0,9.7,0.5,0.375,1,0.75,0.7,0,0.5,0,1.3,2.5,"Doc Sadler "
wyoming,2009,MWC,0.323,70.6,"Afam Muojeke",16,14,28.4,0.433,0.527,0.333,0.835,3.9,1.4,1.6,0.3,3.4,16.8,"Heath Schroyer "
st-francis-ny,2009,NEC,0.379,60.4,"Akeem Bennett",29,26,36,0.39,0.421,0.302,0.649,6.4,4,2.2,0.5,4.2,14.5,"Brian Nash "
st-francis-ny,2009,NEC,0.379,60.4,"Akeem Johnson",27,0,17.7,0.569,0.569,0,0.442,2.8,0.1,0.4,0.3,0.8,5.3,"Brian Nash "
rhode-island,2009,A-10,0.722,76,"Akeem Richmond",36,1,18.1,0.392,0.406,0.388,0.692,1.7,0.7,0.6,0.1,0.4,8.7,"Jim Baron "
minnesota,2009,"Big Ten",0.6,72.4,"Al Nolen",18,17,25.4,0.37,0.359,0.393,0.719,3.1,4.6,2.4,0.1,1.6,6.7,"Tubby Smith "
wake-forest,2009,ACC,0.645,72.8,"Al-Farouq Aminu",31,30,31.3,0.447,0.484,0.273,0.698,10.7,1.3,1.4,1.4,3.2,15.8,"Dino Gaudio "
ipfw,2009,Summit,0.516,68.7,"Alan Arnett",2,0,3,0,0,0,0,0,0,0,0,0.5,0,"Dane Fife "
bethune-cookman,2009,MEAC,0.515,61.2,"Albert Abrahams",33,5,18.3,0.53,0.53,0,0.573,5.2,0.5,0.4,0.7,1.3,8.5,"Clifford Reed "
georgia,2009,SEC,0.452,68.6,"Albert Jackson",30,18,16.7,0.535,0.535,0,0.579,3.3,0.3,0.2,1.1,1.1,3.3,"Mark Fox "
eastern-washington,2009,"Big Sky",0.3,68.8,"Alden Gibbs",23,14,16.4,0.288,0.298,0.222,0.528,3.3,0.6,1.3,0.1,0.6,2.6,"Kirk Earlywine "
colorado,2009,"Big 12",0.484,74.6,"Alec Burks",30,30,30.2,0.538,0.575,0.352,0.772,5,1.8,1.2,0.4,1.9,17.1,"Jeff Bzdelik "
san-diego-state,2009,MWC,0.735,70.3,"Alec Williams",12,0,7.3,0.444,0.462,0.4,0.833,1.2,0.3,0,0.1,0.3,1.9,"Steve Fisher "
norfolk-state,2009,MEAC,0.367,70.6,"Aleek Pauline",24,23,33.4,0.393,0.393,0.391,0.6,4.2,3.9,1.8,0,3.5,7.2,"Anthony Evans "
iona,2009,MAAC,0.677,66.1,"Alejo Rodriguez",30,19,22.3,0.677,0.677,0,0.489,7.5,0.8,0.7,1,1.3,9,"Kevin Willard "
butler,2009,Horizon,0.868,68.7,"Alex Anglin",11,0,1,0,0,0,0,0.1,0.1,0,0,0,0,"Brad Stevens "
missouri-kansas-city,2009,Summit,0.4,66.7,"Alex Bazzell",29,17,20.1,0.416,0.588,0.279,0.815,1.4,1.7,0.3,0,0.7,3.4,"Matt Brown "
georgia-southern,2009,Southern,0.281,70.6,"Alex Coxworth",2,0,2.5,0.333,0,0.333,0.5,0,0,0,0,0,2,"Charlton Young "
iowa-state,2009,"Big 12",0.469,70.3,"Alex Dorr",17,0,2.4,0.571,0.667,0,0.75,0.5,0.1,0,0,0.1,0.6,"Greg McDermott "
cincinnati,2009,"Big East",0.543,68.8,"Alex Eppensteiner",6,0,1.7,0,0,0,0,0,0.3,0,0,0.2,0,"Mick Cronin "
louisiana-state,2009,SEC,0.355,61.5,"Alex Farrer",1,1,4,0,0,0,0,0,0,0,0,0,0,"Trent Johnson "
siena,2009,MAAC,0.794,75.1,"Alex Franklin",34,34,32.9,0.555,0.555,0,0.668,8.1,1.4,1.4,0.9,2.4,16.1,"Fran McCaffery "
arkansas-little-rock,2009,"Sun Belt",0.267,67.6,"Alex Garcia-Mendoza",30,30,29.3,0.448,0.465,0.375,0.733,4.8,1,0.6,0.1,1.6,11.2,"Steve Shields "
kent-state,2009,MAC,0.706,70.1,"Alex Grimsley",17,0,2.8,0.167,0,1,0.333,0.5,0.1,0.2,0,0.4,0.3,"Geno Ford "
connecticut,2009,"Big East",0.529,70,"Alex Hornat",2,0,1,0,0,0,0,0,0,0,0,0,0,"Jim Calhoun "
arizona,2009,Pac-10,0.516,71.9,"Alex Jacobson",18,0,6.8,0.833,0.818,1,0.6,1,0,0.1,0.1,0.4,1.3,"Sean Miller "
illinois,2009,"Big Ten",0.583,70.8,"Alex Legion",11,1,9.9,0.297,0.389,0.211,0.667,0.9,0.5,0.3,0.1,0.4,2.7,"Bruce Weber "
northwestern,2009,"Big Ten",0.588,69.1,"Alex Marcotullio",34,0,14,0.388,0.478,0.369,0.708,1.1,1,0.9,0,0.6,4.8,"Bill Carmody "
navy,2009,Patriot,0.433,71.3,"Alex Newsome",25,0,6.2,0.593,0.593,0,0.6,1.1,0,0.1,0.2,0.5,1.6,"Billy Lange "
lafayette,2009,Patriot,0.594,72.5,"Alex Orchowski",16,0,2,0.5,0,0.5,0.5,0.4,0,0,0,0.1,0.3,"Fran OHanlon "
connecticut,2009,"Big East",0.529,70,"Alex Oriakhi",34,29,24.6,0.46,0.463,0,0.538,6.6,0.4,0.4,1.6,1,5,"Jim Calhoun "
loyola-marymount,2009,WCC,0.529,75.8,"Alex Osborne",26,0,11.3,0.583,0.583,0,0.344,2.4,0.3,0.3,0.2,0.6,2.6,"Max Good "
denver,2009,"Sun Belt",0.594,65,"Alex Pickert",3,0,1.7,1,0,1,0,0,0,0.3,0,0,1,"Joe Scott "
prairie-view,2009,SWAC,0.533,64.3,"Alex Richman",26,7,11.2,0.429,0.857,0.381,0.714,0.9,0.5,0.3,0,0.7,3.4,"Byron Rimm "
south-florida,2009,"Big East",0.606,67.5,"Alex Rivas",17,3,5.7,0.5,0.5,0,0.5,1.4,0.1,0.1,0.2,0.4,0.6,"Stan Heath "
chicago-state,2009,GWC,0.281,62.8,"Alex Roberts",22,0,2.9,0.333,0.5,0.222,0.333,0.2,0,0.1,0,0.2,0.6,"Benjy Taylor "
illinois-state,2009,MVC,0.667,69.2,"Alex Rubin",33,31,26.9,0.34,0.241,0.365,0.7,1.6,2.1,1.1,0.1,0.6,4.9,"Tim Jankovich "
alcorn-state,2009,SWAC,0.065,60.6,"Alex Savannah",27,3,14.9,0.306,0.338,0.2,0.421,1.1,1.1,0.7,0,1.4,2.7,"Larry Smith "
southern-california,2009,Pac-10,0.533,59.6,"Alex Stepheson",28,26,25.8,0.475,0.475,0,0.494,7.2,0.3,0.1,1.6,1.8,8.4,"Kevin ONeill "
akron,2009,MAC,0.686,70.6,"Alex Sullivan",6,0,2,1,1,0,0.25,0.3,0.2,0,0,0.3,0.5,"Keith Dambrot "
florida-atlantic,2009,"Sun Belt",0.467,73.4,"Alex Tucker",30,16,25.6,0.444,0.492,0.15,0.677,2.9,4.7,0.8,0.3,2.1,6.4,"Mike Jarvis "
cornell,2009,Ivy,0.853,76.4,"Alex Tyler",26,6,10.7,0.348,0.348,0,0.793,1.5,0.5,0.3,0.5,0.7,2.7,"Steve Donahue "
florida,2009,SEC,0.618,72.2,"Alex Tyus",34,34,28.4,0.503,0.506,0.4,0.683,6.9,0.4,0.5,1,1.6,11.8,"Billy Donovan "
western-michigan,2009,MAC,0.545,69.3,"Alex Wolf",30,0,10.6,0.52,0.6,0.5,0.769,0.9,1.5,0.3,0,0.6,3.4,"Steve Hawkins "
iupui,2009,Summit,0.694,74.5,"Alex Young",36,36,31.6,0.488,0.541,0.396,0.671,4.5,1.2,1.5,0.6,2.2,18.3,"Ron Hunter "
yale,2009,Ivy,0.387,66.7,"Alex Zampier",29,28,30.9,0.391,0.465,0.299,0.858,2.9,2.4,2,0.2,3.1,17.4,"James Jones "
st-francis-ny,2009,NEC,0.379,60.4,"Alexander Harrington",8,2,18.1,0.444,0.441,0.5,0.4,4.3,0,0.5,0.4,0.9,4.9,"Brian Nash "
bethune-cookman,2009,MEAC,0.515,61.2,"Alexander Starling",33,33,30.4,0.521,0.527,0,0.667,6.5,1.1,2,0.9,1.7,9.8,"Clifford Reed "
texas,2009,"Big 12",0.706,81.2,"Alexis Wangmene",30,0,7.8,0.458,0.468,0,0.6,1.8,0.1,0.2,0.5,0.4,2,"Rick Barnes "
alabama-am,2009,SWAC,0.407,65.9,"Alfred Frayer",12,1,4.3,0.5,0.5,0,0.5,1,0,0.1,0.2,0.5,0.6,"Vann Pettaway "
tennessee-tech,2009,OVC,0.469,74.2,"Alfred Jones",32,31,23.9,0.667,0.688,0.143,0.684,5.1,0.8,0.7,0.5,1.2,9.2,"Mike Sutton "
northern-iowa,2009,MVC,0.857,63.3,"Ali Farokhmanesh",35,35,30.3,0.382,0.411,0.372,0.831,1.5,1.1,0.7,0,0.8,9.7,"Ben Jacobson "
delaware-state,2009,MEAC,0.586,58.5,"Alibaba Odd",12,2,17.6,0.436,0.409,0.545,0.794,1.4,0.6,0.6,0,1.3,6.8,"Greg Jackson "
james-madison,2009,CAA,0.394,67,"Alioune Diouf",32,1,14.6,0.387,0.409,0.278,0.429,2.8,1,0.3,0.2,1.1,3.2,"Matt Brady "
grambling,2009,SWAC,0.25,63.7,"Allan Saint-Gelais",28,5,11.5,0.41,0.41,0,0.621,2.1,0.3,0.2,0.2,0.9,1.8,"Robert Washington "
pacific,2009,"Big West",0.657,65.6,"Allen Huddleston",35,1,14.7,0.347,0.446,0.284,0.657,1.7,0.6,0.5,0.1,0.8,5.5,"Bob Thomason "
miami-oh,2009,MAC,0.438,62.4,"Allen Roberts",30,16,12.4,0.311,0.323,0.293,0.69,1,0.5,0.5,0.2,1,3.5,"Charlie Coles "
arkansas-pine-bluff,2009,SWAC,0.529,63.7,"Allen Smith",34,12,24,0.323,0.286,0.34,0.675,1.6,1.9,0.7,0,1.5,4.8,"George Ivory "
south-alabama,2009,"Sun Belt",0.531,66.4,"Allyn Cooks",32,27,26.4,0.36,0.368,0.343,0.638,1.8,2.6,0.8,0,2.4,7.3,"Ronnie Arrow "
portland-state,2009,"Big Sky",0.406,78,"Alonzo Brandon",27,0,11.1,0.272,0.353,0.253,0.5,1.3,0.2,0.2,0.1,0.4,2.7,"Tyler Geving "
delaware,2009,CAA,0.226,63.4,"Alphonso Dawson",30,27,34.1,0.358,0.422,0.278,0.659,6,1.8,1.1,0.2,1.8,12.1,"Monte Ross "
canisius,2009,MAAC,0.469,66.4,"Alshwan Hymes",24,5,16.1,0.289,0.425,0.232,0.6,1.8,1,0.4,0,1.5,4.4,"Tom Parrotta "
new-hampshire,2009,AEC,0.433,60.8,"Alvin Abreu",30,30,33.3,0.358,0.396,0.308,0.748,3.3,2.1,0.8,0.3,2.2,14.4,"Bill Herrion "
james-madison,2009,CAA,0.394,67,"Alvin Brown",12,0,4.3,0.3,0.3,0,0.5,1.2,0,0,1,0.2,0.9,"Matt Brady "
fairleigh-dickinson,2009,NEC,0.344,63.3,"Alvin Mofunanya",26,25,29.6,0.412,0.414,0.25,0.615,8.7,1.2,0.4,2.1,3.4,11.3,"Greg Vetrone "
northeastern,2009,CAA,0.606,64.4,"Alwayne Bigby",32,28,18.6,0.5,0.541,0.273,0.553,1.8,0.8,0.9,0.3,0.9,3.2,"Bill Coen "
north-texas,2009,"Sun Belt",0.727,73.8,"Alzee Williams",32,0,7.6,0.328,0.485,0.161,0.636,0.7,0.2,0.2,0.1,0.6,1.9,"Johnny Jones "
jacksonville-state,2009,OVC,0.367,69.6,"Amadou Mbodji",27,17,19.7,0.566,0.566,0,0.743,5.3,0.6,0.4,1.8,0.9,5.7,"James Green "
central-florida,2009,CUSA,0.469,66.7,"Amara Thompson",9,0,1.6,1,1,0,0,0.1,0.1,0,0,0,0.7,"Kirk Speraw "
wyoming,2009,MWC,0.323,70.6,"Amath MBaye",21,0,19.9,0.463,0.563,0.111,0.548,3.2,0.5,0.5,0.9,1.8,5.6,"Heath Schroyer "
morgan-state,2009,MEAC,0.73,76,"Ameer Ali",35,21,13.3,0.545,0.545,0,0.647,4,0.4,0.4,0.3,1.1,4.4,"Todd Bozeman "
florida-am,2009,MEAC,0.29,63.4,"Amin Stevens",31,13,15.9,0.464,0.504,0.333,0.625,3.3,0.8,0.5,0.4,1.4,5.7,"Eugene Harris "
delaware-state,2009,MEAC,0.586,58.5,"Amir Bell",21,1,7.1,0.3,0.316,0,0.818,0.9,0.1,0.1,0,0.8,1.6,"Greg Jackson "
campbell,2009,A-Sun,0.633,68.6,"Amir Celestin",30,2,18.8,0.346,0.363,0.28,0.75,1.5,2,1.2,0,1.6,4.6,"Robbie Laing "
