team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
charlotte,2009,A-10,0.613,73.4,"Charles Dewhurst",31,10,15.7,0.404,0.429,0.25,0.809,3.9,1.4,0.6,0.1,1.1,2.8,"Bobby Lutz "
hampton,2009,MEAC,0.438,65.7,"Charles Funches",32,23,27.3,0.468,0.483,0.25,0.727,6.8,1.1,1.1,1.6,2,9.2,"Edward Joyner "
vanderbilt,2009,SEC,0.727,76.9,"Charles Hinkle",10,0,4.8,0.385,0.667,0.3,0.5,0.5,0.2,0.2,0,0.5,1.4,"Kevin Stallings "
memphis,2009,CUSA,0.706,75.4,"Charles Holt",7,0,2,0,0,0,0.5,0.1,0.1,0,0,0.3,0.3,"Josh Pastner "
hofstra,2009,CAA,0.559,70.8,"Charles Jenkins",34,34,36.3,0.443,0.456,0.409,0.805,4.5,3.9,1.8,0.6,3.2,20.6,"Tom Pecora "
tennessee-tech,2009,OVC,0.469,74.2,"Charles Newton",23,0,3.6,0.385,0,0.417,0.667,0.3,0.1,0.1,0,0.3,0.7,"Mike Sutton "
connecticut,2009,"Big East",0.529,70,"Charles Okwandu",30,12,7.7,0.517,0.517,0,0.143,1.6,0.1,0.2,0.4,0.6,1,"Jim Calhoun "
mississippi-state,2009,SEC,0.667,72.8,"Charles Parker",12,0,1.4,0.2,0.333,0,0.667,0.1,0,0,0,0.2,0.3,"Rick Stansbury "
south-alabama,2009,"Sun Belt",0.531,66.4,"Charles Tabet",30,9,14.8,0.37,0.37,0,0.593,3.2,0.1,0.2,0.7,0.6,1.7,"Ronnie Arrow "
hartford,2009,AEC,0.267,62.3,"Charles White",27,14,19.6,0.436,0.471,0.154,0.6,2.2,1.2,0.6,0,1.3,4.6,"Dan Leibovitz "
loyola-il,2009,Horizon,0.467,64.8,"Charles Winborne",7,0,1.4,0.25,0,1,0,0.1,0,0.1,0,0.3,0.4,"Jim Whitesell "
washington-state,2009,Pac-10,0.516,71.9,"Charlie Enquist",17,1,9.7,0.571,0.571,0,0.909,2.1,0.2,0.3,0.2,0.5,1.5,"Ken Bone "
lamar,2009,Southland,0.438,68.8,"Charlie Harper",29,26,27.9,0.451,0.5,0.238,0.588,6.4,2.1,0.9,0.3,1.8,8.4,"Steve Roccaforte "
holy-cross,2009,Patriot,0.29,69.3,"Charlie Mills",3,0,0.3,0,0,0,0,0,0,0,0,0,0,"Sean Kearney "
cleveland-state,2009,Horizon,0.485,69.2,"Charlie Woods",23,1,5.7,0.455,0.571,0.423,0,0.8,0.2,0.1,0.1,0,1.8,"Gary Waters "
bradley,2009,MVC,0.516,67.5,"Charonn Woods",1,0,1,0,0,0,0,0,1,0,0,0,0,"Jim Les "
saint-josephs,2009,A-10,0.355,69.1,"Charoy Bentley",26,0,7.6,0.393,0.542,0.281,0.429,0.7,0.6,0.4,0,0.5,2.3,"Phil Martelli "
texas-pan-american,2009,GWC,0.182,61.2,"ChaRunn Jones",27,3,13.7,0.322,0.667,0.296,1,0.8,0.9,0.3,0,0.8,3,"Ryan Marks "
alabama,2009,SEC,0.531,68.5,"Charvez Davis",32,0,17.9,0.394,0.351,0.406,0.364,1.3,0.7,0.2,0.1,0.7,6,"Anthony Grant "
wake-forest,2009,ACC,0.645,72.8,"Chas McFarland",31,25,24.6,0.446,0.46,0,0.6,7,0.8,0.5,1.2,1.9,7.2,"Dino Gaudio "
pittsburgh,2009,"Big East",0.735,68.7,"Chase Adams",27,0,10.6,0.386,0.364,0.394,0.714,0.4,0.9,0.3,0,0.5,1.9,"Jamie Dixon "
kansas,2009,"Big 12",0.917,81.6,"Chase Buford",11,0,2.3,0.333,0.333,0,0.571,0.5,0.1,0.2,0,0.1,0.5,"Bill Self "
tennessee-tech,2009,OVC,0.469,74.2,"Chase Dunn",1,0,0,0,0,0,0,0,0,1,0,0,0,"Mike Sutton "
denver,2009,"Sun Belt",0.594,65,"Chase Hallam",32,32,30.5,0.528,0.554,0.495,0.733,3.8,2.1,1.3,0.6,1.6,10.1,"Joe Scott "
duquesne,2009,A-10,0.5,70.3,"Chase Robinson",11,0,3.5,0.286,0.5,0.2,1,0.5,0,0.1,0,0.1,0.6,"Ron Everhart "
detroit-mercy,2009,Horizon,0.588,69.4,"Chase Simon",34,33,30.9,0.402,0.437,0.336,0.638,5.1,2.5,1.2,0.2,3.2,14,"Ray McCallum "
butler,2009,Horizon,0.868,68.7,"Chase Stigall",14,0,3.1,0.25,0,0.3,0.5,0.3,0.1,0,0,0.2,0.7,"Brad Stevens "
san-diego-state,2009,MWC,0.735,70.3,"Chase Tapley",33,17,23.4,0.5,0.612,0.376,0.714,2.3,2.2,1.1,0.4,1.2,7.6,"Steve Fisher "
maryland-baltimore-county,2009,AEC,0.133,63.1,"Chauncey Gilliam",29,27,29.3,0.416,0.464,0.347,0.813,3.7,1.3,1.5,0.3,2,13.3,"Randy Monroe "
sacred-heart,2009,NEC,0.483,72,"Chauncey Hardy",24,19,29.2,0.446,0.469,0.42,0.78,2.6,2.7,1.4,0.1,2.2,12.5,"Dave Bike "
hofstra,2009,CAA,0.559,70.8,"Chaz Williams",33,20,31.7,0.372,0.365,0.389,0.733,4.2,4.2,1.6,0,2.5,9.8,"Tom Pecora "
san-francisco,2009,WCC,0.4,70.5,"Chioke Walker",3,0,6.7,0.5,0.6,0,1,1,0,0,0,0.7,2.7,"Rex Walters "
texas-san-antonio,2009,Southland,0.633,70.7,"Chip Ivany",9,0,2,0.167,0.333,0,0,0.7,0.2,0.1,0.1,0.6,0.2,"Brooks Thompson "
binghamton,2009,AEC,0.419,61.6,"Chretien Lukusa",31,30,33.9,0.343,0.403,0.235,0.53,4.7,2.3,1.1,0.1,2.3,7.1,"Mark Macon "
michigan-state,2009,"Big Ten",0.757,71.8,"Chris Allen",36,27,25.5,0.43,0.468,0.398,0.733,2.8,2,0.4,0.1,1.4,8.2,"Tom Izzo "
texas-san-antonio,2009,Southland,0.633,70.7,"Chris Allen",12,0,11.1,0.395,0.353,0.75,0.833,1.3,0.6,0.3,0.3,1,3.2,"Brooks Thompson "
niagara,2009,MAAC,0.545,72.2,"Chris Armstrong",2,0,1,0,0,0,0,0,0,0,0,0,0,"Joe Mihalich "
penn-state,2009,"Big Ten",0.355,64.9,"Chris Babb",31,23,29.7,0.372,0.37,0.373,0.816,3.2,2.2,0.7,0.3,1,9.3,"Ed DeChellis "
georgia,2009,SEC,0.452,68.6,"Chris Barnes",31,10,13.5,0.507,0.507,0,0.561,3.2,0.3,0.3,0.8,0.9,3.2,"Mark Fox "
central-connecticut-state,2009,NEC,0.4,61.1,"Chris Baskerville",27,1,11.3,0.5,0.5,0,0.481,2.5,0.2,0.1,0,0.7,2.9,"Howie Dickenman "
louisiana-state,2009,SEC,0.355,61.5,"Chris Bass",31,19,24,0.333,0.431,0.182,0.421,2.3,3.2,0.8,0.2,1.3,2.3,"Trent Johnson "
louisiana-state,2009,SEC,0.355,61.5,"Chris Beattie",13,1,7.2,0.333,0.143,0.412,0.667,0.5,0.3,0.1,0,0.2,1.9,"Trent Johnson "
charlotte,2009,A-10,0.613,73.4,"Chris Braswell",31,28,22.6,0.464,0.469,0,0.76,8.6,1,0.6,0.6,2.2,9.5,"Bobby Lutz "
california-santa-barbara,2009,"Big West",0.667,67.6,"Chris Brew",15,0,8.7,0.459,0.472,0,0.476,1.1,0.8,0.6,0,0.5,2.9,"Bob Williams "
louisville,2009,"Big East",0.606,75.9,"Chris Brickley",8,0,3.9,0.75,0.667,1,0,0.4,0.4,0.1,0,0.1,1.8,"Rick Pitino "
illinois-chicago,2009,Horizon,0.267,62.5,"Chris Buchanan",29,4,15.8,0.372,0.5,0.28,0.659,1.4,0.4,0.6,0.1,1,5,"Jimmy Collins "
providence,2009,"Big East",0.387,82.4,"Chris Carter",2,0,2.5,0,0,0,0,0.5,0,0,0,0,0,"Keno Davis "
texas-am,2009,"Big 12",0.706,71.4,"Chris Chapman",4,0,1.3,1,1,0,0,0.3,0,0,0,0,0.5,"Mark Turgeon "
iowa-state,2009,"Big 12",0.469,70.3,"Chris Colvin",29,0,15.5,0.276,0.304,0.192,0.521,1.1,1.9,0.4,0.1,2,3,"Greg McDermott "
old-dominion,2009,CAA,0.75,67.1,"Chris Cooper",29,0,6.5,0.286,0.286,0,0.435,2,0.2,0.1,0.2,0.4,1.4,"Blaine Taylor "
columbia,2009,Ivy,0.393,60.2,"Chris Crockett",9,0,1.8,0.357,0.25,0.4,0,0.6,0.1,0.3,0,0.4,1.6,"Joe Jones "
santa-clara,2009,WCC,0.344,64,"Chris Cunningham",30,4,10.3,0.553,0.553,0,0.528,2.2,0.2,0.1,0.3,0.6,2,"Kerry Keating "
maryland-baltimore-county,2009,AEC,0.133,63.1,"Chris De La Rosa",30,29,33.6,0.416,0.44,0.283,0.776,2.6,5.1,1.1,0,2.3,11.7,"Randy Monroe "
alabama,2009,SEC,0.531,68.5,"Chris Dixon",5,0,2,0,0,0,0,0,0,0.2,0,0,0,"Anthony Grant "
chattanooga,2009,Southern,0.455,69.8,"Chris Early",24,2,12.2,0.387,0.44,0.258,0.696,3.2,0.6,0.3,0.3,1.1,4.4,"John Shulman "
stanford,2009,Pac-10,0.438,69.1,"Chris Ebersole",6,0,2,0.5,0.5,0,0,0.2,0.3,0,0,0.2,0.3,"Johnny Dawkins "
jacksonville,2009,A-Sun,0.606,69.8,"Chris Edwards",31,0,15.4,0.31,0.31,0.31,0.6,2.2,1,0.6,0.1,1.3,3.2,"Cliff Warren "
coastal-carolina,2009,"Big South",0.8,73.8,"Chris Evans",25,1,8,0.436,0.533,0.111,0.565,2.6,0.4,0.2,0.4,0.8,3.3,"Cliff Ellis "
rice,2009,CUSA,0.258,64,"Chris Eversley",16,1,4.9,0.357,0.438,0.25,0.286,0.8,0.1,0.2,0.1,0.4,1.6,"Ben Braun "
njit,2009,GWC,0.323,61.5,"Chris Flores",31,27,30.2,0.421,0.454,0.377,0.678,3.9,2.2,1.8,0,1.9,14.1,"Jim Engles "
drexel,2009,CAA,0.5,63.9,"Chris Fouch",30,0,21.3,0.405,0.456,0.379,0.793,1.9,1.3,0.7,0.1,1,11.3,"Bruiser Flint "
louisiana-lafayette,2009,"Sun Belt",0.433,68.1,"Chris Gradnigo",27,24,27.1,0.427,0.482,0.289,0.748,3.9,0.5,0.4,0.3,2.1,14,"Robert Lee "
valparaiso,2009,Horizon,0.469,73.3,"Chris Halvorsen",9,0,4.4,0.75,0.75,0,0.429,0.7,0.6,0.1,0,0.4,1,"Homer Drew "
portland-state,2009,"Big Sky",0.406,78,"Chris Harriel",31,1,14.1,0.371,0.377,0.357,0.667,2.3,0.5,0.5,0.1,0.9,3.9,"Tyler Geving "
navy,2009,Patriot,0.433,71.3,"Chris Harris",30,30,34.9,0.357,0.373,0.342,0.873,2.5,1.9,2,0.1,2.9,21.1,"Billy Lange "
alabama,2009,SEC,0.531,68.5,"Chris Hines",32,14,19.7,0.49,0.49,0.5,0.488,4.2,0.4,1,0.7,1.3,3.7,"Anthony Grant "
utah,2009,MWC,0.452,66.4,"Chris Hines",27,0,8.3,0.406,0.375,0.438,0.6,0.9,0.2,0.2,0.1,0.7,3.2,"Jim Boylen "
south-florida,2009,"Big East",0.606,67.5,"Chris Howard",33,33,35.8,0.436,0.521,0.278,0.7,3.9,3.8,0.7,0.3,1.7,10.3,"Stan Heath "
nicholls-state,2009,Southland,0.367,65.6,"Chris Iles",30,21,28.2,0.371,0.385,0.361,0.778,1.7,3.6,1,0,2,8.5,"J.P. Piper "
dayton,2009,A-10,0.676,70.2,"Chris Johnson",36,23,24.1,0.422,0.521,0.349,0.848,6.9,0.8,0.9,0.3,1.2,11.9,"Brian Gregory "
saint-francis-pa,2009,NEC,0.367,62.5,"Chris Johnson",30,16,20.8,0.333,0.312,0.438,0.578,1.7,2.9,1.2,0.1,1.6,3.2,"Don Friday "
prairie-view,2009,SWAC,0.533,64.3,"Chris Jones",24,23,34.6,0.407,0.426,0.32,0.738,4.9,5.2,2.7,0.2,2.8,8.3,"Byron Rimm "
san-jose-state,2009,WAC,0.452,73.8,"Chris Jones",21,10,7.7,0.395,0.438,0.167,0.625,1.2,0.4,0.1,0,0.5,1.7,"George Nessman "
northern-colorado,2009,"Big Sky",0.758,73.5,"Chris Kaba",33,8,18.9,0.477,0.519,0.412,0.742,4.2,1,0.8,0.5,1.3,7.9,"Tad Boyle "
central-michigan,2009,MAC,0.5,64.6,"Chris Kellermann",30,7,18.2,0.364,0.426,0.3,0.717,4.2,0.4,0.4,0.3,1,6.8,"Ernie Zeigler "
purdue,2009,"Big Ten",0.829,70.5,"Chris Kramer",35,34,27.8,0.565,0.616,0.273,0.747,3,2.3,1.7,0.4,1.4,6.5,"Matt Painter "
san-diego,2009,WCC,0.344,62.4,"Chris Lewis",32,30,27.5,0.478,0.525,0.42,0.673,5.6,0.8,1.1,0.3,0.8,7.6,"Bill Grier "
elon,2009,Southern,0.281,66.9,"Chris Long",32,25,30.5,0.342,0.393,0.301,0.822,2.5,4.2,1.3,0,1.6,9.9,"Matt Matheny "
marshall,2009,CUSA,0.706,79.9,"Chris Lutz",34,25,26.2,0.414,0.397,0.421,0.79,1.9,1.5,0.7,0.1,1.1,8.7,"Donnie Jones "
winthrop,2009,"Big South",0.576,61.9,"Chris Malcolm",30,1,6.6,0.357,0.357,0,0.464,2.1,0,0.1,0.4,0.6,1.4,"Randy Peele "
san-diego,2009,WCC,0.344,62.4,"Chris Manresa",30,9,17.8,0.5,0.512,0.2,0.538,4,0.3,0.3,0.6,0.6,5.4,"Bill Grier "
stony-brook,2009,AEC,0.688,68.9,"Chris Martin",31,17,22.9,0.428,0.468,0.211,0.711,3.2,1.5,0.9,0.2,1.9,10.8,"Steve Pikiell "
wagner,2009,NEC,0.161,59.1,"Chris Martin",29,25,26.8,0.367,0.417,0.335,0.778,2.2,1.4,1.2,0.1,2.2,11.7,"Mike Deane "
new-hampshire,2009,AEC,0.433,60.8,"Chris Matagrano",18,1,7,0.375,0.375,0,0.75,1.2,0.1,0.1,0.3,0.7,0.8,"Bill Herrion "
st-bonaventure,2009,A-10,0.484,70.1,"Chris Matthews",31,31,33.7,0.41,0.479,0.391,0.704,3,2.3,0.7,0.2,1.6,12.6,"Mark Schmidt "
saint-francis-pa,2009,NEC,0.367,62.5,"Chris McFarland",21,1,7.9,0.333,0.333,0.333,0.714,0.8,0.7,0.5,0.1,0.5,1,"Don Friday "
akron,2009,MAC,0.686,70.6,"Chris McKnight",35,16,21.2,0.515,0.55,0.35,0.664,4.8,1.4,0.9,0.3,1.5,9.8,"Keith Dambrot "
vanderbilt,2009,SEC,0.727,76.9,"Chris Meriweather",8,0,2.5,0.2,1,0,0,0.3,0.3,0,0,0.3,0.3,"Kevin Stallings "
kansas-state,2009,"Big 12",0.784,79.7,"Chris Merriewether",33,2,8.1,0.235,0.25,0.2,0.739,1.4,0.3,0.3,0.1,0.6,0.8,"Frank Martin "
brigham-young,2009,MWC,0.833,83.1,"Chris Miles",36,35,16.3,0.521,0.521,0,0.673,3.4,0.9,0.4,0.6,0.7,4.5,"Dave Rose "
san-jose-state,2009,WAC,0.452,73.8,"Chris Oakes",28,27,28.3,0.571,0.571,0,0.63,9,1,0.7,1.6,1.4,10.3,"George Nessman "
marquette,2009,"Big East",0.647,73.1,"Chris Otule",3,1,8.3,0.625,0.625,0,0.167,2,0,0,1.7,1,3.7,"Buzz Williams "
iona,2009,MAAC,0.677,66.1,"Chris Pelcher",20,1,6.2,0.536,0.536,0,0.5,1.5,0.1,0.2,0.1,0.2,1.9,"Kevin Willard "
liberty,2009,"Big South",0.484,67.5,"Chris Perez",31,3,15.2,0.516,0.519,0.5,0.614,1.6,0.7,0.7,0,1,5.5,"Dale Layer "
furman,2009,Southern,0.433,68.4,"Chris Picardi",3,0,2.7,0.2,0.25,0,0,0.7,0.3,0,0,0,0.7,"Jeff Jackson "
gonzaga,2009,WCC,0.794,76.9,"Chris Pontarolo-Maag",6,1,3.5,0.333,1,0,0,0.8,0.3,0,0,0.3,0.3,"Mark Few "
saint-josephs,2009,A-10,0.355,69.1,"Chris Prescott",30,12,14.5,0.36,0.49,0.282,0.696,1.2,0.9,0.3,0,1.2,4.6,"Phil Martelli "
austin-peay,2009,OVC,0.531,72.5,"Chris Reaves",26,0,6.3,0.5,0.594,0.2,0.5,0.6,0.1,0.1,0,0.2,2,"Dave Loos "
campbell,2009,A-Sun,0.633,68.6,"Chris Reynolds",25,0,5.9,0.27,0.278,0,0.6,1.7,0.1,0.4,0.1,0.6,1.4,"Robbie Laing "
oregon-state,2009,Pac-10,0.438,60.3,"Chris Richard",7,0,2.4,0.333,1,0,0,0.1,0.1,0,0,0.1,0.3,"Craig Robinson "
arkansas,2009,SEC,0.438,74.7,"Chris Roberts",1,0,2,0,0,0,0,1,0,0,0,0,0,"John Pelphrey "
bradley,2009,MVC,0.516,67.5,"Chris Roberts",31,30,29.5,0.424,0.455,0.378,0.629,4.6,2.2,1.5,0.6,1.4,9.2,"Jim Les "
jacksonville,2009,A-Sun,0.606,69.8,"Chris Rozier",19,0,5.9,0.364,0.395,0.167,0.714,0.8,0.2,0.2,0.5,0.4,2,"Cliff Warren "
prairie-view,2009,SWAC,0.533,64.3,"Chris Sights",29,0,12.9,0.357,0.404,0.154,0.724,1.3,1.5,0.6,0,1,2.5,"Byron Rimm "
kent-state,2009,MAC,0.706,70.1,"Chris Singletary",30,25,25.4,0.446,0.464,0.342,0.592,4.8,4.3,1.8,0.2,2.3,12,"Geno Ford "
florida-state,2009,ACC,0.688,68.2,"Chris Singleton",32,32,31.4,0.412,0.494,0.297,0.496,7,2.2,2.2,1.5,3,10.2,"Leonard Hamilton "
mercer,2009,A-Sun,0.485,76.2,"Chris Smith",21,2,2.6,0.381,0.412,0.25,0.429,0.8,0.1,0.2,0.1,0,1,"Bob Hoffman "
north-carolina-asheville,2009,"Big South",0.484,74.1,"Chris Stephenson",31,28,24.3,0.406,0.471,0.283,0.638,5.1,1.8,0.8,0.4,2.4,9.6,"Eddie Biedenbach "
furman,2009,Southern,0.433,68.4,"Chris Toler",29,7,12.6,0.439,0.439,0,0.667,2.3,0.2,0.2,0.6,1,2.6,"Jeff Jackson "
east-carolina,2009,CUSA,0.323,67.2,"Chris Turner",10,0,15.6,0.313,0.25,0.375,0.444,2.9,0.7,0.6,0,1.4,4.3,"Mack McCarthy "
army,2009,Patriot,0.483,60.3,"Chris Walker",29,25,20,0.488,0.488,0,0.567,4.1,0.3,0.7,0.6,1.2,4.7,"Zach Spiker "
mississippi,2009,SEC,0.686,78.4,"Chris Warren",35,34,32.9,0.426,0.46,0.404,0.817,2,3.5,1.1,0.1,2.3,17.2,"Andy Kennedy "
austin-peay,2009,OVC,0.531,72.5,"Chris Wood",1,0,3,0.5,0.5,0,0,1,0,0,0,0,2,"Dave Loos "
dayton,2009,A-10,0.676,70.2,"Chris Wright",37,37,28.6,0.501,0.534,0.211,0.676,7.3,1.2,1,1.4,2.4,13.7,"Brian Gregory "
georgetown,2009,"Big East",0.676,73.5,"Chris Wright",34,34,35.1,0.47,0.536,0.336,0.777,3,4.1,1.5,0.3,2.3,15.2,"John Thompson "
cornell,2009,Ivy,0.853,76.4,"Chris Wroblewski",34,33,29.6,0.443,0.43,0.454,0.873,2.7,3.1,0.9,0,1.9,8.9,"Steve Donahue "
norfolk-state,2009,MEAC,0.367,70.6,"Christian Morris",8,6,28.6,0.487,0.487,0,0.604,6.3,0,0.3,0.6,3.9,13.1,"Anthony Evans "
california-santa-barbara,2009,"Big West",0.667,67.6,"Christian Peterson",2,0,2.5,1,1,0,0,0,0,0.5,0,0.5,1,"Bob Williams "
texas-el-paso,2009,CUSA,0.788,75.3,"Christian Polk",32,15,24.6,0.374,0.373,0.374,0.699,2.3,1.8,1,0.1,1.4,9.4,"Tony Barbee "
saint-louis,2009,A-10,0.639,63.4,"Christian Salecich",36,31,28.3,0.335,0.471,0.246,0.736,2.3,1.8,0.6,0.2,1.6,6.4,"Rick Majerus "
iupui,2009,Summit,0.694,74.5,"Christian Siakam",32,0,5,0.553,0.553,0,0.692,1.2,0.2,0.2,0.2,0.3,1.6,"Ron Hunter "
nebraska,2009,"Big 12",0.455,66.5,"Christian Standhardinger",16,4,15.4,0.409,0.416,0.375,0.783,3.8,0.8,0.6,0.1,1.2,8.1,"Doc Sadler "
chicago-state,2009,GWC,0.281,62.8,"Christian Wall",31,30,32.5,0.373,0.403,0.329,0.724,3.5,3,1.4,0.1,2.9,12.8,"Benjy Taylor "
indiana,2009,"Big Ten",0.323,66.2,"Christian Watford",31,31,28.5,0.375,0.385,0.319,0.8,6,0.6,0.5,0.6,2.3,12,"Tom Crean "
harvard,2009,Ivy,0.724,74,"Christian Webster",29,15,25.1,0.399,0.418,0.383,0.877,2.5,1.7,0.9,0.2,1.9,8.8,"Tommy Amaker "
jackson-state,2009,SWAC,0.594,63.4,"Christian Williams",24,1,5.8,0.237,0.2,0.278,0.4,0.7,0.3,0.2,0.2,0.5,1,"Tevester Anderson "
alabama-state,2009,SWAC,0.516,64.5,"Christopher Duncan",29,11,17.9,0.404,0.477,0.186,0.593,3.7,0.6,0.5,1.7,1.3,6.1,"Lewis Jackson "
brown,2009,Ivy,0.355,66.9,"Christopher Taylor",29,5,9.4,0.357,0.357,0,0.333,1.6,0.5,0.1,0.1,0.5,1.2,"Jesse Agel "
hampton,2009,MEAC,0.438,65.7,"Christopher Tolson",28,1,12.5,0.375,0.528,0.25,0.75,1.4,0.8,0.8,0.1,0.7,3.1,"Edward Joyner "
florida-am,2009,MEAC,0.29,63.4,"Christopher Walker",31,18,27.1,0.421,0.511,0.253,0.593,5.7,1.2,0.9,0.5,1.7,8.1,"Eugene Harris "
idaho-state,2009,"Big Sky",0.241,66.4,"Chron Tatum",29,19,18.5,0.571,0.577,0.333,0.674,3.9,0.3,0.4,0.2,0.7,6,"Joe OBrien "
siena,2009,MAAC,0.794,75.1,"Clarence Jackson",33,33,26.7,0.428,0.516,0.357,0.726,2.5,0.8,1.8,0.4,1.4,13.6,"Fran McCaffery "
washington,2009,Pac-10,0.722,79.2,"Clarence Trent",23,0,5.2,0.424,0.452,0,0.737,1.7,0.2,0.1,0.1,0.9,1.8,"Lorenzo Romar "
texas-el-paso,2009,CUSA,0.788,75.3,"Claude Britten",33,8,9.6,0.591,0.591,0,0.658,2.1,0.2,0.2,0.5,0.4,4.9,"Tony Barbee "
wagner,2009,NEC,0.161,59.1,"Clayfell Harris",1,0,9,0,0,0,0,1,0,0,1,1,0,"Mike Deane "
hartford,2009,AEC,0.267,62.3,"Clayton Brothers",21,4,12.8,0.333,0.349,0.273,0.636,1.4,1,0.5,0,1.2,2.5,"Dan Leibovitz "
army,2009,Patriot,0.483,60.3,"Cleveland Richard",29,29,32.2,0.386,0.424,0.316,0.74,4.2,2.9,1.7,0.3,2.1,12.6,"Zach Spiker "
wichita-state,2009,MVC,0.714,69.3,"Clevin Hannah",32,32,30,0.451,0.483,0.425,0.904,2.8,4.7,1.3,0.1,2.1,12,"Gregg Marshall "
western-kentucky,2009,"Sun Belt",0.618,71.2,"Cliff Dixon",33,1,14.8,0.413,0.448,0.167,0.61,4.3,0.5,0.5,0.2,1.2,4.8,"Ken McDonald "
maryland,2009,ACC,0.727,79.7,"Cliff Tucker",32,1,14.8,0.49,0.561,0.347,0.733,1.7,0.8,0.5,0.3,0.8,5.7,"Gary Williams "
bethune-cookman,2009,MEAC,0.515,61.2,"Clifford Reed",33,33,37.5,0.366,0.402,0.282,0.761,3.9,4.2,1.4,0.1,3.8,15.8,"Clifford Reed "
wagner,2009,NEC,0.161,59.1,"Clifton Spiller",30,5,14.6,0.469,0.469,0,0.533,4.3,0.3,0.3,0.4,1.4,2.8,"Mike Deane "
texas,2009,"Big 12",0.706,81.2,"Clint Chapman",16,0,5.1,0.583,0.609,0,0.286,1.4,0.1,0.2,0.1,0.3,1.9,"Rick Barnes "
evansville,2009,MVC,0.3,64.8,"Clint Hopf",26,19,20,0.516,0.516,0,0.764,4.6,0.3,0.5,0.3,1,6.5,"Marty Simmons "
south-dakota-state,2009,Summit,0.467,74.2,"Clint Sargent",30,26,29.1,0.406,0.395,0.415,0.84,2.7,1.1,0.5,0.1,1.1,12.8,"Scott Nagy "
saint-marys-ca,2009,WCC,0.824,78.5,"Clint Steindl",34,26,23.8,0.415,0.52,0.377,0.813,2.6,1.1,0.6,0.1,1,6.9,"Randy Bennett "
san-diego,2009,WCC,0.344,62.4,"Clinton Houston",15,3,17.1,0.414,0.414,0,0.783,3.5,0.3,0.3,0.5,1,5.6,"Bill Grier "
montana-state,2009,"Big Sky",0.517,68.7,"Cody Anderson",26,2,10.7,0.414,0.5,0.227,0.706,1.6,0.2,0.1,0.5,0.5,2.9,"Brad Huse "
saint-louis,2009,A-10,0.639,63.4,"Cody Ellis",22,19,28,0.376,0.5,0.3,0.635,4.9,1.2,0.9,0.1,1,10.5,"Rick Majerus "
weber-state,2009,"Big Sky",0.645,76.2,"Cody Larson",2,0,1.5,0.25,0,0.333,0,0,0,0,0,0.5,1.5,"Randy Rahe "
arkansas,2009,SEC,0.438,74.7,"Cody Lay",1,0,2,0.5,1,0,0,0,0,1,0,0,2,"John Pelphrey "
portland,2009,WCC,0.656,72.1,"Cody Mivshek",12,0,1.8,0.429,0.4,0.5,0,0.6,0.1,0.1,0,0,0.6,"Eric Reveno "
new-hampshire,2009,AEC,0.433,60.8,"Colbey Santos",25,3,13.4,0.327,0.44,0.291,0.6,1.2,0.6,0.4,0.1,0.6,4,"Bill Herrion "
louisiana-lafayette,2009,"Sun Belt",0.433,68.1,"Colby Batiste",30,22,17.1,0.58,0.58,0,0.595,3.7,0.2,0.2,1,0.9,3.5,"Robert Lee "
louisiana-monroe,2009,"Sun Belt",0.387,68,"Colby Carr",25,8,17.1,0.431,0.442,0.2,0.73,2.8,1.4,0.8,0.2,1.6,4.9,"Orlando Early "
charlotte,2009,A-10,0.613,73.4,"Colby Lewis",6,0,1.5,0.6,0,0.6,0,0.2,0,0,0,0.2,1.5,"Bobby Lutz "
georgia-southern,2009,Southern,0.281,70.6,"Colby Wohlleb",27,12,20.5,0.467,0.37,0.488,0.783,2.5,0.4,0.4,0.1,0.8,8.1,"Charlton Young "
kansas,2009,"Big 12",0.917,81.6,"Cole Aldrich",36,36,26.8,0.562,0.562,0,0.679,9.8,0.9,0.8,3.5,1.6,11.3,"Bill Self "
campbell,2009,A-Sun,0.633,68.6,"Cole Dewey",11,0,2.9,0.1,0.25,0,0.5,0.3,0.2,0,0,0.3,0.4,"Robbie Laing "
radford,2009,"Big South",0.613,71.5,"Cole Wilder",18,1,4,0.267,0.2,0.3,0.75,0.4,0.2,0.2,0,0.3,0.9,"Brad Greenberg "
california-riverside,2009,"Big West",0.414,63.2,"Colin Chadwick",3,0,3,0.333,0.333,0,0,0.7,0,0,0,0,0.7,"Jim Wooldridge "
bucknell,2009,Patriot,0.452,67,"Colin Klebon",16,0,5.3,0.321,0.321,0,0.636,1.2,0.3,0.3,0.1,0.2,1.6,"Dave Paulsen "
fairfield,2009,MAAC,0.676,71,"Colin Nickerson",34,5,17.7,0.418,0.523,0.217,0.789,1.8,1.1,0.8,0.1,1.1,4.5,"Ed Cooley "
furman,2009,Southern,0.433,68.4,"Colin Reddick",29,17,14.4,0.421,0.421,0,0.645,4.6,0.2,0.5,1.3,1.6,4.8,"Jeff Jackson "
