team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
tennessee-state,2017,OVC,0.5,66.6,"A.C. Reid",10,1,10.2,0.143,0,0.143,0,0.7,0.4,0.2,0.1,0.3,1.2,"Dana Ford "
hampton,2017,MEAC,0.529,79.5,"A.J. Astroth",6,1,11.5,0.412,0.467,0,0.833,3.5,0.5,0.3,0.5,0.5,3.2,"Edward Joyner "
chattanooga,2017,Southern,0.303,69.4,"A.J. Bowers",14,0,5.3,0.75,1,0,1,1,0.1,0.1,0.1,0.3,0.6,"Lamont Paris "
central-florida,2017,AAC,0.594,62.7,"A.J. Davis",31,31,33,0.436,0.489,0.33,0.689,7.6,2.2,0.9,0.4,2.1,12.2,"Johnny Dawkins "
ohio,2017,MAC,0.452,75.3,"A.J. Gareri",10,0,6.1,0.222,0.25,0.2,0.667,0.7,0.1,0,0,0.4,0.9,"Saul Phillips "
new-mexico-state,2017,WAC,0.824,75.6,"A.J. Harris",33,33,27.7,0.403,0.486,0.291,0.552,1.9,2.9,0.9,0.3,1.6,9.4,"Chris Jans "
morehead-state,2017,OVC,0.276,70.4,"A.J. Hicks",29,22,30.5,0.424,0.483,0.313,0.639,3,4.2,1.8,0.3,2.9,11,"Preston Spradlin "
north-dakota-state,2017,Summit,0.469,74.4,"A.J. Jacobson",32,32,25.8,0.48,0.532,0.447,0.9,4.1,1.6,0.4,0.3,0.8,9.5,"David Richman "
california-davis,2017,"Big West",0.667,72.4,"A.J. John",33,13,21.1,0.477,0.613,0.385,0.778,4,0.4,0.3,0.5,0.8,7.9,"Jim Les "
rice,2017,CUSA,0.226,68.2,"A.J. Lapray",10,2,21.1,0.413,0.368,0.429,1,3.3,0.8,1,0,1.5,9.1,"Scott Pera "
north-texas,2017,CUSA,0.526,74.4,"A.J. Lawson",37,30,25.3,0.412,0.453,0.208,0.555,4.9,2.1,0.8,0.3,2,9,"Grant McCasland "
colorado,2017,Pac-12,0.531,72.1,"A.J. Martinka",1,0,1,0,0,0,0,0,0,0,0,1,0,"Tad Boyle "
alcorn-state,2017,SWAC,0.344,70.1,"A.J. Mosby",32,31,32.2,0.503,0.574,0.4,0.866,4.7,3.9,1.4,0.1,2,15.2,"Montez Robinson "
george-mason,2017,A-10,0.485,71.8,"A.J. Wilson",31,1,11.6,0.477,0.507,0.308,0.56,2.9,0.1,0.3,1.1,0.6,3.7,"Dave Paulsen "
eastern-kentucky,2017,OVC,0.355,71.9,"A.J. Youngman",28,6,14.4,0.379,0.316,0.395,0.75,1.3,0.6,0.4,0.1,0.5,3.8,"Dan McHale "
clemson,2017,ACC,0.714,73.8,"Aamir Simms",34,12,15.4,0.473,0.565,0.326,0.577,3.2,0.6,0.2,0.9,0.6,4,"Brad Brownell "
north-carolina-at,2017,MEAC,0.571,74.9,"Aaren Edmead",31,16,25.1,0.369,0.409,0.325,0.828,2,2.9,0.7,0,2.1,9.6,"Jay Joyner "
rutgers,2017,"Big Ten",0.441,65.2,"Aaren Smith",5,0,2.2,0,0,0,0,0.8,0.2,0.2,0,0.4,0,"Steve Pikiell "
stephen-f-austin,2017,Southland,0.8,80.5,"Aaron Augustin",34,27,23.4,0.402,0.431,0.367,0.63,2,3.3,1.5,0.1,1.6,4.1,"Kyle Keller "
iupui,2017,Horizon,0.367,68.2,"Aaron Brennan",30,30,27.3,0.464,0.509,0.345,0.797,4.5,1.6,1,0.6,1.8,12.4,"Jason Gardner "
maine,2017,AEC,0.188,66.9,"Aaron Calixte",32,32,33.2,0.476,0.536,0.386,0.899,3.1,3.2,0.9,0.1,3.8,16.9,"Bob Walsh "
texas-southern,2017,SWAC,0.444,77.4,"Aaron Campbell",3,0,1.3,0,0,0,0,0.3,0.3,0.3,0,0.3,0,"Mike Davis "
old-dominion,2017,CUSA,0.781,73.3,"Aaron Carver",31,2,18.2,0.441,0.456,0,0.5,4,0.6,0.5,0.7,0.7,2.2,"Jeff Jones "
southern-illinois,2017,MVC,0.606,69.9,"Aaron Cook",33,32,30,0.439,0.476,0.384,0.696,2.3,2.7,1.4,0.3,2.2,9.8,"Barry Hinson "
louisiana-state,2017,SEC,0.545,77.5,"Aaron Epps",32,28,23.9,0.523,0.684,0.34,0.765,5.5,0.4,0.4,0.9,0.8,9.5,"Will Wade "
northwestern,2017,"Big Ten",0.469,68.8,"Aaron Falzon",28,10,16,0.349,0.273,0.375,0.853,1.7,0.5,0.3,0.2,0.5,5.5,"Chris Collins "
saint-louis,2017,A-10,0.515,65.8,"Aaron Hines",33,1,22.6,0.319,0.336,0.302,0.64,1.6,1.6,0.8,0,1.4,6.1,"Travis Ford "
ucla,2017,Pac-12,0.636,81.2,"Aaron Holiday",33,33,37.7,0.461,0.486,0.429,0.828,3.7,5.8,1.3,0.2,3.8,20.3,"Steve Alford "
illinois,2017,"Big Ten",0.438,75.8,"Aaron Jordan",32,6,20.1,0.467,0.471,0.463,0.844,3.1,0.7,0.8,0.2,0.9,7.9,"Brad Underwood "
lipscomb,2017,A-Sun,0.697,82.1,"Aaron Korn",33,0,15.5,0.377,0.524,0.3,0.658,3.7,1,0.3,0.1,0.8,4.3,"Casey Alexander "
seattle,2017,WAC,0.588,76.1,"Aaron Menzies",34,33,26.9,0.609,0.609,0,0.648,8.9,0.6,0.3,2.3,1.2,11.3,"Jim Hayford "
wisconsin,2017,"Big Ten",0.455,66.8,"Aaron Moesch",26,0,6,0.778,0.714,1,0.933,0.5,0.3,0.1,0,0.2,1.2,"Greg Gard "
seattle,2017,WAC,0.588,76.1,"Aaron Nettles",32,2,7.6,0.417,0.625,0.385,0.765,0.7,0.3,0.2,0,0.3,2.6,"Jim Hayford "
southern,2017,SWAC,0.455,69.1,"Aaron Ray",29,2,14.2,0.357,0.312,0.423,0.614,2.8,0.4,0.7,0,1.3,5.1,"Morris Scott "
quinnipiac,2017,MAAC,0.364,71.6,"Aaron Robinson",30,0,15.6,0.415,0.714,0.353,0.167,2.4,0.5,0.5,0,0.3,3.1,"Baker Dunleavy "
north-carolina,2017,ACC,0.703,81.6,"Aaron Rohlman",21,1,1.5,1,1,0,0,0.4,0.1,0,0,0.1,0.3,"Roy Williams "
wake-forest,2017,ACC,0.355,73.3,"Aaron Spivey",10,0,0.9,0.5,1,0,0.333,0,0,0.1,0,0,0.3,"Danny Manning "
butler,2017,"Big East",0.6,78.9,"Aaron Thompson",35,32,24.1,0.396,0.429,0.133,0.539,1.4,3.4,1.1,0.4,1.7,4.3,"LaVall Jordan "
manhattan,2017,MAAC,0.452,69.3,"Aaron Walker",23,11,20.9,0.38,0.394,0.352,0.652,2,2,1.4,0.1,2.4,8.2,"Steve Masiello "
central-arkansas,2017,Southland,0.514,80.5,"Aaron Weidenaar",26,1,6.5,0.357,0.545,0.29,0.5,0.7,0.3,0,0.1,0.4,1.5,"Russ Pennell "
princeton,2017,Ivy,0.448,72.6,"Aaron Young",28,3,17.4,0.392,0.474,0.372,1,0.9,1.1,0.4,0,0.5,4.2,"Mitch Henderson "
dartmouth,2017,Ivy,0.259,68.2,"Aaryn Rai",25,17,18.4,0.364,0.305,0.438,0.733,3,0.8,0.6,0.2,1.1,4.8,"David McLaughlin "
stetson,2017,A-Sun,0.375,75.4,"Abayomi Iyiola",32,8,19.2,0.519,0.525,0,0.677,6.2,0.2,0.5,0.7,1.1,10.1,"Corey Williams "
georgia-tech,2017,ACC,0.406,65.7,"Abdoulaye Gueye",31,23,21.7,0.467,0.489,0.182,0.603,4.4,1.1,0.6,1.1,1.4,5.9,"Josh Pastner "
mississippi-state,2017,SEC,0.676,73.4,"Abdul Ado",36,36,26.5,0.615,0.615,0,0.513,6.4,0.4,0.8,1.9,2,7.8,"Ben Howland "
missouri-state,2017,MVC,0.545,70.1,"Abdul Fofana",13,0,5.2,0.444,0.444,0,0.6,1.2,0.1,0.3,0.1,0.4,0.8,"Paul Lusk "
njit,2017,A-Sun,0.467,74.9,"Abdul Lewis",28,28,29,0.508,0.521,0.4,0.657,8.8,2,0.4,0.9,3,12.1,"Brian Kennedy "
charleston-southern,2017,"Big South",0.484,72,"Abdul Sarki",6,0,7.5,0.429,0.429,0,0.833,2.7,0,0.2,0,0.5,2.8,"Barclay Radebaugh "
north-carolina-state,2017,ACC,0.636,81.3,"Abdul-Malik Abu",27,14,14.9,0.467,0.5,0.1,0.565,3.4,0.4,0.4,0.5,1,5.2,"Kevin Keatts "
quinnipiac,2017,MAAC,0.364,71.6,"Abdulai Bundu",33,24,20.4,0.55,0.55,0,0.667,5.8,0.4,0.3,0.6,1,5.2,"Baker Dunleavy "
utah-state,2017,MWC,0.5,73.2,"Abel Porter",23,3,7.4,0.381,0.5,0.222,0.533,0.7,0.7,0.3,0,0.4,1.1,"Tim Duryea "
denver,2017,Summit,0.5,73.1,"Abiola Akintola",29,10,11.1,0.5,0.5,0,0.286,2.2,0.4,0.2,0.2,0.5,1.9,"Rodney Billups "
eastern-illinois,2017,OVC,0.387,66.6,"Aboubacar Diallo",31,6,13,0.414,0.414,0,0.727,3,0.5,0.2,1.5,0.3,1,"Jay Spoonhour "
sam-houston-state,2017,Southland,0.583,71.4,"Abrian Edwards",32,19,21.4,0.504,0.543,0.304,0.681,3.7,2.3,0.7,0.1,1.7,6.1,"Jason Hooten "
oregon,2017,Pac-12,0.639,78.3,"Abu Kigab",35,0,7.7,0.344,0.41,0.227,0.409,1.1,0.2,0.4,0.2,0.5,1.6,"Dana Altman "
mount-st-marys,2017,NEC,0.563,72.8,"Ace Stallings",8,0,5.4,0.4,0.4,0,0.4,1.1,0.3,0.1,0.3,0.1,0.8,"Jamion Christian "
austin-peay,2017,OVC,0.559,73.9,"Acoydan McCarthy",23,0,4.7,0.333,0.353,0.25,0.333,0.5,0.2,0.1,0,0.3,0.8,"Matt Figger "
wright-state,2017,Horizon,0.714,71.4,"Adam Giles",7,1,2.4,0,0,0,0.5,0.4,0.1,0.3,0,0.1,0.1,"Scott Nagy "
bryant,2017,NEC,0.097,70,"Adam Grant",27,26,36.9,0.377,0.409,0.342,0.702,3.3,2.5,1,0,2.5,15.6,"Tim OShea "
central-michigan,2017,MAC,0.583,78.8,"Adam Kozinski",6,1,1.3,0.143,0,0.143,0,0.2,0,0,0,0,0.5,"Keno Davis "
northern-iowa,2017,MVC,0.5,64.3,"Adam McDermott",8,0,9.8,0.357,0,0.417,1,0.9,0.5,0.5,0,0.3,2,"Ben Jacobson "
george-washington,2017,A-10,0.455,67.4,"Adam Mitola",13,0,2.6,0,0,0,0.5,0.4,0.2,0.1,0,0.1,0.1,"Maurice Joseph "
winthrop,2017,"Big South",0.613,79.5,"Adam Pickett",31,18,20.9,0.547,0.621,0.383,0.718,3,1.8,0.9,0.4,2.2,9.3,"Pat Kelsey "
western-carolina,2017,Southern,0.406,68.4,"Adam Sledd",31,2,6.8,0.475,0.475,0,0.4,1.2,0.2,0.1,0.2,0.2,1.9,"Larry Hunter "
coppin-state,2017,MEAC,0.156,60.8,"Adam Traore",25,18,22,0.356,0.404,0.212,0.789,5.6,1.2,0.3,0.2,2.1,6.4,"Juan Dixon "
stetson,2017,A-Sun,0.375,75.4,"Adam Webb",13,0,5.8,0.4,0.4,0,0,1.3,0,0,0.6,0.5,1.2,"Corey Williams "
missouri,2017,SEC,0.606,72.7,"Adam Wolf",4,0,2.5,0.75,0,1,0,0,0,0.3,0,0,2.3,"Cuonzo Martin "
loyola-il,2017,MVC,0.842,71.6,"Adarius Avery",12,0,7.8,0.481,0.5,0,0.667,1.9,0.3,0.1,0.2,0.6,3,"Porter Moser "
rice,2017,CUSA,0.226,68.2,"Addison Owen",2,0,2,0,0,0,0,1,0,0.5,0,0,0,"Scott Pera "
denver,2017,Summit,0.5,73.1,"Ade Murkey",30,29,24.8,0.426,0.438,0.125,0.642,4.2,2.7,0.7,0.4,2.4,7.5,"Rodney Billups "
western-michigan,2017,MAC,0.531,75.1,"Adida Ikongshul",16,0,7.8,0.381,0.333,0.667,0.333,1.9,0.3,0.1,0,0.5,1.2,"Steve Hawkins "
montana,2017,"Big Sky",0.765,77.2,"Admir Besovic",18,0,1.7,0.667,0.667,0,1,0.3,0.1,0,0.1,0.1,0.7,"Travis DeCuire "
tennessee,2017,SEC,0.743,73.8,"Admiral Schofield",35,34,28.1,0.447,0.483,0.395,0.756,6.4,1.5,1,0.4,1.8,13.9,"Rick Barnes "
texas-am,2017,SEC,0.629,75.2,"Admon Gilder",30,29,32,0.458,0.506,0.395,0.821,4.1,2.6,1.2,0.2,1.7,12.3,"Billy Kennedy "
kent-state,2017,MAC,0.5,73,"Adonis De La Rosa",34,32,25.7,0.564,0.564,0,0.785,7.6,1,0.6,0.6,3.3,11.8,"Rob Senderoff "
texas-pan-american,2017,WAC,0.455,75.5,"Adonis Rwabigwi",29,5,9.2,0.357,0.357,0,0.719,1.9,0.1,0.2,0.3,0.5,1.8,"Lew Hill "
dartmouth,2017,Ivy,0.259,68.2,"Adrease Jackson",26,2,12.5,0.534,0.535,0.531,0.654,3.8,0.3,0.2,0.3,0.8,5.5,"David McLaughlin "
syracuse,2017,ACC,0.622,66.6,"Adrian Autry",3,0,0.7,0,0,0,0,0,0,0,0,0,0,"Jim Boeheim "
mcneese-state,2017,Southland,0.414,75.3,"Adrian Brown",26,2,5.5,0.4,0.41,0,0.632,1.2,0.2,0.2,0.2,0.3,1.7,"Dave Simmons "
texas-san-antonio,2017,CUSA,0.571,78.3,"Adrian Rodriguez",1,0,14,0.714,0.714,0,0,8,1,0,0,0,10,"Steve Henson "
arkansas,2017,SEC,0.657,80.5,"Adrio Bailey",31,16,14.2,0.541,0.541,0,0.606,2.5,0.5,0.5,0.7,0.6,4.1,"Mike Anderson "
montana,2017,"Big Sky",0.765,77.2,"Ahmaad Rorie",34,34,35.8,0.422,0.468,0.339,0.85,3.9,3.7,1.2,0.1,2,17.2,"Travis DeCuire "
old-dominion,2017,CUSA,0.781,73.3,"Ahmad Caver",32,29,37.2,0.408,0.464,0.349,0.667,3.5,6.2,2.3,0.2,2,14.2,"Jeff Jones "
albany-ny,2017,AEC,0.688,74.2,"Ahmad Clark",29,1,10.6,0.341,0.271,0.419,0.765,1.1,0.9,0.5,0.1,0.9,3.7,"Will Brown "
maryland-eastern-shore,2017,MEAC,0.219,62.3,"Ahmad Frost",32,28,33.4,0.362,0.418,0.316,0.667,3,2.4,1.3,0,2.2,10.8,"Bobby Collins "
north-carolina-asheville,2017,"Big South",0.618,75.2,"Ahmad Thomas",32,32,32.1,0.502,0.54,0.274,0.664,5.8,2.8,1.9,0.3,2.4,16.5,"Nick McDevitt "
iowa,2017,"Big Ten",0.424,79.7,"Ahmad Wagner",30,7,9.1,0.5,0.528,0.333,0.333,1.7,0.6,0.2,0.1,0.6,1.7,"Fran McCaffery "
texas-christian,2017,"Big 12",0.636,82.1,"Ahmed Hamdy Mohamed",32,0,13.2,0.5,0.5,0,0.671,3,0.2,0.3,0.3,0.9,5.9,"Jamie Dixon "
virginia-tech,2017,ACC,0.636,79.8,"Ahmed Hill",33,22,25.2,0.49,0.61,0.41,0.738,3,0.9,0.4,0.1,0.8,10.6,"Buzz Williams "
siena,2017,MAAC,0.25,67.7,"Ahsante Shivers",32,21,24.9,0.378,0.411,0.307,0.722,3.9,1.3,0.6,0.2,2,8.3,"Jimmy Patsos "
fairfield,2017,MAAC,0.515,75.9,"Aidas Kavaliauskas",20,16,30.1,0.467,0.529,0.385,0.667,2.8,4.6,1.4,0.1,2.2,5.4,"Sydney Johnson "
pennsylvania,2017,Ivy,0.727,75.9,"AJ Brodeur",33,33,31,0.538,0.605,0.286,0.611,7.2,2.5,0.9,1.2,2.5,13.1,"Steve Donahue "
south-alabama,2017,"Sun Belt",0.438,69.6,"AJ Caldwell",4,0,5,0.125,1,0,0.667,0.8,0.3,0,0.3,0.5,1,"Matthew Graves "
wagner,2017,NEC,0.697,74.2,"AJ Sumbry",33,32,19.4,0.459,0.459,0,0.555,6.5,0.5,0.4,1.8,1.5,6.4,"Bashir Mason "
coastal-carolina,2017,"Sun Belt",0.438,71.8,"Ajay Sanders",32,16,23.5,0.329,0.3,0.347,0.722,3.5,1.2,0.3,0.2,1.4,4.8,"Cliff Ellis "
marshall,2017,CUSA,0.694,83.8,"Ajdin Penava",34,34,29.4,0.562,0.65,0.34,0.753,8.5,1.9,0.9,3.9,2,15.6,"Dan DAntoni "
kent-state,2017,MAC,0.5,73,"Akiean Frederick",25,4,10,0.549,0.605,0.25,0.609,2,0.3,0.2,0.3,0.8,2.9,"Rob Senderoff "
hampton,2017,MEAC,0.529,79.5,"Akim Mitchell",33,33,26.8,0.5,0.513,0.438,0.813,4.5,1.5,0.7,0.1,1,8,"Edward Joyner "
rice,2017,CUSA,0.226,68.2,"Ako Adams",31,29,29.7,0.362,0.396,0.338,0.804,2.6,3.2,0.8,0,2.6,10.5,"Scott Pera "
utah-valley,2017,WAC,0.676,78.1,"Akolda Manyang",31,25,21.5,0.63,0.63,0,0.697,8.1,0.8,0.4,2.3,2.4,13.1,"Mark Pope "
southern-methodist,2017,AAC,0.515,69.5,"Akoy Agau",27,9,16.1,0.512,0.549,0.333,0.7,3.6,0.6,0.3,0.4,1.2,5,"Tim Jankovich "
stony-brook,2017,AEC,0.406,68.9,"Akwasi Yeboah",32,31,28.5,0.452,0.542,0.355,0.803,5.1,1.4,0.9,0.2,2.3,15.3,"Jeff Boals "
quinnipiac,2017,MAAC,0.364,71.6,"Alain Chigha",29,18,12.8,0.377,0.487,0.182,0.471,1.8,0.3,1,0.1,0.6,2,"Baker Dunleavy "
wyoming,2017,MWC,0.606,79.8,"Alan Herndon",33,32,31.9,0.512,0.671,0.336,0.609,5.7,2,0.8,2.2,1.3,11.8,"Allen Edwards "
wright-state,2017,Horizon,0.714,71.4,"Alan Vest",14,0,5,0.308,0.375,0.2,1,0.9,0.3,0.1,0,0.3,0.8,"Scott Nagy "
temple,2017,AAC,0.515,69.9,"Alani Moore",27,0,13,0.319,0.438,0.254,0.556,1.1,1,0.9,0,0.5,3.1,"Fran Dunphy "
savannah-state,2017,MEAC,0.469,86.1,"Alante Fenner",31,24,26.5,0.398,0.468,0.307,0.763,4.6,2.4,1.5,0,2.1,14,"Horace Broadnax "
sam-houston-state,2017,Southland,0.583,71.4,"Albert Almanza",22,2,17.3,0.357,0.37,0.353,0.444,2.1,0.6,0.5,0.1,0.5,5.2,"Jason Hooten "
binghamton,2017,AEC,0.355,69.3,"Albert Odero",15,1,9.6,0.34,0.417,0.143,0.625,1.3,0.6,0.3,0.2,0.7,3.4,"Tommy Dempsey "
oral-roberts,2017,Summit,0.344,72.9,"Albert Owens",31,17,24.6,0.485,0.485,0.5,0.694,4.2,0.7,0.5,1.6,1.3,11.5,"Paul Mills "
princeton,2017,Ivy,0.448,72.6,"Alec Brennan",26,7,8.2,0.477,0.48,0.474,0.5,0.7,0.3,0.1,0.3,0.4,2.2,"Mitch Henderson "
north-carolina-asheville,2017,"Big South",0.618,75.2,"Alec Wnuk",34,14,19.8,0.549,0.598,0.188,0.636,2.6,1.3,0.3,0.1,1.6,5.2,"Nick McDevitt "
ucla,2017,Pac-12,0.636,81.2,"Alec Wulff",10,0,2.4,0.5,0,0.6,1,0,0.2,0.1,0,0.1,1.1,"Steve Alford "
wisconsin,2017,"Big Ten",0.455,66.8,"Aleem Ford",33,20,24.4,0.4,0.375,0.409,0.818,2.8,0.9,0.3,0.2,0.8,5.8,"Greg Gard "
missouri-kansas-city,2017,WAC,0.313,70.3,"Aleer Leek",32,31,22.4,0.344,0.402,0.231,0.755,4,0.2,0.3,1,1.5,4.8,"Kareem Richardson "
cal-poly,2017,"Big West",0.29,67.2,"Aleks Abrams",24,5,13.4,0.447,0.447,0,0.727,4.3,0.4,0.2,0.6,0.6,2.4,"Joe Callero "
tennessee-tech,2017,OVC,0.576,73.1,"Aleksa Jugovic",23,20,29.8,0.457,0.505,0.414,0.857,1.9,3.1,1,0.1,2.1,12.3,"Steve Payne "
marist,2017,MAAC,0.194,72.2,"Aleksandar Dozic",29,17,23.1,0.397,0.519,0.313,0.688,4.3,1.8,0.3,0.2,1.7,7.3,"Mike Maker "
grand-canyon,2017,WAC,0.647,73.9,"Alessandro Lever",34,27,21.3,0.453,0.5,0.321,0.766,4.4,1.2,0.4,0.4,1.7,12.2,"Dan Majerle "
nebraska-omaha,2017,Summit,0.29,76.5,"Alex Allbery",26,1,8.3,0.463,0.481,0.429,0.6,0.9,0.3,0.4,0,0.5,1.8,"Derrin Hansen "
arizona,2017,Pac-12,0.771,80.5,"Alex Barcello",21,0,9.6,0.391,0.5,0.308,0.75,1,0.9,0.1,0,0.4,2.4,"Sean Miller "
yale,2017,Ivy,0.516,74.6,"Alex Copeland",30,24,26.6,0.449,0.478,0.358,0.867,2.5,2.7,1.1,0,2.1,11.2,"James Jones "
chicago-state,2017,WAC,0.094,67.8,"Alex Dubovitskiy",24,1,8.2,0.387,0.6,0.286,0.714,0.8,0.2,0.2,0,0.5,1.5,"Tracy Dildy "
morgan-state,2017,MEAC,0.419,73.3,"Alex Ennis",25,5,9.6,0.355,0.355,0,0.667,2,0.1,0.2,0.1,0.4,1.3,"Todd Bozeman "
san-diego,2017,WCC,0.588,70.1,"Alex Floresca",34,7,11.4,0.446,0.439,0.5,0.595,1.9,0.6,0.2,0.1,1,2.6,"Lamont Smith "
tulsa,2017,AAC,0.613,73.5,"Alex Foree",3,0,1,0.5,1,0,0,0.3,0,0,0,0,0.7,"Frank Haith "
albany-ny,2017,AEC,0.688,74.2,"Alex Foster",32,1,15.1,0.536,0.541,0,0.517,4.7,0.3,0.4,0.9,1.1,4.6,"Will Brown "
california-santa-barbara,2017,"Big West",0.719,75.8,"Alex Hart",24,1,6.3,0.452,0.452,0,0.563,1.6,0,0.1,0.2,0.3,1.5,"Joe Pasternack "
troy,2017,"Sun Belt",0.485,75,"Alex Hicks",33,31,26.4,0.558,0.601,0.362,0.74,8.4,1.1,0.7,1.1,1.7,11.7,"Phil Cunningham "
boise-state,2017,MWC,0.719,78.2,"Alex Hobbs",32,8,25.5,0.489,0.545,0.309,0.878,2.6,2.6,0.4,0,2.3,8.7,"Leon Rice "
furman,2017,Southern,0.697,79.4,"Alex Hunter",33,1,14,0.465,0.6,0.373,0.778,1.5,1.1,0.2,0,0.5,3.2,"Bob Richey "
wisconsin,2017,"Big Ten",0.455,66.8,"Alex Illikainen",25,0,6.8,0.389,0.167,0.5,0,0.9,0.4,0,0.1,0.2,0.8,"Greg Gard "
army,2017,Patriot,0.433,74.3,"Alex King",30,0,19.5,0.443,0.434,0.457,0.695,3.5,0.8,0.6,0.6,1.7,9.3,"Jimmy Allen "
navy,2017,Patriot,0.625,68.7,"Alex Loehr",2,0,2,1,0,1,0.5,1,0,0,0,0,2,"Ed DeChellis "
norfolk-state,2017,MEAC,0.424,72.7,"Alex Long",32,31,26.9,0.513,0.52,0,0.552,5.8,0.9,0.9,0.8,2,10.5,"Robert Jones "
gonzaga,2017,WCC,0.865,83.5,"Alex Martin",3,0,2,0.333,1,0,0.5,0.3,0,0,0,0,1,"Mark Few "
north-carolina-central,2017,MEAC,0.543,72,"Alex Mills",7,0,3.1,0.1,0.25,0,1,0.1,0,0,0,0,0.4,"LeVelle Moton "
memphis,2017,AAC,0.618,70.8,"Alex Moffatt",2,0,3.5,0,0,0,0,0,0,0,0,0.5,0,"Tubby Smith "
duke,2017,ACC,0.784,84.4,"Alex OConnell",36,1,10.5,0.477,0.465,0.489,0.737,1.4,0.5,0.3,0.1,0.4,3.3,"Mike Krzyzewski "
ucla,2017,Pac-12,0.636,81.2,"Alex Olesinski",33,0,17.9,0.526,0.667,0.364,0.711,3.9,0.5,0.3,0.5,0.5,4.5,"Steve Alford "
texas-state,2017,"Sun Belt",0.455,66.4,"Alex Peacock",33,27,24.6,0.506,0.621,0.338,0.729,5,1.8,1,0.3,1.5,7.1,"Danny Kaspar "
samford,2017,Southern,0.313,77.6,"Alex Peters",17,0,14.5,0.683,0.683,0,0.545,2.7,0.2,0.3,0.2,0.7,4,"Scott Padgett "
lafayette,2017,Patriot,0.323,71.2,"Alex Petrie",31,21,24.9,0.436,0.463,0.405,0.905,2.4,0.7,0.5,0,1.9,15,"Fran OHanlon "
milwaukee,2017,Horizon,0.485,68.5,"Alex Prahl",11,0,1.8,0,0,0,0.75,0.5,0,0,0,0,0.3,"Pat Baldwin "
citadel,2017,Southern,0.344,82.5,"Alex Reed",32,12,14.3,0.387,0.489,0.337,0.708,2.4,0.8,0.8,0.1,0.7,5.5,"Duggar Baucom "
alabama,2017,SEC,0.556,72.3,"Alex Reese",32,1,11.6,0.39,0.5,0.324,0.786,2.8,0.3,0.5,0.2,0.7,4,"Avery Johnson "
texas-christian,2017,"Big 12",0.636,82.1,"Alex Robinson",31,21,32,0.441,0.484,0.329,0.576,3,6.1,1.2,0.3,3.3,9.7,"Jamie Dixon "
james-madison,2017,CAA,0.313,73.2,"Alex Schulz",1,0,2,0,0,0,0.5,3,0,0,0,0,1,"Louis Rowe "
cal-state-northridge,2017,"Big West",0.2,66.1,"Alex Sokol",7,0,1.7,0,0,0,0.5,0,0.1,0,0,0.1,0.1,"Reggie Theus "
charleston-southern,2017,"Big South",0.484,72,"Alex Stewart",2,0,5.5,0,0,0,0,0,0,0,0,1,0,"Barclay Radebaugh "
towson,2017,CAA,0.563,76.4,"Alex Thomas",32,27,16,0.453,0.459,0,0.529,3.9,0.4,0.3,0.8,0.6,2.7,"Pat Skerry "
samford,2017,Southern,0.313,77.6,"Alex Thompson",30,22,24.7,0.452,0.565,0.315,0.779,3.7,0.7,0.4,0.2,0.7,11.6,"Scott Padgett "
maryland,2017,"Big Ten",0.594,73.1,"Alex Tostado",7,0,2,0.333,0.5,0,0.667,0,0.1,0,0,0,0.6,"Mark Turgeon "
sacred-heart,2017,NEC,0.323,68.7,"Alex Watson",26,6,15.5,0.384,0.476,0.295,0.737,1.5,0.8,0.5,0.2,1,3.6,"Anthony Latina "
youngstown-state,2017,Horizon,0.25,75.3,"Alex Wilbourn",4,0,3.5,0,0,0,0,1,0.3,0,0.3,0.3,0,"Jerrod Calhoun "
wyoming,2017,MWC,0.606,79.8,"Alexander Aka Gorski",31,11,22.5,0.344,0.564,0.288,0.744,1.9,1,0.4,0,1.1,6.8,"Allen Edwards "
colorado,2017,Pac-12,0.531,72.1,"Alexander Strating",5,1,1.4,0.6,0.6,0,0,0.8,0,0,0,0.4,1.2,"Tad Boyle "
utah-state,2017,MWC,0.5,73.2,"Alexis Dargenton",29,18,18,0.546,0.558,0.25,0.67,3.2,1,0.4,0.5,1.5,6.3,"Tim Duryea "
old-dominion,2017,CUSA,0.781,73.3,"Alfis Pilavios",9,0,2.1,1,0,1,0.5,0.6,0.3,0.1,0,0,0.4,"Jeff Jones "
oregon-state,2017,Pac-12,0.5,73.1,"Alfred Hollins",31,7,13.8,0.488,0.548,0.359,0.662,2.6,0.5,0.6,0.3,0.8,5.8,"Wayne Tinkle "
drexel,2017,CAA,0.394,74.4,"Alihan Demir",28,24,31.3,0.48,0.519,0.365,0.75,5.4,1.9,0.4,0.1,1.7,10.7,"Zach Spiker "
missouri-state,2017,MVC,0.545,70.1,"Alize Johnson",33,33,31.2,0.43,0.516,0.281,0.759,11.6,2.8,0.5,0.4,2.2,15,"Paul Lusk "
indiana,2017,"Big Ten",0.516,71.9,"Aljami Durham",31,9,18.8,0.409,0.5,0.286,0.714,1.9,1.3,0.4,0.1,0.8,4.8,"Archie Miller "
