team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
maryland-baltimore-county,2005,AEC,0.345,66.9,"Rashad Bilal",14,0,12.6,0.289,0.375,0.227,0.75,1.8,0.9,0.4,0.2,1.6,2.1,"Randy Monroe "
georgia-state,2005,CAA,0.241,65.1,"Rashad Chase",29,16,22.8,0.355,0.346,0.393,0.679,4.3,0.8,0.7,0.4,1.7,6.1,"Michael Perry "
arkansas-little-rock,2005,"Sun Belt",0.483,64.2,"Rashad Jones-Jennings",29,28,34,0.443,0.443,0,0.605,11.3,0.9,0.9,0.8,2.6,12.2,"Steve Shields "
texas-am-corpus-christi,2005,Ind,0.714,82.4,"Rashad Mintz",27,7,15.5,0.351,0.404,0.259,0.793,1.2,2.3,0.7,0,1.9,3.9,"Ronnie Arrow "
hampton,2005,MEAC,0.5,66.3,"Rashad West",31,5,22.5,0.393,0.428,0.346,0.729,1.9,1.9,0.9,0,2.4,10.1,"Bobby Collins "
depaul,2005,"Big East",0.444,64.9,"Rashad Woods",8,1,3.3,0.4,0,0.5,0,0.3,0,0.1,0,0,0.8,"Jerry Wainwright "
maine,2005,AEC,0.429,64.7,"Rashard Turner",28,27,32.1,0.387,0.412,0.366,0.722,2.6,3,0.8,0,2.9,10.8,"Ted Woodward "
brigham-young,2005,MWC,0.69,76.2,"Rashaun Broadus",28,26,27.6,0.393,0.425,0.351,0.642,2.8,3.7,1.3,0,2.7,9,"Dave Rose "
massachusetts,2005,A-10,0.464,64.9,"Rashaun Freeman",28,28,34.4,0.529,0.529,0,0.633,9.3,1.3,0.9,0.8,2.7,13.6,"Travis Ford "
auburn,2005,SEC,0.429,65.6,"Rasheem Barrett",28,14,24.9,0.464,0.518,0.39,0.754,3,1.5,0.8,0.1,2.4,11.1,"Jeff Lebo "
norfolk-state,2005,MEAC,0.419,61.9,"Rashid Cann",18,0,9.1,0.3,0.4,0,0.444,1.2,0.8,0.3,0.1,0.6,0.9,"Dwight Freeman "
tennessee-tech,2005,OVC,0.613,73,"Rashun Bryant",30,0,8.3,0.419,0.441,0,0.535,2.1,0.3,0,0.1,0.7,2.5,"Mike Sutton "
elon,2005,Southern,0.517,67.1,"Rasmi Gamble",12,2,9.3,0.486,0.486,0,0.526,2.8,0.3,0.4,0.3,0.3,3.8,"Ernie Nestor "
saint-peters,2005,MAAC,0.531,74.5,"Raul Orta",32,31,28.9,0.427,0.5,0.37,0.566,3.4,1.5,0.8,0.4,1.9,11.9,"Bob Leckie "
kentucky,2005,SEC,0.629,70.8,"Ravi Moss",35,12,19.5,0.367,0.386,0.355,0.66,2.9,1.1,0.8,0,1,5.7,"Tubby Smith "
james-madison,2005,CAA,0.179,64.4,"Ray Barbosa",28,13,26.6,0.399,0.505,0.327,0.69,2.1,1.6,0.6,0.1,1.9,9.8,"Dean Keener "
bradley,2005,MVC,0.667,71.5,"Ray Brown",17,0,7.4,0.29,0.273,0.3,0.545,1.1,0.3,0.4,0.1,0.5,1.8,"Jim Les "
providence,2005,"Big East",0.444,74.8,"Ray Cross",11,0,2.2,0.333,0.5,0,0,0,0.3,0.3,0,0.2,0.4,"Tim Welsh "
southeastern-louisiana,2005,Southland,0.571,68.4,"Ray Cummings",27,0,6.8,0.424,0.424,0,0.833,1.3,0.2,0.1,0.1,0.6,1.2,"Jim Yarbrough "
san-diego,2005,WCC,0.6,78.5,"Ray Murdock",30,25,19.4,0.455,0.505,0.324,0.75,2,1.5,0.8,0.4,1.6,5.1,"Brad Holland "
wisconsin,2005,"Big Ten",0.613,71.1,"Ray Nixon",31,31,23.5,0.41,0.564,0.362,0.688,1.7,1.5,0.4,0.3,0.6,6.2,"Bo Ryan "
tulsa,2005,CUSA,0.393,61.2,"Ray Reese",25,7,20.2,0.461,0.537,0.393,0.657,3.1,1.2,0.4,0.1,1.7,6.1,"Doug Wojcik "
oregon,2005,Pac-10,0.455,69.5,"Ray Schafer",26,12,12.9,0.662,0.662,0,0.325,2.7,0.7,0.3,0.6,1,4,"Ernie Kent "
miami-fl,2005,ACC,0.529,67.9,"Raymond Hicks",32,2,16.4,0.513,0.535,0,0.651,2.8,0.4,0.4,0.3,0.5,4.7,"Frank Haith "
alabama-state,2005,SWAC,0.4,66.2,"Raymond Holloway",2,0,0,0.333,0.5,0,0,2,1,0,1,0,1,"Lewis Jackson "
clemson,2005,ACC,0.594,74.3,"Raymond Sykes",23,4,6.6,0.55,0.55,0,0.4,1.1,0.1,0.3,0.3,0.4,1,"Oliver Purnell "
saint-marys-ca,2005,WCC,0.586,70.7,"Reda Rhalimi",21,17,11.3,0.52,0.534,0,0.95,2.8,0.4,0.1,0.7,1,4.6,"Randy Bennett "
alabama-birmingham,2005,CUSA,0.774,74.4,"Reed Davis",3,0,1.3,0,0,0,0.5,0.3,0,0.3,0,0,0.3,"Mike Anderson "
southern-california,2005,Pac-10,0.567,68.5,"Reed Doucette",4,0,1.8,0,0,0,0,0.3,0,0,0,0.5,0,"Tim Floyd "
campbell,2005,A-Sun,0.357,82.8,"Reggie Bishop",28,1,19.7,0.459,0.527,0.339,0.738,2.9,1.7,0.7,0.1,1.8,8.6,"Robbie Laing "
radford,2005,"Big South",0.552,73.6,"Reggie McIntyre",29,25,28.2,0.44,0.449,0.25,0.669,5.3,1.5,1.1,1,2,9.2,"Byron Samuels "
birmingham-southern,2005,"Big South",0.679,68.6,"Reggie Peyton",25,0,0,0.343,0.423,0.111,0.375,0.6,0.3,0.3,0.1,0,1.1,"Duane Reboul "
sam-houston-state,2005,Southland,0.71,74.5,"Reggie Rawlins",29,0,13.3,0.417,0.494,0.235,0.645,2.4,0.7,0.3,0.3,1.2,4.3,"Bob Marlin "
dartmouth,2005,Ivy,0.222,60.4,"Reggie Schickel",7,0,4.7,0.5,0.571,0.333,0,0.6,0,0.3,0.1,0.6,1.6,"Terry Dunn "
pacific,2005,"Big West",0.75,74.3,"Reggie Vezia",13,0,0,0.467,0.5,0.429,0.75,0.6,0.6,0.2,0.1,0.8,1.5,"Bob Thomason "
virginia-military-institute,2005,"Big South",0.259,71.3,"Reggie Williams",27,25,33.1,0.462,0.549,0.317,0.75,7,2.6,1,0.1,2.8,19,"Duggar Baucom "
mississippi-state,2005,SEC,0.5,68.1,"Reginald Delk",30,24,27.4,0.451,0.536,0.41,0.5,2.2,1,1.1,0.5,1,8.9,"Rick Stansbury "
george-washington,2005,A-10,0.9,78.7,"Regis Koundjia",22,0,16.8,0.404,0.477,0.241,0.561,3.3,1,0.8,0.6,1.4,4.8,"Karl Hobbs "
north-carolina-asheville,2005,"Big South",0.321,67.3,"Reid Augst",25,0,16.4,0.39,0.5,0.225,0.571,1.2,0.9,0.5,0.1,1,4,"Eddie Biedenbach "
yale,2005,Ivy,0.517,66.9,"Reid Wittman",5,0,2,0.667,0.667,0,0.333,0.2,0.2,0,0,0,1,"James Jones "
tennessee-state,2005,OVC,0.464,69.5,"Reiley Ervin",28,27,33.5,0.356,0.5,0.275,0.655,2.3,4.9,1.5,0,3.1,9.1,"Cy Alexander "
wright-state,2005,Horizon,0.464,63.6,"Reinaldo Smith",14,3,9.8,0.323,0.5,0.176,0.857,0.9,0.4,0.4,0,0.4,2.1,"Paul Biancardi "
kentucky,2005,SEC,0.629,70.8,"Rekalin Sims",29,6,13.2,0.446,0.534,0.282,0.529,2.9,0.6,0.1,0.1,0.7,4.4,"Tubby Smith "
liberty,2005,"Big South",0.233,63.8,"Rell Porter",30,30,28.3,0.451,0.516,0.258,0.706,5.5,0.6,0.7,0.3,1.2,5.1,"Randy Dunton "
south-carolina,2005,SEC,0.605,67.8,"Renaldo Balkman",38,22,25.7,0.608,0.624,0.308,0.538,6.3,1.9,1.7,1.3,1.7,9.6,"Dave Odom "
cleveland-state,2005,Horizon,0.357,64.4,"Renard Fields",24,0,6.5,0.6,0.6,0,0.583,1.3,0.1,0.3,0.3,0.5,1.3,"Mike Garland "
college-of-charleston,2005,Southern,0.607,73.3,"Renardo Dickerson",28,9,17,0.365,0.398,0.324,0.622,2.4,1,0.5,0.2,1.4,5.7,"Tom Herrion "
virginia-commonwealth,2005,CAA,0.655,67.7,"Renardo Dixon",13,0,10.3,0.357,0.455,0.25,0.5,2.1,0.2,0.2,0.5,0.5,2.8,"Jeff Capel "
fresno-state,2005,WAC,0.536,73.8,"Renato Cesar",26,0,11.5,0.511,0.511,0,0.667,2.1,0.1,0.3,0.5,0.5,2.5,"Steve Cleveland "
nevada-las-vegas,2005,MWC,0.567,69.5,"Rene Rougeau",13,0,9.5,0.419,0.433,0,0.286,2.2,0.2,0.3,0.2,0.8,2.2,"Lon Kruger "
central-michigan,2005,MAC,0.143,60,"Reynold Walters",27,2,8.3,0.455,0.556,0,0.833,1.4,0.4,0.2,0,1,0.7,"Jay Smith "
north-carolina,2005,ACC,0.742,79.4,"Reyshawn Terry",31,30,24.2,0.474,0.532,0.381,0.8,6.2,1.4,1,0.9,2.6,14.3,"Roy Williams "
louisiana-lafayette,2005,"Sun Belt",0.448,66.8,"Rhett Hebert",19,11,10.3,0.325,0.308,0.333,0.833,0.5,0.7,0.4,0.1,1.2,2.1,"Robert Lee "
eastern-washington,2005,"Big Sky",0.5,74.1,"Rhett Humphrey",30,0,16.1,0.537,0.636,0.469,0.621,1.2,1.6,0.3,0,1.2,3,"Mike Burns "
hartford,2005,AEC,0.464,67.5,"Rich Baker",26,14,22.5,0.336,0.408,0.276,0.6,2.3,2.5,1.3,0,2,4.7,"Larry Harrison "
illinois,2005,"Big Ten",0.788,70,"Rich McBride",33,33,30,0.404,0.408,0.403,0.88,1.8,2.1,0.7,0,1.4,10,"Bruce Weber "
north-texas,2005,"Sun Belt",0.5,76.6,"Rich Young",22,1,11,0.38,0.343,0.467,0.75,1.8,0.9,0.6,0.4,0.7,2.5,"Johnny Jones "
mississippi-valley-state,2005,SWAC,0.321,61.2,"Richard Cannon",23,0,0,0.406,0.463,0.304,0.75,2,0.5,0.3,0.2,0,3,"James Green "
california-riverside,2005,"Big West",0.179,67.3,"Richard Cobbs",28,1,11.1,0.4,0.421,0,0.4,2.5,0.3,0.5,0.1,0.9,2.1,"David Spencer "
troy,2005,"Sun Belt",0.483,74.7,"Richard Damus",19,3,8.3,0.432,0.429,0.444,0.875,2.6,0.4,0.1,0.1,0.9,2.3,"Don Maestri "
mississippi-state,2005,SEC,0.5,68.1,"Richard Delk",23,7,20,0.427,0.5,0.333,0.462,1.4,2,0.5,0.3,2,3.5,"Rick Stansbury "
chicago-state,2005,Mid-Cont,0.367,68.7,"Richard Gallion",6,0,0,0.5,0.6,0,0,0.5,0,0,0,0,1,"Kevin Jones "
alabama,2005,SEC,0.581,70.3,"Richard Hendrix",31,22,27.1,0.557,0.56,0,0.647,8,0.8,0.8,1.5,1.8,9.4,"Mark Gottfried "
baylor,2005,"Big 12",0.235,63.2,"Richard Hurd",10,0,2.3,0,0,0,0.333,0.7,0.2,0.1,0.2,0.2,0.3,"Scott Drew "
alabama-birmingham,2005,CUSA,0.774,74.4,"Richard Jones",30,8,12.7,0.478,0.646,0.319,0.5,1.8,0.8,0.8,0.2,1,5.5,"Mike Anderson "
south-alabama,2005,"Sun Belt",0.774,73.6,"Richard Law",25,18,25.7,0.505,0.575,0.459,0.841,4.4,1.8,1,0.3,1.1,10.8,"John Pelphrey "
alabama-state,2005,SWAC,0.4,66.2,"Richard Lott",30,20,22.2,0.466,0.47,0.4,0.637,4.9,0.5,0.4,0.5,2,7.6,"Lewis Jackson "
california,2005,Pac-10,0.645,68.6,"Richard Midgley",30,29,32.9,0.385,0.383,0.386,0.787,2.5,2.5,1,0.1,1.8,8.6,"Ben Braun "
arkansas-pine-bluff,2005,SWAC,0.448,63.1,"Richard Patterson",19,0,7.5,0.242,0.217,0.3,0.833,1.1,0.2,0.2,0.1,0.7,1.3,"Van Holt "
colorado,2005,"Big 12",0.667,76.8,"Richard Roby",30,29,30.2,0.422,0.472,0.356,0.736,5.5,2.5,2.1,0.9,2.1,17,"Ricardo Patton "
grambling,2005,SWAC,0.519,67.7,"Richard Thomas",25,13,15.8,0.417,0.5,0.125,0.571,2.4,0.5,0.7,0,1,4.4,"Larry Wright "
houston,2005,CUSA,0.677,72.4,"Richard Young",7,0,5.7,0.25,0.25,0,0.167,1.7,0,0,0.1,0,0.7,"Tommy Penders "
san-diego-state,2005,MWC,0.727,74.4,"Richie Williams",33,32,28.3,0.423,0.477,0.322,0.716,2.6,3.8,1.8,0.1,2.9,6.6,"Steve Fisher "
oakland,2005,Mid-Cont,0.379,73.9,"Rick Billings",22,20,25.3,0.513,0.554,0.308,0.678,3.6,2,1.3,0.2,2.4,11.4,"Greg Kampe "
notre-dame,2005,"Big East",0.533,76.4,"Rick Cornett",30,2,13.4,0.508,0.508,0,0.571,3.6,0.3,0.4,0.5,0.7,5.4,"Mike Brey "
oakland,2005,Mid-Cont,0.379,73.9,"Ricky Bieszki",7,0,2.6,0,0,0,0,0.1,0,0.3,0,0,0,"Greg Kampe "
north-carolina-greensboro,2005,Southern,0.387,68.8,"Ricky Hickman",28,26,35.2,0.421,0.489,0.339,0.682,4.3,2.4,2.8,0.3,3.3,18.7,"Mike Dement "
chattanooga,2005,Southern,0.594,72.5,"Ricky Hood",31,31,26,0.425,0.46,0.319,0.719,5,2.1,1,0.3,1.4,7.1,"John Shulman "
utah,2005,MWC,0.483,64.8,"Ricky Johns",26,1,14.2,0.442,0.519,0.324,0.611,1.5,0.8,0.5,0,0.8,3.8,"Ray Giacoletti "
gardner-webb,2005,A-Sun,0.586,69,"Ricky McPhee",29,5,16.8,0.329,0.273,0.349,0.81,1.1,0.6,0.3,0,0.7,6.1,"Rick Scruggs "
nevada-las-vegas,2005,MWC,0.567,69.5,"Ricky Morgan",30,8,17.3,0.419,0.426,0.41,0.794,1.2,2.4,0.1,0.1,1.4,4.7,"Lon Kruger "
california-riverside,2005,"Big West",0.179,67.3,"Ricky Porter",28,25,34.1,0.398,0.433,0.366,0.75,3.1,3.3,1.3,0.1,3.1,14.2,"David Spencer "
iona,2005,MAAC,0.742,79.8,"Ricky Soliver",31,31,34.7,0.439,0.448,0.417,0.753,5.3,4.4,2.7,0.2,2.7,16.1,"Jeff Ruland "
st-johns-ny,2005,"Big East",0.444,60,"Ricky Torres",23,0,9.3,0.341,0.486,0.229,0.833,1,0.3,0.3,0,0.9,3.4,"Norman Roberts "
southeastern-louisiana,2005,Southland,0.571,68.4,"Ricky Woods",28,28,33.5,0.49,0.494,0.2,0.634,10.9,2.1,2,1.7,2.9,17.8,"Jim Yarbrough "
minnesota,2005,"Big Ten",0.516,66,"Rico Tucker",27,2,14.1,0.303,0.356,0.224,0.787,1.1,1.1,1.1,0.1,1.8,4.5,"Dan Monson "
toledo,2005,MAC,0.645,69.4,"Ridley Johnson",27,3,7.1,0.459,0.591,0.267,0.444,0.9,0.2,0.4,0.1,0.6,1.6,"Stan Joplin "
canisius,2005,MAAC,0.31,70.7,"Rigoberto Sargeant",6,0,7.2,0.143,0.143,0,0.385,1.5,0,0.2,0.3,0.3,1.2,"Mike MacDonald "
texas-el-paso,2005,CUSA,0.677,66.9,"Riley Lambert",2,0,3,0,0,0,0,0.5,0.5,0.5,0,0,0,"Doc Sadler "
northern-arizona,2005,"Big Sky",0.656,76.4,"Riley Van Patten",27,0,6.5,0.452,0.4,0.5,0.75,0.4,0.6,0.1,0.1,0.5,1.7,"Mike Adras "
george-washington,2005,A-10,0.9,78.7,"Rob Diggs",26,0,7,0.455,0.463,0.333,0.286,1.1,0.3,0.1,0.2,0.6,1.7,"Karl Hobbs "
saint-josephs,2005,A-10,0.576,66.1,"Rob Ferguson",33,33,30.6,0.502,0.549,0.398,0.844,4.4,1.6,0.7,0.8,1.3,10.8,"Phil Martelli "
connecticut,2005,"Big East",0.882,81.8,"Rob Garrison",17,0,8.9,0.379,0.455,0.143,0.75,0.8,2.1,0.2,0.1,0.9,1.9,"Jim Calhoun "
cal-state-northridge,2005,"Big West",0.393,70.9,"Rob Haynes",28,22,19,0.442,0.462,0.423,0.816,1.8,0.9,0.5,0.1,1.5,5.5,"Bobby Braswell "
murray-state,2005,OVC,0.774,71.1,"Rob Kennedy",30,0,6.1,0.429,0.431,0.4,0.722,1.6,0.3,0.2,0.2,0.4,2.1,"Mick Cronin "
notre-dame,2005,"Big East",0.533,76.4,"Rob Kurz",30,12,21.3,0.466,0.472,0.44,0.773,5.1,0.6,0.5,0.9,1,6.4,"Mike Brey "
houston,2005,CUSA,0.677,72.4,"Rob McKiver",0,0,0,0,0,0,0,0,0,0,0,0,0,"Tommy Penders "
akron,2005,MAC,0.697,72.9,"Rob Preston",33,5,24.5,0.441,0.505,0.366,0.761,3.9,1.5,0.5,1.2,1.2,8,"Keith Dambrot "
vermont,2005,AEC,0.433,64.5,"Rob Sisca",29,1,6.2,0.327,0.333,0.324,0.571,0.7,0.3,0.3,0.1,0.3,1.8,"Mike Lonergan "
texas-christian,2005,MWC,0.194,62.2,"Rob Staky",6,0,1.5,1,0,1,0.5,0,0,0,0,0.2,0.7,"Neil Dougherty "
saint-josephs,2005,A-10,0.576,66.1,"Rob Sullivan",7,0,2.9,0,0,0,0,1,0.3,0.1,0,0.3,0,"Phil Martelli "
west-virginia,2005,"Big East",0.667,70.7,"Rob Summers",33,0,3.8,0.471,0.5,0,0.333,0.4,0.1,0.1,0,0.2,0.5,"John Beilein "
bucknell,2005,Patriot,0.844,66.1,"Rob Thomas",22,0,3.7,0.267,0.241,1,0.6,0.6,0.3,0.1,0,0.4,1.2,"Pat Flannery "
washington-state,2005,Pac-10,0.393,58.2,"Robbie Cowgill",25,25,29.7,0.448,0.448,0,0.794,5.1,1.8,0.9,1.3,1.5,9.2,"Dick Bennett "
arizona-state,2005,Pac-10,0.393,67.1,"Robby Alridge",10,0,2.2,0.167,0,1,0,0.1,0,0,0,0.1,0.3,"Rob Evans "
furman,2005,Southern,0.536,72.2,"Robby Bostain",28,28,31.5,0.48,0.507,0.4,0.76,5.7,3.4,1.3,0,1.8,14.1,"Larry Davis "
south-carolina-state,2005,MEAC,0.467,60.3,"Robert Baker",28,26,23.2,0.36,0.427,0.234,0.556,2.7,0.8,0.8,0.2,2.2,4.8,"Ben Betts "
nevada-las-vegas,2005,MWC,0.567,69.5,"Robert Berkey",7,0,1.9,0.143,0.333,0,1,0.1,0.3,0,0,0,0.4,"Lon Kruger "
illinois-chicago,2005,Horizon,0.516,68.7,"Robert Bush",24,14,18,0.391,0.491,0.3,0.581,1.8,1,0.5,0.1,0.8,5.3,"Jimmy Collins "
memphis,2005,CUSA,0.892,80,"Robert Dozier",37,3,18.4,0.404,0.438,0.222,0.75,5.5,0.6,0.6,1.1,1.2,5.6,"John Calipari "
wright-state,2005,Horizon,0.464,63.6,"Robert Eldridge",8,0,4.9,0.143,0.167,0,0,0.4,0.4,0,0.1,0.5,0.3,"Paul Biancardi "
miami-fl,2005,ACC,0.529,67.9,"Robert Hite",34,34,33.1,0.451,0.485,0.411,0.816,5.8,1.4,1.5,0.3,1.6,16.4,"Frank Haith "
cal-state-northridge,2005,"Big West",0.393,70.9,"Robert Locke",7,0,9.9,0.333,0.375,0,0,0.1,2.1,0.4,0.1,0.3,0.9,"Bobby Braswell "
samford,2005,OVC,0.645,65.7,"Robert Merritt",31,31,37.4,0.466,0.448,0.476,0.813,5.2,1.7,1.1,0.1,1.9,17.6,"Jimmy Tillette "
coppin-state,2005,MEAC,0.4,64,"Robert Pressey",26,14,16.3,0.5,0.5,0,0.511,2.8,0.2,0.3,1.1,0.7,3.7,"Fang Mitchell "
cal-poly,2005,"Big West",0.345,65.8,"Robert Socci",8,1,6.3,0.429,0.429,0,1,0.3,0.4,0.1,0,0.3,1.3,"Kevin Bromley "
indiana,2005,"Big Ten",0.613,72,"Robert Vaden",31,31,34.4,0.436,0.463,0.415,0.804,5.5,3.5,1.2,0.2,3.3,13.5,"Mike Davis "
illinois-state,2005,MVC,0.321,55.5,"Roberto Fortes",23,3,13.3,0.384,0.429,0.369,0.727,1,0.5,0.3,0,1.2,5.4,"Porter Moser "
illinois-chicago,2005,Horizon,0.516,68.7,"Rocky Collum",13,1,11,0.429,0.286,0.457,0.875,0.5,0.8,0.3,0,0.4,4.5,"Jimmy Collins "
delaware-state,2005,MEAC,0.6,57.5,"Rocky Miji",26,3,7.8,0.3,0.158,0.387,0.667,0.5,0.1,0.1,0,0.6,1.8,"Greg Jackson "
south-carolina,2005,SEC,0.605,67.8,"Rocky Trice",37,28,26.1,0.51,0.569,0.373,0.733,3.2,1.6,1.3,0.5,1.2,6.9,"Dave Odom "
california,2005,Pac-10,0.645,68.6,"Rod Benson",20,1,16.4,0.471,0.471,0,0.621,3,0.7,0.3,0.6,1.6,4.9,"Ben Braun "
jackson-state,2005,SWAC,0.469,71.7,"Rod Smith",31,8,8.6,0.322,0.333,0,0.704,2.2,0.1,0.2,0.7,0.7,1.8,"Tevester Anderson "
oklahoma-state,2005,"Big 12",0.515,70.4,"Roderick Flemings",28,4,11.5,0.484,0.591,0.222,0.706,2.1,0.6,0.5,0.1,0.8,3.1,"Eddie Sutton "
buffalo,2005,MAC,0.594,72.4,"Roderick Middleton",32,29,34.5,0.408,0.406,0.409,0.791,4.8,2.7,1.8,0.1,2.2,12,"Reggie Witherspoon "
alabama-birmingham,2005,CUSA,0.774,74.4,"Roderick Ollie",11,0,5.1,0.3,0.385,0.143,0.8,0.9,0,0.1,0.3,0.4,1.9,"Mike Anderson "
texas-san-antonio,2005,Southland,0.393,73.4,"Roderick Rodgers",22,18,19.8,0.625,0.636,0,0.536,5.8,1.4,1.6,0.5,2,7,"Tim Carter "
indiana,2005,"Big Ten",0.613,72,"Roderick Wilmont",30,8,22.2,0.424,0.538,0.325,0.583,4,0.6,1.2,0.1,0.6,9,"Mike Davis "
memphis,2005,CUSA,0.892,80,"Rodney Carney",37,29,27.8,0.436,0.484,0.391,0.712,4.3,1.3,1.3,0.7,1.5,17.2,"John Calipari "
washington-state,2005,Pac-10,0.393,58.2,"Rodney Edgerson",9,1,9.4,0.318,0.538,0,0.667,0.7,0.3,0.1,0.1,0.6,2,"Dick Bennett "
rice,2005,CUSA,0.429,67.8,"Rodney Foster",28,0,19.2,0.303,0.34,0.271,0.731,1.6,1.9,0.8,0,1.1,4.3,"Willis Wilson "
rider,2005,MAAC,0.286,70.8,"Rodney Pierce",24,10,23.5,0.424,0.521,0.318,0.66,2.6,2.7,0.9,0.1,1.9,5.1,"Tommy Dempsey "
eastern-washington,2005,"Big Sky",0.5,74.1,"Rodney Stuckey",30,30,33,0.49,0.539,0.372,0.76,4.8,4.1,2.2,0.3,3.6,24.2,"Mike Burns "
florida-atlantic,2005,A-Sun,0.536,73.4,"Rodney Webb",28,27,31.8,0.532,0.566,0.425,0.689,7.8,0.9,1.1,0.7,2,15.5,"Matt Doherty "
hampton,2005,MEAC,0.5,66.3,"Rodrick Coleman",24,11,20.5,0.315,0.378,0.214,0.609,2,2.3,1.1,0,1.7,4.9,"Bobby Collins "
texas-arlington,2005,Southland,0.467,72.8,"Rodrick Epps",30,8,17.9,0.366,0.362,0.368,0.564,2.5,1.8,0.5,0,1.3,4.7,"Eddie McCarter "
kansas,2005,"Big 12",0.758,75.2,"Rodrick Stewart",14,0,3.2,0.364,0.444,0,0.667,0.4,0.2,0,0,0.1,0.7,"Bill Self "
morgan-state,2005,MEAC,0.133,54.8,"Rogers Barnes",12,3,11.3,0.406,0.357,0.444,0.727,1.3,0.8,0.4,0,2.2,3.5,"Butch Beard "
florida-am,2005,MEAC,0.452,66.8,"Rome Sanders",31,27,0,0.578,0.578,0,0.719,5,0.5,0.6,0.6,2.4,11.1,"Mike Gillespie "
akron,2005,MAC,0.697,72.9,"Romeo Travis",33,32,30.6,0.524,0.535,0.313,0.647,6.8,1.9,1,0.9,1.7,13.8,"Keith Dambrot "
american,2005,Patriot,0.414,63.8,"Romone Penny",12,0,3.3,0,0,0,0,0.4,0.2,0.1,0,0.3,0,"Jeff Jones "
georgia,2005,SEC,0.5,70.3,"Ron Aguilar",4,0,1.5,0,0,0,0,0.5,0.3,0.3,0,0,0,"Dennis Felton "
michigan,2005,"Big Ten",0.667,71.7,"Ron Coleman",33,13,21.3,0.409,0.448,0.36,0.714,2.7,0.8,0.5,0.1,1,5.8,"Tommy Amaker "
valparaiso,2005,Mid-Cont,0.586,78.8,"Ron Howard",29,28,29.2,0.473,0.533,0.358,0.672,3.5,3.4,1.4,0.1,2.9,13.1,"Homer Drew "
ohio-state,2005,"Big Ten",0.813,73.8,"Ron Lewis",32,6,25.4,0.441,0.553,0.339,0.781,3.3,1.4,0.5,0.1,1.9,11.2,"Thad Matta "
bethune-cookman,2005,MEAC,0.5,65.4,"Ron Mitchell",22,0,9.8,0.429,0.447,0.25,0,2,0.1,0.2,0.2,0.4,1.7,"Clifford Reed "
saint-marys-ca,2005,WCC,0.586,70.7,"Ron White",17,0,8.1,0.455,0.5,0.429,0.545,1.1,0.2,0.2,0.1,0.4,1.1,"Randy Bennett "
mississippi-valley-state,2005,SWAC,0.321,61.2,"Ronald Alexander",4,0,10.8,0,0,0,0,2.3,0.3,0,1,0.3,0,"James Green "
cincinnati,2005,"Big East",0.618,74.4,"Ronald Allen",33,2,7.3,0.444,0.472,0.407,0.722,1.6,0,0.2,0.1,0.4,2.4,"Andy Kennedy "
pittsburgh,2005,"Big East",0.758,72.5,"Ronald Ramon",33,29,24.9,0.463,0.561,0.415,0.831,1.4,2.2,0.7,0,1,8,"Jamie Dixon "
alabama,2005,SEC,0.581,70.3,"Ronald Steele",31,31,38.4,0.416,0.418,0.412,0.892,3.7,4.3,1.5,0.3,2.7,14.3,"Mark Gottfried "
arkansas,2005,SEC,0.688,73.7,"Ronnie Brewer",32,31,34.8,0.441,0.493,0.338,0.75,4.8,3.3,2.6,0.5,2.2,18.4,"Stan Heath "
illinois-state,2005,MVC,0.321,55.5,"Ronnie Carlwell",26,2,7.8,0.318,0.318,0,0.462,1.6,0.2,0.2,0.7,0.5,0.8,"Porter Moser "
centenary-la,2005,Mid-Cont,0.148,66.5,"Ronnie Martin",21,0,0,0.488,0.486,0.5,0.774,1.5,0.9,0.2,0.1,0,3.3,"Rob Flaska "
duquesne,2005,A-10,0.111,66.1,"Ronnie Thomas",24,0,14.8,0.405,0.487,0.325,0.692,2.1,0.4,0.1,0.3,0.8,4,"Danny Nee "
auburn,2005,SEC,0.429,65.6,"Ronny LeMelle",28,28,33.9,0.405,0.455,0.36,0.753,3.8,2.3,1.4,0.1,2.5,12.8,"Jeff Lebo "
south-florida,2005,"Big East",0.241,59.9,"Roodly Prophete",10,0,4.7,0,0,0,0,0.3,0.4,0.1,0,0.8,0,"Robert McCullum "
louisiana-monroe,2005,Southland,0.357,65,"RoShon Jacobs",19,0,20.6,0.352,0.376,0.27,0.672,2.6,0.9,1.7,0.4,1.6,8.8,"Orlando Early "
mercer,2005,A-Sun,0.321,73.5,"Ross Alacqua",28,10,22.9,0.35,0.267,0.369,0.917,1.4,1.4,0.9,0,1.1,7.3,"Mark Slonaker "
villanova,2005,"Big East",0.848,74.2,"Ross Condon",5,0,0.8,0,0,0,0,0,0.2,0,0,0,0,"Jay Wright "
san-diego,2005,WCC,0.6,78.5,"Ross DeRogatis",30,30,32.6,0.419,0.427,0.416,0.846,2.3,3.8,1,0.1,2.5,12,"Brad Holland "
syracuse,2005,"Big East",0.657,72.4,"Ross DiLiegro",2,0,1,0,0,0,0,0,0,0,0,0,0,"Jim Boeheim "
