team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
sacramento-state,2005,"Big Sky",0.5,75.8,"Aaron Perry",28,12,6.1,0.438,0.481,0.2,0.5,1.1,0.1,0.1,0.1,0.2,1.3,"Jerome Jenkins "
oklahoma-state,2005,"Big 12",0.515,70.4,"Aaron Pettway",23,4,6.7,0.471,0.471,0,0.5,1.3,0.3,0.1,0.4,0.7,1,"Eddie Sutton "
central-michigan,2005,MAC,0.143,60,"Aaron Richie",25,0,14,0.385,0.395,0.377,0.786,1.2,0.5,0.3,0.1,1,5,"Jay Smith "
idaho,2005,WAC,0.138,60.4,"Aaron Smith",21,0,8.6,0.27,0.235,0.3,0.5,0.9,0.1,0.1,0.1,0.3,1.4,"Leonard Perry "
st-johns-ny,2005,"Big East",0.444,60,"Aaron Spears",26,25,21.3,0.567,0.567,0,0.714,3,0.5,0.4,0.5,1.9,7.2,"Norman Roberts "
sam-houston-state,2005,Southland,0.71,74.5,"Aaron Wade",31,15,15,0.416,0.488,0.329,0.661,3,0.6,0.3,0.1,0.9,6.1,"Bob Marlin "
rutgers,2005,"Big East",0.576,68.9,"Aaron Washington",2,0,1,0,0,0,0,0,0,0,0,0,0,"Gary Waters "
rider,2005,MAAC,0.286,70.8,"Aaron White",24,1,4.3,0.348,0.389,0.2,0.333,0.9,0.3,0.1,0.1,0.4,0.9,"Tommy Dempsey "
texas-am-corpus-christi,2005,Ind,0.714,82.4,"Aaron White",28,28,25.3,0.463,0.487,0.45,0.771,2.1,2.7,1.6,0.1,1.5,10.4,"Ronnie Arrow "
chicago-state,2005,Mid-Cont,0.367,68.7,"Aaron Williams",27,11,16.2,0.386,0.4,0.273,0.475,2.2,1.2,0.6,0,1.5,3.7,"Kevin Jones "
citadel,2005,Southern,0.323,67.4,"Aaron Xia",26,7,11.3,0.441,0.456,0.364,0.867,2.5,0.2,0.3,0.3,0.5,3,"Pat Dennis "
old-dominion,2005,CAA,0.706,70,"Abdi Lidonde",29,3,10.8,0.44,0.63,0.333,0.857,1.9,0.7,0.3,0.1,0.5,3,"Blaine Taylor "
southern-california,2005,Pac-10,0.567,68.5,"Abdoulaye NDiaye",30,24,22.2,0.539,0.539,0,0.54,4.7,0.5,0.3,1.6,1.8,5.3,"Tim Floyd "
saint-josephs,2005,A-10,0.576,66.1,"Abdulai Jalloh",33,31,30.2,0.375,0.399,0.342,0.84,5.5,2.6,1.2,0.3,2.8,15,"Phil Martelli "
bucknell,2005,Patriot,0.844,66.1,"Abe Badmus",32,31,29,0.5,0.589,0.289,0.691,3.4,3.9,2,0.1,2.7,6.6,"Pat Flannery "
texas-san-antonio,2005,Southland,0.393,73.4,"Abram Donlon",27,20,20.7,0.568,0.6,0.091,0.744,5.8,0.7,0.5,1,1.5,8.6,"Tim Carter "
texas-am,2005,"Big 12",0.71,68.7,"Acie Law",30,30,34.7,0.448,0.496,0.33,0.764,3.4,4,1.7,0,2.5,16.1,"Billy Gillispie "
mississippi-valley-state,2005,SWAC,0.321,61.2,"Adailah Curry",13,0,0,0.545,0.667,0.286,0,0.7,0.3,0.2,0.1,0,2,"James Green "
indiana,2005,"Big Ten",0.613,72,"Adam Ahlfeld",4,0,2,1,0,1,1,0.8,0.5,0,0,0.3,1.3,"Mike Davis "
indiana-state,2005,MVC,0.448,64.3,"Adam Arnold",21,6,17.9,0.351,0.409,0.154,0.545,4,0.3,0.9,0.5,0.6,2.9,"Royce Waltman "
minnesota,2005,"Big Ten",0.516,66,"Adam Boone",31,31,35.4,0.37,0.446,0.337,0.7,2.9,4.7,1.7,0.4,2.3,10.3,"Dan Monson "
drake,2005,MVC,0.387,69,"Adam Emmenecker",29,2,7.3,0.353,0.375,0,0.625,0.9,0.9,0.3,0,0.8,0.8,"Tom Davis "
pennsylvania,2005,Ivy,0.69,68.5,"Adam Franklin",11,0,1.9,0.364,0.5,0,0.8,0.4,0,0.1,0,0.2,1.1,"Fran Dunphy "
central-florida,2005,CUSA,0.483,63.3,"Adam Gill",29,15,11.9,0.486,0.486,0,0.526,1.9,0.3,0.2,0.4,0.7,2.8,"Kirk Speraw "
quinnipiac,2005,NEC,0.429,73.5,"Adam Gonzalez",28,21,30.6,0.456,0.522,0.342,0.805,3.6,3.9,1.1,0.3,2.3,10.5,"Joe DeSantis "
cornell,2005,Ivy,0.464,62.9,"Adam Gore",28,28,32.3,0.428,0.451,0.419,0.828,2.3,1.3,0.9,0,1.4,12.9,"Steve Donahue "
iowa,2005,"Big Ten",0.735,66.3,"Adam Haluska",34,34,34.5,0.417,0.494,0.346,0.848,4.7,2.3,1.1,0.2,2,13.9,"Steve Alford "
air-force,2005,MWC,0.774,64.2,"Adam Hood",10,0,3.1,0.286,0.25,0.333,0,0.3,0.2,0,0.1,0.2,0.5,"Jeff Bzdelik "
western-kentucky,2005,"Sun Belt",0.742,77.7,"Adam Howard",10,0,2.6,0.222,0.4,0,0.833,0.5,0,0,0,0.2,0.9,"Darrin Horn "
lehigh,2005,Patriot,0.613,62.1,"Adam Hyncik",3,0,2.7,0.5,0.5,0,0,0.7,0.3,0,0,0.3,0.7,"Billy Taylor "
louisiana-lafayette,2005,"Sun Belt",0.448,66.8,"Adam James",28,0,8,0.448,0.448,0,0.619,1.7,0.2,0.2,0.2,0.5,1.4,"Robert Lee "
indiana-state,2005,MVC,0.448,64.3,"Adam Lottino",1,0,1,0,0,0,0,0,0,0,0,0,0,"Royce Waltman "
california-irvine,2005,"Big West",0.552,71.3,"Adam Metelski",27,1,10.8,0.527,0.527,0,0.526,2.7,0.1,0.1,0.7,0.7,4.4,"Pat Douglass "
gonzaga,2005,WCC,0.879,80.1,"Adam Morrison",33,32,36.5,0.496,0.523,0.428,0.772,5.5,1.7,1.1,0.3,2.3,28.1,"Mark Few "
william-mary,2005,CAA,0.286,64.8,"Adam Payton",28,26,24.1,0.483,0.487,0.467,0.667,2.5,1.8,1.6,0,1.9,7,"Tony Shaver "
dartmouth,2005,Ivy,0.222,60.4,"Adam Powers",11,0,4.5,0.25,0.25,0,1,0.8,0.1,0.2,0.2,0.3,0.7,"Terry Dunn "
wofford,2005,Southern,0.379,67.1,"Adam Sheehan",28,1,10.5,0.42,0.625,0.381,0.875,0.5,0.3,0.1,0,0.3,2.3,"Mike Young "
xavier,2005,A-10,0.656,71.6,"Adam Simons",2,0,1.5,0,0,0,0,0,0,0,0,0,0,"Sean Miller "
duquesne,2005,A-10,0.111,66.1,"Adam Souply",20,1,7.9,0.28,0.444,0.188,0.5,0.5,1,0.1,0,0.7,1,"Danny Nee "
cal-state-fullerton,2005,"Big West",0.552,79.1,"Adam Tancredi",4,0,10.8,0.25,0.167,0.333,0.333,3.3,0.5,0.8,0,1.3,2.3,"Bob Burton "
navy,2005,Patriot,0.357,67.8,"Adam Teague",26,17,16.6,0.377,0.426,0.339,0.808,2.6,0.5,0.3,0.3,1.4,4.7,"Billy Lange "
california-irvine,2005,"Big West",0.552,71.3,"Adam Templeton",29,0,16,0.522,0.632,0.444,0.625,2.7,0.5,0.4,0.1,0.8,4.5,"Pat Douglass "
william-mary,2005,CAA,0.286,64.8,"Adam Trumbower",21,0,5,0.111,0.111,0.111,0.778,0.3,0.2,0.1,0,0.4,0.6,"Tony Shaver "
northern-iowa,2005,MVC,0.697,65.6,"Adam Viet",13,0,7.2,0.406,0.4,0.407,0.923,0.5,0.1,0.2,0,0.4,3.8,"Greg McDermott "
middle-tennessee,2005,"Sun Belt",0.571,70.6,"Adam Vogelsberg",28,26,29.2,0.415,0.409,0.417,0.908,2.4,1.7,0.5,0,1.9,12.4,"Kermit Davis "
kentucky,2005,SEC,0.629,70.8,"Adam Williams",8,0,2.5,0.4,0.4,0,0,0.4,0,0,0,0.4,0.5,"Tubby Smith "
oregon,2005,Pac-10,0.455,69.5,"Adam Zahn",33,13,13.9,0.491,0.495,0.429,0.5,2.5,0.1,0.3,0.2,1,3.6,"Ernie Kent "
marshall,2005,CUSA,0.429,65.9,"Adam Zimmerman",12,1,2.8,0.222,0,0.286,0,0.3,0,0,0.1,0.2,0.5,"Ron Jirsa "
prairie-view,2005,SWAC,0.172,66.5,"Adenilson Clementino",29,15,15.4,0.358,0.358,0,0.471,3,0.2,0.3,0.1,1.4,2.1,"Darrell Hawkins "
nicholls-state,2005,Southland,0.333,70.3,"Adonis Gray",27,27,26.7,0.512,0.554,0.368,0.733,3.6,1.5,0.5,0,2,12.6,"J.P. Piper "
loyola-marymount,2005,WCC,0.4,72.6,"Adoyah Miller",4,3,17.3,0.273,0.333,0.2,0.5,1.8,2.3,1,0,1.8,4,"Rodney Tention "
coastal-carolina,2005,"Big South",0.667,71.5,"Adrian Gross",26,2,10.2,0.452,0.452,0,0.407,2,0.5,0.3,0.5,1,1.9,"Buzz Peterson "
louisiana-monroe,2005,Southland,0.357,65,"Adrian Harper",27,27,28,0.388,0.448,0.298,0.703,5,1.8,1,0.1,1.7,8.8,"Orlando Early "
rutgers,2005,"Big East",0.576,68.9,"Adrian Hill",17,0,14.1,0.463,0.463,0,0.815,3.5,0.3,0.2,0.4,0.7,3.5,"Gary Waters "
belmont,2005,A-Sun,0.645,80.6,"Adrian Jones",31,0,6.2,0.28,0.333,0.263,0.625,0.7,0.1,0.1,0,0.4,0.8,"Rick Byrd "
virginia,2005,ACC,0.5,67.9,"Adrian Joseph",30,19,28.6,0.402,0.475,0.338,0.738,4.5,0.5,0.4,0.6,1.5,9.4,"Dave Leitao "
northeastern,2005,CAA,0.633,75.2,"Adrian Martinez",30,2,14.8,0.448,0.522,0.409,0.4,1.4,1.5,0.6,0,1,5.3,"Ron Everhart "
florida,2005,SEC,0.846,78.3,"Adrian Moss",39,1,11.2,0.465,0.5,0.182,0.667,2.4,0.5,0.3,0.1,0.7,3.1,"Billy Donovan "
louisiana-tech,2005,WAC,0.606,66.1,"Adrian Rogers",8,0,3.4,0,0,0,0.636,0.9,0,0,0,0.3,0.9,"Keith Richard "
oregon,2005,Pac-10,0.455,69.5,"Adrian Stelly",11,0,4.9,0.5,0.6,0.333,0,0.3,0.5,0.3,0,0.2,0.8,"Ernie Kent "
miami-fl,2005,ACC,0.529,67.9,"Adrian Thomas",23,0,5,0.381,0.4,0,0.474,0.8,0,0.1,0.1,0.3,1.1,"Frank Haith "
milwaukee,2005,Horizon,0.71,74,"Adrian Tigert",29,29,30.3,0.562,0.6,0.341,0.702,7.3,2.7,0.7,0.5,1.6,13.4,"Rob Jeter "
hofstra,2005,CAA,0.788,72.9,"Adrian Uter",29,29,27.8,0.566,0.566,0,0.509,7.8,0.7,0.8,2.3,1.4,9.3,"Tom Pecora "
hampton,2005,MEAC,0.5,66.3,"Adrian Woodard",32,12,16.9,0.417,0.461,0.211,0.605,4.1,0.9,0.9,0.4,1.2,4.4,"Bobby Collins "
louisiana-monroe,2005,Southland,0.357,65,"Afam Nweke",16,0,4.4,0.25,0.25,0,0,1.3,0.1,0.1,0.1,0.3,0.3,"Orlando Early "
tennessee-state,2005,OVC,0.464,69.5,"Ahmaad Smith",7,0,1,0.333,1,0,0.4,0.4,0.3,0.1,0,0.1,0.6,"Cy Alexander "
saint-josephs,2005,A-10,0.576,66.1,"Ahmad Nivins",30,12,22.7,0.613,0.618,0,0.706,5,0.3,0.4,1.3,1.4,6.1,"Phil Martelli "
st-bonaventure,2005,A-10,0.296,68.1,"Ahmad Smith",27,27,35.6,0.442,0.493,0.265,0.656,5.6,3,1.1,0.1,2.2,15.9,"Anthony Solomon "
hawaii,2005,WAC,0.607,67.6,"Ahmet Gueye",26,26,30.3,0.56,0.56,0,0.623,7.7,1.2,0.5,2.5,2.3,12.2,"Riley Wallace "
drake,2005,MVC,0.387,69,"Ajay Calvin",31,28,25.7,0.465,0.463,1,0.688,5.3,0.7,0.5,0.4,1.6,10.2,"Tom Davis "
fresno-state,2005,WAC,0.536,73.8,"Ajay Riding",27,0,4.1,0.167,0.2,0,0.6,0.6,0.5,0.3,0,0.3,0.3,"Steve Cleveland "
idaho-state,2005,"Big Sky",0.481,78.7,"Akbar Abdul-Ahad",27,1,19.1,0.349,0.267,0.38,0.844,2.1,3.2,0.7,0,1.5,5.9,"Doug Oliver "
high-point,2005,"Big South",0.552,75.4,"Akeem Scott",29,29,30.6,0.464,0.588,0.331,0.685,3.7,2.2,2.2,0.3,2.4,14.1,"Bart Lundy "
kansas-state,2005,"Big 12",0.536,68.3,"Akeem Wright",28,21,28.5,0.363,0.371,0.143,0.615,5.4,2.6,0.6,0.4,1.9,6.2,"Jim Wooldridge "
alabama-state,2005,SWAC,0.4,66.2,"Akeim Claborn",30,30,28.4,0.514,0.576,0.309,0.614,7.5,1.1,0.8,0.7,1.9,14.7,"Lewis Jackson "
boston-college,2005,ACC,0.778,74.2,"Akida McLain",29,0,12.1,0.495,0.523,0,0.721,2.7,0.3,0.4,0.3,0.6,4.2,"Al Skinner "
clemson,2005,ACC,0.594,74.3,"Akin Akingbala",32,32,27.4,0.576,0.574,1,0.556,8.2,0.8,1,1.3,2.1,12.1,"Oliver Purnell "
florida-am,2005,MEAC,0.452,66.8,"Akini Akini",22,5,0,0.41,0.425,0.2,0.625,3.3,0.4,0.1,0.2,1.4,3.9,"Mike Gillespie "
nicholls-state,2005,Southland,0.333,70.3,"Akins Gaines",10,0,5.3,0.235,0.222,0.25,0.5,1.1,0,0.2,0.1,0.3,1.1,"J.P. Piper "
florida,2005,SEC,0.846,78.3,"Al Horford",39,39,25.9,0.608,0.612,0,0.611,7.6,2,1,1.7,1.9,11.3,"Billy Donovan "
drake,2005,MVC,0.387,69,"Al Stewart",31,29,28.7,0.495,0.505,0.3,0.707,3.1,4.6,2,0,3.1,9.8,"Tom Davis "
florida-state,2005,ACC,0.667,76.7,"Al Thornton",30,30,29,0.518,0.524,0.476,0.744,6.9,1.2,1,0.3,2.4,16.1,"Leonard Hamilton "
georgia-tech,2005,ACC,0.393,71.9,"Alade Aminu",24,0,8,0.489,0.489,0,0.545,1.8,0.3,0.3,0.3,0.6,2.4,"Paul Hewitt "
delaware-state,2005,MEAC,0.6,57.5,"Alain Walker",29,0,6.3,0.083,0.091,0,0.667,0.7,0.6,0.2,0,0.7,0.4,"Greg Jackson "
lamar,2005,Southland,0.548,80.2,"Alan Daniels",31,31,35.1,0.436,0.535,0.304,0.665,6.7,3,2.3,0.7,2.5,23.5,"Billy Tubbs "
florida-international,2005,"Sun Belt",0.286,61.7,"Alan Guyton",22,14,16.6,0.371,0.429,0.143,0.35,1.9,1.8,0.5,0,1.8,1.5,"Sergio Rouco "
vanderbilt,2005,SEC,0.567,70.1,"Alan Metcalfe",19,0,7.6,0.4,0.417,0.25,0.9,2.1,0.2,0,0.3,0.4,2.2,"Kevin Stallings "
texas-tech,2005,"Big 12",0.469,68.3,"Alan Voskuil",32,5,13.2,0.354,0.25,0.406,0.808,1.6,0.9,0.3,0,0.9,3.6,"Bob Knight "
san-francisco,2005,WCC,0.393,69.1,"Alan Wiggins",28,28,33.6,0.527,0.539,0.2,0.682,8.3,1.3,1.1,2.1,2.5,14.1,"Jessie Evans "
wisconsin,2005,"Big Ten",0.613,71.1,"Alando Tucker",31,31,33.4,0.453,0.486,0.25,0.545,5.7,1.7,0.6,0.2,2,19,"Bo Ryan "
norfolk-state,2005,MEAC,0.419,61.9,"AlDavon Thomas",30,26,23,0.34,0.397,0.2,0.507,3.1,3,2,0.2,3,6.2,"Dwight Freeman "
texas-san-antonio,2005,Southland,0.393,73.4,"Aldric Reynolds",27,6,21.8,0.415,0.481,0.375,0.654,2.5,1.9,0.8,0,1.7,6.9,"Tim Carter "
mcneese-state,2005,Southland,0.5,72,"Aldrynn Wardell",21,7,17,0.471,0.471,0,0.469,3.7,0.5,0.4,0.3,1.4,5.3,"Tic Price "
nebraska,2005,"Big 12",0.576,66.7,"Aleks Maric",31,26,25.3,0.472,0.472,0,0.611,8.1,1.2,0.8,1.3,1.8,10.9,"Barry Collier "
rice,2005,CUSA,0.429,67.8,"Aleks Perka",18,0,7.4,0.55,0.55,0,0.429,1.2,0.2,0.2,0.1,0.6,1.4,"Willis Wilson "
dartmouth,2005,Ivy,0.222,60.4,"Alex Barnett",26,3,11.5,0.422,0.475,0.323,0.727,1.4,0.6,0.5,0.2,0.6,3.6,"Terry Dunn "
sacramento-state,2005,"Big Sky",0.5,75.8,"Alex Bausley",30,29,28.6,0.5,0.57,0.347,0.535,5.2,1.9,2.1,0.5,1.9,13.6,"Jerome Jenkins "
michigan,2005,"Big Ten",0.667,71.7,"Alex Brzozowicz",2,0,1,0,0,0,0,0,0,0,0,0.5,0,"Tommy Amaker "
denver,2005,"Sun Belt",0.516,66.5,"Alex Cox",31,9,16.8,0.286,0.216,0.35,0.739,1.5,1.3,0.4,0.1,1.6,2.4,"Terry Carroll "
san-jose-state,2005,WAC,0.194,65,"Alex Elam",30,30,30.3,0.409,0.447,0.348,0.746,3.5,1.6,0.8,0.3,2.4,12.8,"George Nessman "
vanderbilt,2005,SEC,0.567,70.1,"Alex Gordon",30,19,21,0.379,0.396,0.369,0.736,1.3,2.6,1,0,1.4,5.7,"Kevin Stallings "
morehead-state,2005,OVC,0.148,62.2,"Alex Hall",4,0,1.5,0.5,1,0,0,0.5,0.3,0,0,0.8,0.5,"Kyle Macy "
california-santa-barbara,2005,"Big West",0.517,66.6,"Alex Harris",29,17,25.9,0.374,0.426,0.315,0.742,3.5,2,0.7,0,1.9,8.3,"Bob Williams "
old-dominion,2005,CAA,0.706,70,"Alex Loughton",34,33,28.5,0.485,0.507,0.325,0.747,7.7,1.4,1,0.7,1.7,13.5,"Blaine Taylor "
monmouth,2005,NEC,0.559,64.4,"Alex Nunner",27,1,7.6,0.394,0.375,0.4,0.5,0.7,0.7,0.1,0,0.7,1.4,"Dave Calloway "
princeton,2005,Ivy,0.444,51.9,"Alex Okafor",15,0,12.1,0.25,0.3,0,0.545,1.5,0.6,0.3,0.3,0.9,1.2,"Joe Scott "
furman,2005,Southern,0.536,72.2,"Alex Opacic",17,0,9,0.44,0.563,0.222,0.833,1.8,0.3,0.2,0.1,0.6,3.1,"Larry Davis "
missouri-kansas-city,2005,Mid-Cont,0.5,70.5,"Alex Pledger",8,0,6.3,0.5,0.5,0,0.5,1.3,0.3,0.1,0.4,0,0.9,"Rich Zvosec "
california,2005,Pac-10,0.645,68.6,"Alex Pribble",24,0,4.8,0.417,0.75,0.25,1,0.8,0.4,0,0,0.1,0.6,"Ben Braun "
texas-pan-american,2005,Ind,0.226,60.2,"Alex Robinson",30,0,0,0.413,0.5,0.208,0.611,2.5,0.7,0.3,0.2,0,2.7,"Robert Davenport "
west-virginia,2005,"Big East",0.667,70.7,"Alex Ruoff",21,0,4,0.333,0.167,0.4,0,0.5,0.2,0.2,0.1,0.2,1,"John Beilein "
youngstown-state,2005,Horizon,0.25,68.1,"Alex Sanchez",13,0,6.2,0.4,0.571,0.25,0.667,0.5,0.1,0.1,0.2,0.7,1.2,"Jerry Slocum "
william-mary,2005,CAA,0.286,64.8,"Alex Smith",27,3,9.3,0.451,0.46,0,0.657,2.1,0.1,0.2,0.2,0.8,2.6,"Tony Shaver "
iowa,2005,"Big Ten",0.735,66.3,"Alex Thompson",34,0,12.4,0.312,0.308,0.333,0.333,2.3,0.8,0.3,0.4,0.9,2,"Steve Alford "
portland,2005,WCC,0.379,69.4,"Alex Tiefenthaler",16,5,15.3,0.422,0.474,0.143,0.682,2.9,0.1,0.6,0.4,0.9,3.4,"Michael Holton "
holy-cross,2005,Patriot,0.625,66.4,"Alex Vander Baan",32,30,27.9,0.405,0.418,0.318,0.651,5,1.3,0.8,0.3,1.8,6.2,"Ralph Willard "
hartford,2005,AEC,0.464,67.5,"Alex Zimnickas",28,10,13.2,0.388,0.439,0.261,0.556,1.9,0.3,0.2,0,0.6,2.8,"Larry Harrison "
virginia-commonwealth,2005,CAA,0.655,67.7,"Alexander Harper",29,22,23.9,0.468,0.461,0.477,0.795,3.1,2.4,1.1,0.1,1.3,6.8,"Jeff Capel "
florida-state,2005,ACC,0.667,76.7,"Alexander Johnson",29,28,24.9,0.54,0.573,0.31,0.706,7.4,0.7,1.1,1,2.8,13.2,"Leonard Hamilton "
george-washington,2005,A-10,0.9,78.7,"Alexander Kireev",26,8,7,0.418,0.407,1,0.682,1.3,0.3,0.2,0.3,0.6,2.4,"Karl Hobbs "
alabama-state,2005,SWAC,0.4,66.2,"Alexander Oliver",30,17,21.8,0.319,0.333,0.286,0.643,1.9,1.5,0.7,0.1,1.7,5.2,"Lewis Jackson "
centenary-la,2005,Mid-Cont,0.148,66.5,"Alexander Starr",26,0,0,0.533,0.542,0.438,0.779,4.7,3.3,1.4,0.7,0,9.5,"Rob Flaska "
savannah-state,2005,Ind,0.067,56.4,"Alfonce McKinney",25,0,10,0.375,0.375,0,0,1.4,0.1,0.1,0.3,0.5,1.2,"Horace Broadnax "
northwestern-state,2005,Southland,0.765,75.7,"Alfonso Dyer",34,2,13,0.491,0.515,0.368,0.588,3,0.3,0.5,0.6,0.9,4.7,"Mike McConathy "
ucla,2005,Pac-10,0.821,67.7,"Alfred Aboya",33,2,14,0.64,0.658,0,0.469,2.4,0.4,0.5,0.2,0.6,3.6,"Ben Howland "
valparaiso,2005,Mid-Cont,0.586,78.8,"Ali Berdiel",29,15,24.1,0.42,0.429,0.406,0.692,3.4,3.8,1.2,0.2,2.4,8.4,"Homer Drew "
texas-christian,2005,MWC,0.194,62.2,"Aliou Kane",3,0,5.3,0.5,0.5,0,0.75,1,0,0,0,0,2.3,"Neil Dougherty "
drake,2005,MVC,0.387,69,"Aliou Keita",30,18,15.9,0.449,0.453,0,0.4,4.5,0.3,0.2,1,0.9,4.8,"Tom Davis "
montana-state,2005,"Big Sky",0.5,73.2,"Alioune Beye",30,29,25.3,0.611,0.611,0,0.613,5.9,0.8,0.4,2.1,1.4,11.6,"Mick Durham "
milwaukee,2005,Horizon,0.71,74,"Allan Hanson",31,0,10.1,0.315,0.071,0.467,0.72,0.8,0.6,0.1,0,0.5,2.7,"Rob Jeter "
villanova,2005,"Big East",0.848,74.2,"Allan Ray",32,32,32.1,0.389,0.416,0.372,0.889,3.6,1.8,1.2,0.1,1.8,18.5,"Jay Wright "
st-francis-ny,2005,NEC,0.37,63.7,"Allan Sheppard",27,19,26.6,0.49,0.5,0.333,0.646,4.8,1.3,1,0.6,2.3,11.6,"Brian Nash "
virginia-tech,2005,ACC,0.467,68.7,"Allen Calloway",2,0,3.5,1,1,0,0,0.5,0,0,0,0,1,"Seth Greenberg "
arizona-state,2005,Pac-10,0.393,67.1,"Allen Morill",7,2,15.7,0.346,0.346,0,0.667,3.6,0.3,0.4,0,1.9,4.6,"Rob Evans "
toledo,2005,MAC,0.645,69.4,"Allen Pinson",10,0,7.1,0.5,0.615,0.385,0,1.2,0.1,0,0.4,0.6,3.1,"Stan Joplin "
texas-christian,2005,MWC,0.194,62.2,"Allen Taylor",22,1,5.3,0.45,0.45,0,0.375,1,0.1,0,0.5,0.3,1,"Neil Dougherty "
alcorn-state,2005,SWAC,0.286,66,"Alleo Frazier",28,28,28.5,0.384,0.4,0.373,0.667,2.4,4,1.7,0,2.3,4.8,"Samuel West "
alcorn-state,2005,SWAC,0.286,66,"Almaad Jackson",19,14,28.3,0.414,0.463,0.256,0.676,7.1,1.3,0.5,2.1,2.7,10.1,"Samuel West "
alabama,2005,SEC,0.581,70.3,"Alonzo Gee",31,7,23.2,0.484,0.598,0.296,0.514,3.4,1.3,0.9,0.2,1.9,8.6,"Mark Gottfried "
eastern-kentucky,2005,OVC,0.467,70.2,"Alonzo Hird",28,11,23,0.577,0.577,0,0.597,5.2,1.1,0.4,0.8,1.3,7.9,"Jeff Neubauer "
