id,team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
2779,tennessee,1981,SEC,0.667,65.5,Seth McDonald,7,1,4.1,0.571,0,0,0.5,0.7,0.3,0.1,0,0.7,1.4,Don DeVoe 
2780,saint-marys-ca,1981,WCAC,0.407,71.2,Seward Patrick,21,5,13.1,0.394,0,0,0.667,0.9,2.6,0.6,0,1.3,3,Bill Oates 
2781,washington,1981,Pac-10,0.655,67,Shag Williams,17,0,4.4,0.429,0,0,0.667,1.3,0.3,0.2,0,0.4,1.6,Marv Harshman 
2782,tulane,1981,Metro,0.679,66.6,Shai Scharf,7,0,6,0.667,0,0,0.667,1,0.7,0,0,0.4,1.4,Ned Fowler 
2783,citadel,1981,Southern,0.5,67.9,Shawn Brown,28,0,0,0.448,0,0,0.65,2.5,0.1,0.4,0.9,0,4.9,Les Robinson 
2784,oklahoma,1981,Big 8,0.667,75.4,Shawn Clark,3,0,7.3,0,0,0,0,0.7,0.7,0,0,0.7,0,Billy Tubbs 
2785,western-kentucky,1981,OVC,0.655,67.4,Shawn Giddy,6,0,1.3,0.333,0,0,0.5,0.5,0.2,0,0.3,0,0.7,Clem Haskins 
2786,arizona-state,1981,Pac-10,0.481,65.3,Shawn Holiday,26,0,14.8,0.413,0,0,0.63,1.4,1.2,0.5,0.1,1.8,2.7,Ned Wulk 
2787,north-carolina-wilmington,1981,Ind,0.481,61.9,Shawn Williams,27,0,0,0.543,0,0,0.748,5.4,1,1.4,0,2.5,15.4,Mel Gibson 
2788,saint-peters,1981,MAAC,0.69,62.9,Shelton Gibbs,27,0,30.9,0.557,0,0,0.67,4,1.6,0.8,0.2,1.9,11.8,Bob Dukiet 
2789,texas-southern,1981,SWAC,0.724,83.8,Shelton Thomas,23,0,0,0.412,0,0,0.944,2.3,0.4,0.4,0.2,0,4.5,Robert Moreland 
2790,new-orleans,1981,Ind,0.692,73.8,Sherman Scott,25,0,16.7,0.591,0,0,0.875,3.1,0.5,0.3,0.3,0.9,4.2,Don Smith 
2791,western-carolina,1981,Southern,0.704,75.9,Si Simmons,27,24,14.3,0.426,0,0,0.84,3.2,0.2,0.4,0.7,0,2.3,Steve Cottrell 
2792,georgia,1981,SEC,0.613,69.4,Sid Truesdale,4,0,3.3,0.667,0,0,0.5,0.5,0.5,0,0,0,1.3,Hugh Durham 
2793,murray-state,1981,OVC,0.714,64.6,Sidney Bolden,4,0,3.3,1,0,0,0.5,1.3,0,0,0,0.3,2,Ronald Greene 
2794,nevada-las-vegas,1981,Ind,0.667,75.3,Sidney Green,30,29,32.1,0.535,0,0,0.769,9,1.5,1.1,0.8,0,16.7,Jerry Tarkanian 
2795,west-chester,1981,ECC,0.481,70.1,Sidney Jones,27,0,0,0.529,0,0,0.613,1.4,0,0,0,0,5.4,Earl Voss 
2796,north-carolina-state,1981,ACC,0.688,57.5,Sidney Lowe,32,0,36.5,0.516,0,0,0.752,2.7,5.7,1.4,0,2.2,8.5,Jim Valvano 
2797,portland,1981,WCAC,0.63,65.6,Sidney Watson,27,0,27.3,0.59,0,0,0.646,4,1.8,0.9,0.3,2.1,5.4,Jack Avina 
2798,jacksonville,1981,Sun Belt,0.519,76.2,Singh Guram,27,12,15.9,0.392,0,0,0.743,4.3,1.4,0.5,0.2,1.3,3.3,Bob Wenzel 
2799,seton-hall,1981,Big East,0.407,72.1,Sir John Collins,27,20,23.4,0.53,0,0,0.7,4.7,0.1,0.3,0.4,1.3,7.4,Hoddy Mahon 
2800,northeastern,1981,ECACN,0.767,69.8,Skeeter Bryant,29,0,15.6,0.363,0,0,0.756,0.8,1.3,0,0,0,3.1,Jim Calhoun 
2801,chattanooga,1981,Southern,0.871,72.6,Skip Clark,31,11,27.5,0.487,0,0,0.707,3.2,2.3,1.4,0.2,1.4,8.7,Murray Arnold 
2802,depaul,1981,Ind,0.929,77.7,Skip Dillard,28,26,34.3,0.453,0,0,0.775,2.5,2.1,1.8,0.1,2,13.4,Ray Meyer 
2803,butler,1981,MW City,0.259,63.6,Skip Jones,27,0,0,0.367,0,0,0.724,1.4,0,0,0,0,5.6,Joe Sexson 
2804,robert-morris,1981,ECACM,0.567,71.1,Skip Koskoski,5,0,0,0.545,0,0,0.667,3,0,0,0,0,3.6,Matt Furjanic 
2805,georgetown,1981,Big East,0.811,67.6,Sleepy Floyd,37,0,32.4,0.504,0,0,0.72,3.4,2.7,0,0,0,16.7,John Thompson 
2806,navy,1981,ECACS,0.462,65.2,Sly Mata,16,0,0,0.413,0,0,0.667,0.7,1,0,0.1,0,4.8,Paul Evans 
2807,syracuse,1981,Big East,0.552,79.2,Sonny Spera,26,0,0,0.493,0,0,0.645,1,1,0,0,0,3.3,Jim Boeheim 
2808,east-tennessee-state,1981,Southern,0.464,80.6,Sonny Vinson,22,0,0,0.443,0,0,0.556,1.5,0,0,0,0,3.5,Jim Hallahan 
2809,new-mexico-state,1981,MVC,0.607,68.8,Spencer Conard,21,0,8.8,0.367,0,0,0.5,0.5,1.1,0.5,0,1,2.2,Weldon Drew 
2810,georgia-southern,1981,A-Sun,0.519,62.3,Spindle Graves,27,0,0,0.491,0,0,0.5,1,0,0,0,0,2.7,Frank Kerns 
2811,lafayette,1981,ECC,0.444,62.8,Stan Morse,27,0,14.4,0.505,0,0,0.806,1,1,0.4,0.1,0.7,5.1,Will Rackley 
2812,chattanooga,1981,Southern,0.871,72.6,Stanford Strickland,30,1,17.8,0.593,0,0,0.694,4.2,0.5,0.8,0.5,1.2,8.6,Murray Arnold 
2813,virginia-commonwealth,1981,Sun Belt,0.607,67.3,Stanley Davis,24,0,9,0.324,0,0,0.714,0.4,1.2,0.2,0,0.6,1.4,J.D. Barnett 
