team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
california-davis,2013,"Big West",0.29,70.1,"Georgi Funtarov",26,22,24.2,0.43,0.529,0.327,0.538,4.9,0.8,0.3,0.3,1.3,8.7,"Jim Les "
saint-francis-pa,2013,NEC,0.323,61.8,"Georgios Angelou",14,0,6.1,0.267,0,0.286,0.667,0.5,0.3,0.1,0.1,0.3,1,"Rob Krimmel "
lehigh,2013,Patriot,0.438,66.3,"Georgios Pilitsis",8,0,1,0,0,0,0,0.1,0,0,0,0.1,0,"Brett Reed "
miami-oh,2013,MAC,0.419,65.3,"Geovonie McKnight",31,28,30,0.404,0.432,0.222,0.7,3.6,2.3,1.5,0.1,2.5,9.4,"John Cooper "
tennessee-state,2013,OVC,0.167,68.7,"Gerald Williams",6,2,14.3,0.292,0.538,0,0.8,0.7,0.3,0.5,0,0.2,3.7,"Travis Williams "
gonzaga,2013,WCC,0.806,76.7,"Gerard Coleman",34,0,11.4,0.494,0.513,0.125,0.581,1.6,0.8,0.5,0.1,1.1,6,"Mark Few "
memphis,2013,AAC,0.706,76.9,"Geron Johnson",34,32,27.9,0.409,0.486,0.258,0.607,4.9,3.5,1.3,0.4,2.4,8.9,"Josh Pastner "
long-island-university,2013,NEC,0.31,71.7,"Gerrell Martin",26,26,31.4,0.442,0.444,0.44,0.863,3.5,0.9,0.8,0,1.3,12.2,"Jack Perri "
colorado-state,2013,MWC,0.5,73.3,"Gerson Santo",31,30,23.5,0.587,0.587,0,0.639,4.1,0.4,0.5,0.5,0.7,5.6,"Larry Eustachy "
arkansas-pine-bluff,2013,SWAC,0.419,63.1,"Ghiavonni Robinson",29,28,24.9,0.299,0.25,0.321,0.724,2.3,0.9,0.9,0.1,1.2,6.2,"George Ivory "
north-carolina-asheville,2013,"Big South",0.531,77.7,"Giacomo Zilli",22,2,7.9,0.6,0.6,0,0.81,1.6,0.5,0.2,0.2,0.6,2.7,"Nick McDevitt "
long-island-university,2013,NEC,0.31,71.7,"Gilbert Parga",19,5,18.4,0.356,0.411,0.292,0.743,2.6,0.8,0.3,0.1,1.2,7.5,"Jack Perri "
louisiana-tech,2013,CUSA,0.784,81,"Gilbert Talbot",28,0,6.4,0.563,0.563,0,0.321,2,0.1,0,0.2,0.5,2.3,"Michael White "
washington,2013,Pac-12,0.531,74.5,"Gilles Dierickx",14,0,5.1,0.125,0.125,0,0.5,0.7,0.1,0.1,0.4,0.4,0.2,"Lorenzo Romar "
rhode-island,2013,A-10,0.438,67.8,"Gilvydas Biruta",32,32,25.9,0.5,0.543,0.188,0.67,7,1.3,0.3,0.7,2.1,10.6,"Dan Hurley "
jacksonville-state,2013,OVC,0.323,65,"Giovanni Smith",21,4,9.1,0.382,0.167,0.429,0.75,0.6,0.4,0.1,0,0.1,2.1,"James Green "
idaho,2013,WAC,0.471,72.4,"Glen Dean",31,19,25.4,0.36,0.352,0.366,0.823,2.1,2.4,0.4,0,1.4,9,"Don Verlin "
college-of-charleston,2013,CAA,0.438,63,"Glen Pierre",9,0,1.6,1,1,0,0,0.4,0.1,0,0,0.1,0.2,"Doug Wojcik "
stetson,2013,A-Sun,0.226,61.8,"Glenn Baral",28,0,11.4,0.278,0.296,0.27,0.6,0.9,0.4,0.4,0,0.4,2.5,"Corey Williams "
eastern-michigan,2013,MAC,0.595,65.5,"Glenn Bryant",36,10,21.2,0.56,0.575,0.125,0.696,4.7,0.3,0.8,1.5,0.6,9.3,"Rob Murphy "
eastern-kentucky,2013,OVC,0.706,78.7,"Glenn Cosey",34,34,36.3,0.43,0.436,0.426,0.841,3.2,4.2,1.2,0.1,1.9,18.7,"Jeff Neubauer "
long-island-university,2013,NEC,0.31,71.7,"Glenn Feidanga",29,6,16.3,0.436,0.436,0,0.667,3.8,0.2,0.2,0.2,0.5,4.1,"Jack Perri "
michigan,2013,"Big Ten",0.757,73.9,"Glenn Robinson",37,37,32.3,0.488,0.562,0.306,0.757,4.4,1.2,0.9,0.3,1.2,13.1,"John Beilein "
st-johns-ny,2013,"Big East",0.606,72.8,"Godsgift Achiuwa",32,3,9,0.571,0.571,0,0.469,2.1,0,0.3,0.8,0.3,2.5,"Steve Lavin "
drexel,2013,CAA,0.533,68.8,"Goran Pantovic",12,3,13.4,0.5,0.5,0,0.4,3.4,0.2,0.3,1.6,0.3,1.2,"Bruiser Flint "
texas-state,2013,"Sun Belt",0.258,61.4,"Gordon Ball",27,1,10.5,0.612,0.621,0,0.684,2.9,0.6,0.3,0.1,0.7,3.5,"Danny Kaspar "
brigham-young,2013,WCC,0.657,83.7,"Graham Pingree",7,0,1.4,0,0,0,0,0.1,0,0,0,0,0,"Dave Rose "
penn-state,2013,"Big Ten",0.471,70.9,"Graham Woodward",31,6,12.5,0.366,0.304,0.39,0.417,0.9,0.5,0.2,0,0.5,2.8,"Patrick Chambers "
saint-louis,2013,A-10,0.794,69.8,"Grandy Glaze",34,6,12.9,0.482,0.482,0,0.706,4.5,0.3,0.4,0.3,0.9,3.8,"Jim Crews "
iona,2013,MAAC,0.667,83.6,"Grant Ellis",17,0,2.9,0.286,0.667,0.182,0,0.2,0.1,0,0.1,0.1,0.6,"Tim Cluess "
southern-illinois-edwardsville,2013,OVC,0.355,73,"Grant Fiorentinos",24,0,7,0.432,0.432,0,0.308,1.1,0.1,0.2,0.1,0.4,1.5,"Lennox Forrester "
creighton,2013,"Big East",0.771,78.7,"Grant Gibbs",29,28,26.1,0.556,0.618,0.432,0.612,3.3,3.9,0.6,0.4,1.9,7.2,"Greg McDermott "
columbia,2013,Ivy,0.618,68,"Grant Mullins",24,24,31,0.413,0.494,0.349,0.899,2.9,2.4,0.7,0.2,1.8,11.7,"Kyle Smith "
wake-forest,2013,ACC,0.515,69.7,"Grant OBrien",4,0,1,0.5,0.5,0,0.5,0.5,0,0,0,0,0.8,"Jeff Bzdelik "
florida-atlantic,2013,CUSA,0.313,66.3,"Grant Pelchen",20,0,6.6,0.474,0.474,0,0.3,1.4,0.5,0.1,0.7,0.1,1.1,"Mike Jarvis "
stanford,2013,Pac-12,0.639,72.7,"Grant Verhoeven",32,0,5.7,0.375,0.375,0,0.692,1.1,0.2,0.1,0,0.2,0.7,"Johnny Dawkins "
navy,2013,Patriot,0.3,60.7,"Grant Vermeer",22,1,9.6,0.383,0.529,0.326,1,1.3,0.7,0.3,0,0.4,2.8,"Ed DeChellis "
jacksonville-state,2013,OVC,0.323,65,"Grant White",31,13,13.6,0.383,0.429,0.29,0.652,1,1,0.4,0,1.1,3.6,"James Green "
georgia-southern,2013,Southern,0.441,70.8,"Grayson Clark",11,0,1.8,0.333,0.2,1,0,0.4,0.1,0.1,0,0.1,0.5,"Mark Byington "
alabama-am,2013,SWAC,0.467,64.5,"Green Hill",30,2,19.1,0.376,0.429,0.235,0.745,2.1,2.3,0.4,0,1.3,5.9,"Willie Hayes "
east-carolina,2013,CUSA,0.5,72.9,"Greg Alexander",8,0,4.8,0.545,0.75,0.429,0.6,0.6,0.3,0,0.1,0,2.3,"Jeff Lebo "
central-connecticut-state,2013,NEC,0.367,70.6,"Greg Andrade",6,0,1,0,0,0,0,0,0,0,0,0,0,"Howie Dickenman "
saint-francis-pa,2013,NEC,0.323,61.8,"Greg Brown",31,28,23.5,0.405,0.462,0.233,0.611,2.8,1.9,0.7,0.3,1.1,4.1,"Rob Krimmel "
virginia-tech,2013,ACC,0.29,62.9,"Greg Donlon",11,0,0.9,0.5,0.5,0,0.5,0.3,0,0,0.1,0,0.3,"James Johnson "
charleston-southern,2013,"Big South",0.419,81.4,"Greg Dorleus",9,1,4.2,0.583,0.583,0,0.778,1.1,0,0.4,0.3,0.3,2.3,"Barclay Radebaugh "
morehead-state,2013,OVC,0.588,76.6,"Greg Dotson",29,9,16.6,0.5,0.553,0,0.667,2.4,0.7,0.4,0.6,0.7,4.9,"Sean Woods "
yale,2013,Ivy,0.576,66.9,"Greg Kelley",30,0,8.4,0.381,0.632,0.308,0.7,1.3,0.2,0.1,0.1,0.2,3,"James Jones "
rutgers,2013,AAC,0.364,71.1,"Greg Lewis",32,1,9.8,0.434,0.434,0,0.3,2,0.3,0.1,0.6,0.7,1.5,"Eddie Jordan "
pennsylvania,2013,Ivy,0.286,68.3,"Greg Louis",8,4,13.9,0.684,0.714,0.6,0.533,2.9,0.1,0.5,1,1,4.6,"Jerome Allen "
green-bay,2013,Horizon,0.774,74.3,"Greg Mays",31,30,25.4,0.586,0.596,0.333,0.648,5.2,0.7,0.5,1,1.5,10.3,"Brian Wardle "
south-carolina-state,2013,MEAC,0.3,62.8,"Greg Mortimer",17,0,10.3,0.293,0.31,0.25,0.45,1.4,0.7,0.4,0.1,0.6,2.8,"Murray Garvin "
florida-am,2013,MEAC,0.438,71.3,"Greg Nelson",21,0,6.1,0.31,0.333,0.304,0.857,0.7,0.1,0.1,0,0.4,1.8,"Clemon Johnson "
monmouth,2013,MAAC,0.344,69,"Greg Noack",27,0,7.7,0.6,0.6,0,0.75,1.5,0.2,0.4,0,0.3,2,"King Rice "
chattanooga,2013,Southern,0.545,75.4,"Greg Pryor",33,33,20.7,0.315,0.39,0.175,0.806,1.8,2,1,0,1.5,5.5,"Will Wade "
wagner,2013,NEC,0.613,71.5,"Greg Senat",21,0,6,0.5,0.5,0,0.438,1.6,0,0,0.1,0.1,1.8,"Bashir Mason "
depaul,2013,"Big East",0.364,69.4,"Greg Sequele",31,1,10.2,0.606,0.606,0,0.333,1.7,0.1,0.2,0.4,0.4,1.4,"Oliver Purnell "
mount-st-marys,2013,NEC,0.485,75.9,"Gregory Graves",33,3,21.7,0.471,0.5,0.304,0.674,5.4,0.3,0.5,0.6,0.8,6.5,"Jamion Christian "
hampton,2013,MEAC,0.581,73,"Gregory Hayden",5,0,2.6,0.5,0.333,1,1,0.2,0,0,0,0.4,1.4,"Edward Joyner "
denver,2013,Summit,0.516,65.9,"Griffin McKenzie",8,0,3.1,0.333,0.286,0.5,1,0.1,0.3,0,0,0.3,1,"Joe Scott "
arkansas-little-rock,2013,"Sun Belt",0.469,71.5,"Gus Leeper",32,4,15.9,0.393,0.393,0,0.788,2.8,0.2,0.3,0.7,1.3,4.2,"Steve Shields "
high-point,2013,"Big South",0.516,71.1,"Haiishen McIntyre",24,0,10.5,0.491,0.52,0.2,0.667,1.2,1.2,0.5,0.1,0.8,3.3,"Scott Cherry "
maryland-eastern-shore,2013,MEAC,0.2,66.5,"Hakeem Baxter",27,27,30,0.453,0.478,0.333,0.787,3.7,1.5,0.7,0.3,2.1,14,"Frankie Allen "
seton-hall,2013,"Big East",0.5,71.8,"Hakeem Harris",3,0,8.7,0.5,0.5,0.5,0,0.7,0,0.7,0.3,0,1.7,"Kevin Willard "
saint-josephs,2013,A-10,0.706,71.6,"Halil Kanacevic",34,34,32.1,0.535,0.577,0.36,0.581,8.8,4.4,0.7,1.5,2.9,10.8,"Phil Martelli "
oregon-state,2013,Pac-12,0.5,75.8,"Hallice Cooke",32,18,26.3,0.459,0.462,0.456,0.737,2.6,2.5,0.8,0.1,1.6,8.2,"Craig Robinson "
texas-am-corpus-christi,2013,Southland,0.529,69.1,"Hameed Ali",34,30,25.6,0.412,0.428,0.383,0.735,2,2.4,1.1,0.3,1,8,"Willis Wilson "
samford,2013,Southern,0.394,70.5,"Hamilton Bailey",6,0,3.3,0,0,0,0.8,0.3,0,0,0,0,0.7,"Bennie Seltzer "
la-salle,2013,A-10,0.484,67.7,"Hank Davis",4,0,1.3,0.5,0.5,0,0,0.3,0,0,0,0,0.5,"John Giannini "
indiana,2013,"Big Ten",0.531,72.3,"Hanner Mosquera-Perea",29,0,7.7,0.575,0.575,0,0.723,2.1,0.2,0.2,0.4,0.7,2.8,"Tom Crean "
princeton,2013,Ivy,0.7,70.6,"Hans Brase",30,30,27,0.441,0.523,0.324,0.738,5.7,2.2,0.7,0.6,1.9,11.2,"Mitch Henderson "
illinois-chicago,2013,Horizon,0.194,66.8,"Hans Christian Lauer",8,0,3.4,0,0,0,0.875,0.5,0,0.1,0,0.1,0.9,"Howard Moore "
seton-hall,2013,"Big East",0.5,71.8,"Haralds Karlis",28,10,13.1,0.326,0.417,0.29,0.7,1.5,0.7,0.4,0.1,0.7,1.8,"Kevin Willard "
college-of-charleston,2013,CAA,0.438,63,"Harrison Bowne",2,0,1,0,0,0,0,0,0,0,0,0,0,"Doug Wojcik "
abilene-christian,2013,Southland,0.355,71.4,"Harrison Hawkins",16,16,30.1,0.374,0.353,0.403,0.847,2.6,3.2,1.1,0,3.1,12.3,"Joe Golding"
vermont,2013,AEC,0.667,70.7,"Harrison Taggart",11,0,5.1,0.429,0.667,0.25,1,0.7,0.3,0.3,0,0.1,0.8,"John Becker "
princeton,2013,Ivy,0.7,70.6,"Hashim Moore",7,0,1.4,0,0,0,0.5,0.4,0,0,0,0.3,0.1,"Mitch Henderson "
rhode-island,2013,A-10,0.438,67.8,"Hassan Martin",32,19,25.8,0.536,0.57,0.091,0.535,5.7,0.4,0.4,2.5,0.9,6.3,"Dan Hurley "
morgan-state,2013,MEAC,0.484,71.5,"Hassante Manning",12,0,5,0.286,0.286,0,0.5,1,0.3,0,0.1,0.2,0.4,"Todd Bozeman "
air-force,2013,MWC,0.4,66,"Hayden Graham",15,0,12.3,0.429,0.474,0.391,0.556,1.3,0.7,0.8,0.5,0.5,3.3,"Dave Pilipovich "
western-michigan,2013,MAC,0.697,71.9,"Hayden Hoerdemann",11,0,4,0.357,0.571,0.143,0.75,0.3,0.5,0.3,0,0.1,1.8,"Steve Hawkins "
illinois-chicago,2013,Horizon,0.194,66.8,"Hayden Humes",27,19,26.6,0.382,0.439,0.343,0.725,3.5,0.9,0.4,0.2,1.3,7,"Howard Moore "
utah-valley,2013,WAC,0.625,67.5,"Hayes Garrity",32,0,21.7,0.397,0.442,0.323,0.8,2.7,1.6,0.5,0,1.2,8.7,"Dick Hunsaker "
louisiana-lafayette,2013,"Sun Belt",0.657,81,"Hayward Register",27,0,6.1,0.343,0.357,0.339,1,0.5,0.1,0.2,0,0.1,2.6,"Bob Marlin "
vermont,2013,AEC,0.667,70.7,"Hector Harold",33,1,15.4,0.399,0.412,0.379,0.604,2,0.5,0.5,0.3,1.2,5,"John Becker "
norfolk-state,2013,MEAC,0.559,71.4,"Hefeng Sun",6,0,2.3,0,0,0,1,0.3,0.2,0,0,0,0.3,"Robert Jones "
pennsylvania,2013,Ivy,0.286,68.3,"Henry Brooks",28,2,16.7,0.461,0.465,0,0.625,2.8,0.5,0.6,0.5,1.1,4.1,"Jerome Allen "
princeton,2013,Ivy,0.7,70.6,"Henry Caruso",8,0,1.8,0,0,0,0.75,0.6,0,0,0.1,0.6,0.4,"Mitch Henderson "
villanova,2013,"Big East",0.853,78,"Henry Lowe",8,0,1.6,1,1,1,0,0.1,0,0,0,0.4,0.6,"Jay Wright "
louisiana-state,2013,SEC,0.588,74.7,"Henry Shortess",7,0,2.1,0.167,0,0.25,0,0,0.3,0.1,0,0.4,0.4,"Johnny Jones "
eastern-kentucky,2013,OVC,0.706,78.7,"Herb Harrison",4,0,2.3,0.333,0.333,0,1,1,0,0,0,0,1,"Jeff Neubauer "
ipfw,2013,Summit,0.694,77.1,"Herbert Graham",13,0,4.2,0.45,0.5,0.438,0.333,0.8,0.4,0.1,0.1,0.5,2,"Tony Jasick "
prairie-view,2013,SWAC,0.324,69.5,"Hershey Robinson",33,16,18.2,0.396,0.466,0.352,0.6,2.5,0.5,0.3,0.2,0.9,4.9,"Byron Rimm "
savannah-state,2013,MEAC,0.406,61.5,"Hikeem Champaigne",29,4,9.1,0.466,0.466,0,0.4,1.9,0.2,0.2,0.4,0.8,2,"Horace Broadnax "
washington,2013,Pac-12,0.531,74.5,"Hikeem Stewart",5,0,4.4,0.333,1,0.2,0,0.6,0,0,0,0.4,1,"Lorenzo Romar "
troy,2013,"Sun Belt",0.355,68.4,"Hobie Hughes",6,0,1.3,0,0,0,0,0.2,0.2,0,0,0,0,"Phil Cunningham "
belmont,2013,OVC,0.722,79.9,"Holden Mobley",33,0,7.3,0.5,0.571,0.4,0.375,0.8,0.4,0.2,0,0.3,0.5,"Rick Byrd "
utah-valley,2013,WAC,0.625,67.5,"Holton Hunsaker",32,32,33.6,0.336,0.336,0.337,0.864,2.3,4.2,1,0,2.7,14.2,"Dick Hunsaker "
texas-el-paso,2013,CUSA,0.676,69,"Hooper Vint",21,0,7.1,0.333,0.421,0,0.222,1.3,0.3,0,0.1,0.4,0.9,"Tim Floyd "
georgia,2013,SEC,0.588,68.9,"Houston Kessler",13,1,2,0.2,0,0.333,0,0.5,0.1,0,0,0,0.2,"Mark Fox "
saint-peters,2013,MAAC,0.452,63.3,"Howard Sellars",20,0,7.3,0.286,0.375,0.091,0.714,0.9,0.3,0.1,0,0.3,1.3,"John Dunne "
texas-christian,2013,"Big 12",0.29,63.6,"Hudson Price",25,8,15.4,0.242,0.235,0.25,0.774,2,0.5,0.4,0.3,0.7,2.4,"Trent Johnson "
new-mexico,2013,MWC,0.794,74,"Hugh Greenwood",31,31,31.8,0.399,0.56,0.331,0.645,5.1,3.4,0.9,0.3,1,6.2,"Craig Neal "
wagner,2013,NEC,0.613,71.5,"Hugo Naurais",18,0,6.7,0.417,0.462,0.364,0.4,2,0,0.2,0.1,0.5,1.4,"Bashir Mason "
rice,2013,CUSA,0.233,61.8,"Hunter Eggers",4,0,1,0,0,0,0,0.3,0.3,0,0,0,0,"Ben Braun "
california-santa-barbara,2013,"Big West",0.7,71.2,"Hunter Ford",6,0,1.7,0.667,1,0.5,0,0.3,0.2,0,0,0.2,0.8,"Bob Williams "
east-tennessee-state,2013,A-Sun,0.543,76.8,"Hunter Harris",34,33,25.1,0.528,0.549,0.214,0.644,5.4,0.4,1,1.2,1.2,9.1,"Murry Bartow "
stetson,2013,A-Sun,0.226,61.8,"Hunter Miller",31,16,24.1,0.338,0.41,0.275,0.796,2.2,2.2,0.5,0.1,1,4.8,"Corey Williams "
harvard,2013,Ivy,0.844,73.2,"Hunter Myers",2,0,1,1,0,1,0,0.5,0,0,0,0.5,1.5,"Tommy Amaker "
winthrop,2013,"Big South",0.606,74,"Hunter Sadlon",7,0,1.4,0,0,0,0.5,0.3,0.3,0,0,0,0.1,"Pat Kelsey "
troy,2013,"Sun Belt",0.355,68.4,"Hunter Williams",31,31,37,0.37,0.328,0.392,0.658,2.8,3.2,0.9,0,2.5,13.9,"Phil Cunningham "
texas-pan-american,2013,WAC,0.281,65.7,"Hurley Johnson",28,5,13.3,0.379,0.551,0.196,0.574,1.2,0.8,0.4,0,0.6,3.9,"Dan Hipsher "
texas-san-antonio,2013,CUSA,0.267,68.9,"Hyjii Thomas",30,8,23.9,0.42,0.461,0.292,0.7,2.9,1.7,0.8,0.2,2.5,9.3,"Brooks Thompson "
mississippi-state,2013,SEC,0.424,67.7,"I.J. Ready",26,21,24.1,0.371,0.378,0.354,0.857,2.1,2.7,1.2,0,1.6,5.9,"Rick Ray "
new-mexico-state,2013,WAC,0.722,77,"Ian Baker",19,0,14.3,0.431,0.536,0.333,0.583,1.1,1.1,0.5,0,0.8,3.9,"Marvin Menzies "
iupui,2013,Summit,0.188,66.4,"Ian Chiles",25,22,33.1,0.419,0.462,0.314,0.677,3.2,1.8,1,0.4,1.9,15.8,"Todd Howard "
morgan-state,2013,MEAC,0.484,71.5,"Ian Chiles",31,31,28.5,0.549,0.549,0,0.665,6.5,0.9,0.5,3,1.5,15.6,"Todd Bozeman "
incarnate-word,2013,Southland,0.778,82.1,"Ian Markolf",21,20,23.3,0.448,0.448,0,0.407,7.4,1.9,0.3,1.4,2.4,6.9,"Ken Burmeister "
florida-state,2013,ACC,0.611,70.9,"Ian Miller",33,7,28.4,0.449,0.5,0.399,0.873,2.5,2.8,0.7,0,2.9,13.7,"Leonard Hamilton "
cal-state-fullerton,2013,"Big West",0.355,67.5,"Ian Spruce",7,0,1.3,0.429,0,0.429,0,0.1,0,0,0,0,1.3,"Dedrique Taylor "
southern-illinois,2013,MVC,0.424,66.9,"Ibby Djimde",1,0,0,0,0,0,0,0,0,0,0,0,0,"Barry Hinson "
clemson,2013,ACC,0.639,63.5,"Ibrahim Djambo",32,1,9.2,0.318,0.458,0.238,0.667,1.4,0.1,0.2,0.2,0.4,1.9,"Brad Brownell "
rhode-island,2013,A-10,0.438,67.8,"Ifeanyi Onyekaba",31,13,12.3,0.516,0.516,0,0.542,3.2,0.1,0.2,0.5,0.8,3.2,"Dan Hurley "
california-davis,2013,"Big West",0.29,70.1,"Iggy Nujic",25,10,21.1,0.396,0.455,0.318,0.689,3.4,0.7,0.3,0.2,1.5,7,"Jim Les "
boise-state,2013,MWC,0.618,76.2,"Igor Hadziomerovic",32,16,18.2,0.395,0.434,0.167,0.545,2.9,1.5,0.5,0.1,0.9,3.7,"Leon Rice "
quinnipiac,2013,MAAC,0.625,78.8,"Ike Azotam",32,32,33.4,0.48,0.482,0,0.627,10.2,1,0.3,1.1,2,16.2,"Tom Moore "
washington-state,2013,Pac-12,0.323,62.4,"Ike Iroegbu",31,3,18.1,0.357,0.383,0.329,0.692,1.9,1.5,0.5,0.1,1.3,5.5,"Ken Bone "
dartmouth,2013,Ivy,0.429,68,"Ike Ngwudo",4,0,7.3,0.25,0.25,0,1,2.3,0,0.3,0,0.5,1.3,"Paul Cormier "
mercer,2013,A-Sun,0.75,78.8,"Ike Nwamu",35,0,18.8,0.485,0.5,0.435,0.748,2.9,1,0.6,0.3,1.7,8.3,"Bob Hoffman "
maryland-eastern-shore,2013,MEAC,0.2,66.5,"Iman Johnson",5,1,15.8,0.222,0.222,0,0.333,3,1,0.8,0.6,1,1.2,"Frankie Allen "
siena,2013,MAAC,0.526,69.3,"Imoh Silas",38,32,16.8,0.492,0.492,0,0.45,4.7,0.7,0.4,1.7,1.2,3.8,"Jimmy Patsos "
wofford,2013,Southern,0.606,66.8,"Indiana Faithfull",20,7,12.8,0.268,0.385,0.067,0.765,1.4,1.9,0.4,0.2,1.1,1.8,"Mike Young "
california-irvine,2013,"Big West",0.657,70.5,"Ioannis Dimakopoulos",22,0,5.4,0.5,0.5,0.5,0.643,1.3,0.2,0.1,0.3,0.5,2.1,"Russ Turner "
east-tennessee-state,2013,A-Sun,0.543,76.8,"Isaac Banks",23,0,5.7,0.579,0.611,0,0.7,1.2,0.3,0.1,0.2,0.3,1.3,"Murry Bartow "
longwood,2013,"Big South",0.25,69.8,"Isaac Belton",29,0,7.8,0.239,0.289,0.172,0.745,1.1,0.2,0.3,0,0.4,2.5,"Jayson Gee "
columbia,2013,Ivy,0.618,68,"Isaac Cohen",34,34,27.8,0.553,0.568,0.455,0.457,5.2,3,0.6,0,1.6,3.5,"Kyle Smith "
hawaii,2013,"Big West",0.645,80,"Isaac Fotu",31,31,30.8,0.584,0.596,0.125,0.733,6.1,0.7,0.4,0.8,1.6,14.9,"Gib Arnold "
missouri-kansas-city,2013,WAC,0.333,69.5,"Isaac Kreuer",30,4,10.4,0.45,0.458,0,0.533,2.2,0.2,0.2,0.2,0.5,2.3,"Kareem Richardson "
central-florida,2013,AAC,0.419,72.7,"Isaac Lang",14,1,2.7,0.417,1,0.3,0,0.2,0,0,0,0.1,0.9,"Donnie Jones "
new-orleans,2013,Southland,0.423,71.5,"Isaac Mack",25,25,29.4,0.377,0.422,0.29,0.69,2.4,3.3,1,0,2.6,8.6,"Mark Slessinger "
eastern-kentucky,2013,OVC,0.706,78.7,"Isaac McGlone",33,0,10.6,0.509,0.692,0.45,0.696,0.6,0.5,0.6,0,0.2,2.7,"Jeff Neubauer "
san-jose-state,2013,MWC,0.226,62.5,"Isaac Thornton",31,20,20.6,0.359,0.345,0.386,0.729,3.2,1.5,0.9,0.6,1.9,4.9,"Dave Wojcik "
george-washington,2013,A-10,0.727,73.2,"Isaiah Armwood",33,33,32,0.488,0.498,0.2,0.66,8.4,1.6,0.8,1.5,1.9,12.7,"Mike Lonergan "
baylor,2013,"Big 12",0.684,74.8,"Isaiah Austin",38,37,28,0.449,0.488,0.277,0.679,5.5,1.4,0.4,3.1,1.8,11.2,"Scott Drew "
holy-cross,2013,Patriot,0.588,67,"Isaiah Baker",5,0,0.8,0,0,0,0,0.2,0,0,0,0.2,0,"Milan Brown "
oklahoma,2013,"Big 12",0.697,81.9,"Isaiah Cousins",33,33,29.5,0.441,0.46,0.404,0.804,4.2,2.1,1.2,0.3,1.6,11,"Lon Kruger "
georgia-state,2013,"Sun Belt",0.735,77.7,"Isaiah Dennis",2,0,2.5,0.5,0,1,0,0.5,0,0,0,0,1.5,"Ron Hunter "
north-carolina,2013,ACC,0.706,76.6,"Isaiah Hicks",34,0,7.3,0.417,0.452,0.2,0.579,1,0.2,0.1,0.4,0.4,1.2,"Roy Williams "
gardner-webb,2013,"Big South",0.545,73.5,"Isaiah Ivey",24,0,15,0.33,0.333,0.328,0.711,1.3,0.3,0.5,0.4,0.3,4.7,"Tim Craft "
akron,2013,MAC,0.618,68.6,"Isaiah Johnson",31,11,13.4,0.495,0.495,0,0.595,2.8,0.4,0.3,0.9,0.6,3.8,"Keith Dambrot "
louisiana-tech,2013,CUSA,0.784,81,"Isaiah Massey",31,3,12.9,0.543,0.536,1,0.711,3.2,0.2,0.3,0.5,0.5,3.4,"Michael White "
south-alabama,2013,"Sun Belt",0.355,68.9,"Isaiah Maston",28,0,9.2,0.409,0.444,0.4,0.5,0.9,0.3,0,0.1,0.3,1.8,"Matthew Graves "
ipfw,2013,Summit,0.694,77.1,"Isaiah McCray",32,28,23,0.365,0.407,0.301,0.509,2.8,2.2,0.9,0.5,1.1,6.7,"Tony Jasick "
saint-josephs,2013,A-10,0.706,71.6,"Isaiah Miles",28,0,9.3,0.391,0.52,0.318,0.842,1.7,0.3,0.1,0.3,0.7,3,"Phil Martelli "
marist,2013,MAAC,0.387,68.4,"Isaiah Morton",9,3,21.3,0.13,0.071,0.156,0.786,1.9,2.3,0.6,0,1.7,3.1,"Jeff Bower "
xavier,2013,"Big East",0.618,71.8,"Isaiah Philmore",33,26,24.9,0.541,0.561,0,0.706,5,0.5,0.2,0.1,1.4,9.3,"Chris Mack "
yale,2013,Ivy,0.576,66.9,"Isaiah Salafia",26,3,9.7,0.28,0.211,0.323,0.688,0.6,0.5,0.3,0,0.8,1.9,"James Jones "
central-florida,2013,AAC,0.419,72.7,"Isaiah Sykes",30,29,31.9,0.475,0.483,0.375,0.54,7.2,3.5,1.7,0.2,3.7,17.2,"Donnie Jones "
texas,2013,"Big 12",0.686,74.2,"Isaiah Taylor",35,35,30.1,0.391,0.398,0.263,0.748,3.3,4,1.1,0.1,2.4,12.7,"Rick Barnes "
duquesne,2013,A-10,0.433,73.3,"Isaiah Watkins",16,0,6,0.304,0.333,0,0.727,1.4,0.1,0.4,0.1,0.4,1.4,"Jim Ferry "
iona,2013,MAAC,0.667,83.6,"Isaiah Williams",28,24,28.1,0.534,0.731,0.427,0.9,4,1.7,1.3,0.9,0.9,11.3,"Tim Cluess "
samford,2013,Southern,0.394,70.5,"Isaiah Williams",30,25,29.6,0.433,0.465,0.39,0.768,1.8,3.4,0.8,0.1,2.2,11.9,"Bennie Seltzer "
creighton,2013,"Big East",0.771,78.7,"Isaiah Zierden",28,0,10.9,0.39,0.485,0.327,0.769,0.8,0.9,0.1,0,0.1,3.2,"Greg McDermott "
maryland-eastern-shore,2013,MEAC,0.2,66.5,"Ishaq Pitt",30,13,21,0.464,0.468,0,0.566,4.3,1.4,0.8,0.2,1.1,5.3,"Frankie Allen "
