2017,UNC Tar Heels,Joel Berry,36,36.0,33.1,5.8,14.6,0.396,3.2,7.1,0.451,2.6,7.5,0.344,3.0,3.4,0.893,0.6,3.0,3.5,3.2,1.2,0.3,1.9,1.6,17.1
2017,UNC Tar Heels,Luke Maye,37,37.0,32.2,6.8,13.9,0.486,5.4,10.8,0.503,1.4,3.1,0.431,2.0,3.2,0.624,3.1,7.0,10.1,2.4,1.0,1.0,1.9,2.5,16.9
2017,UNC Tar Heels,Cameron Johnson,26,20.0,29.3,4.3,10.2,0.426,2.5,4.9,0.52,1.8,5.3,0.341,1.9,2.3,0.847,1.7,3.0,4.7,2.3,0.7,0.2,1.0,1.7,12.4
2017,UNC Tar Heels,Kenny Williams,37,36.0,31.1,4.2,8.7,0.486,2.3,3.8,0.592,1.9,4.8,0.402,1.0,1.5,0.704,1.1,2.6,3.7,2.4,1.0,0.5,1.1,1.9,11.4
2017,UNC Tar Heels,Theo Pinson,37,37.0,29.7,3.5,7.4,0.473,3.2,6.0,0.532,0.3,1.4,0.226,2.9,3.6,0.818,1.5,5.0,6.5,5.1,1.1,0.5,2.4,2.3,10.3
2017,UNC Tar Heels,Sterling Manley,37,0.0,10.0,2.0,3.5,0.566,2.0,3.5,0.566,0.0,0.0,0,1.5,2.1,0.692,1.3,2.3,3.6,0.3,0.1,0.6,0.9,1.2,5.4
2017,UNC Tar Heels,Garrison Brooks,37,16.0,14.6,1.8,3.3,0.528,1.8,3.3,0.528,0.0,0.0,0,1.0,1.7,0.587,1.6,1.8,3.5,0.5,0.3,0.3,0.9,1.8,4.5
2017,UNC Tar Heels,Jalek Felton,22,1.0,9.7,1.1,2.8,0.387,0.6,1.2,0.481,0.5,1.6,0.314,0.2,0.3,0.667,0.1,0.8,0.9,1.6,0.4,0.1,1.1,0.5,2.9
2017,UNC Tar Heels,Andrew Platek,35,0.0,7.5,0.8,1.6,0.491,0.5,0.8,0.607,0.3,0.8,0.37,0.2,0.3,0.7,0.4,0.7,1.1,0.5,0.1,0.1,0.3,0.6,2.0
2017,UNC Tar Heels,Brandon Robinson,35,0.0,8.6,0.6,1.6,0.375,0.3,0.9,0.364,0.3,0.7,0.391,0.3,0.4,0.714,0.6,0.8,1.4,0.6,0.2,0.1,0.5,1.3,1.7
2017,UNC Tar Heels,Brandon Huffman,29,0.0,3.4,0.7,1.2,0.543,0.7,1.2,0.543,0.0,0.0,0,0.3,0.6,0.563,0.6,0.8,1.4,0.0,0.0,0.3,0.4,0.6,1.6
2017,UNC Tar Heels,Seventh Woods,20,0.0,7.0,0.5,1.5,0.3,0.5,1.3,0.346,0.0,0.2,0.0,0.2,0.3,0.8,0.1,0.7,0.7,1.0,0.3,0.1,0.6,1.1,1.1
2017,UNC Tar Heels,Shea Rush,20,0.0,1.5,0.2,0.6,0.25,0.1,0.5,0.222,0.1,0.2,0.333,0.0,0.0,0,0.1,0.2,0.3,0.1,0.2,0.2,0.3,0.3,0.4
2017,UNC Tar Heels,Walker Miller,20,0.0,1.5,0.1,0.4,0.286,0.1,0.4,0.286,0.0,0.0,0,0.1,0.1,1.0,0.1,0.3,0.4,0.2,0.0,0.1,0.1,0.2,0.3
2017,UNC Tar Heels,Aaron Rohlman,21,1.0,1.5,0.1,0.1,1.0,0.1,0.1,1.0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.1,0.3
2017,UNC Tar Heels,Kane Ma,12,1.0,1.1,0.1,0.3,0.333,0.1,0.2,0.5,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2
2016,UNC Tar Heels,Justin Jackson,40,39.0,32.0,6.6,14.9,0.443,4.0,7.8,0.51,2.6,7.1,0.37,2.5,3.3,0.748,1.5,3.2,4.7,2.8,0.8,0.2,1.7,1.4,18.3
2016,UNC Tar Heels,Joel Berry,38,37.0,30.4,4.8,11.2,0.426,2.5,5.2,0.477,2.3,6.1,0.383,2.8,3.6,0.774,0.4,2.7,3.1,3.6,1.4,0.1,1.9,2.2,14.7
2016,UNC Tar Heels,Kennedy Meeks,40,40.0,24.3,5.2,9.3,0.555,5.2,9.3,0.555,0.0,0.0,0,2.2,3.6,0.622,3.8,5.7,9.5,1.0,1.0,1.2,1.2,2.4,12.5
2016,UNC Tar Heels,Isaiah Hicks,39,39.0,23.3,4.5,7.7,0.576,4.5,7.7,0.576,0.0,0.0,0,2.9,3.7,0.779,1.8,3.6,5.5,1.4,0.4,0.7,1.6,3.1,11.8
2016,UNC Tar Heels,Tony Bradley,38,0.0,14.6,2.7,4.7,0.573,2.7,4.7,0.573,0.0,0.0,0,1.7,2.8,0.619,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1
2016,UNC Tar Heels,Kenny Williams,26,22.0,23.7,2.2,5.3,0.417,1.2,2.3,0.525,1.0,3.1,0.338,0.7,1.2,0.633,1.3,2.0,3.3,2.2,0.9,0.3,1.2,1.5,6.2
2016,UNC Tar Heels,Theo Pinson,21,13.0,23.8,2.0,5.4,0.381,1.6,3.6,0.453,0.4,1.8,0.237,1.6,2.2,0.702,1.3,3.3,4.6,3.7,0.9,0.2,1.5,1.8,6.1
2016,UNC Tar Heels,Luke Maye,35,1.0,14.1,2.2,4.7,0.479,1.8,3.5,0.504,0.5,1.1,0.4,0.6,1.1,0.579,1.7,2.3,3.9,1.2,0.4,0.2,0.9,1.8,5.5
